Delivery Start (CET);Delivery End (CET);NO4 Fossil Gas (MW);NO4 Hydro Run Of River And Poundage (MW);NO4 Hydro Water Reservoir (MW);NO4 Other (MW);NO4 Other Renewable (MW);NO4 Wind Offshore (MW);NO4 Wind Onshore (MW);NO4 Total (MW)
04.08.2023 17:00:00;04.08.2023 18:00:00;196;171;2587;;9;;296;3259
04.08.2023 18:00:00;04.08.2023 19:00:00;197;173;2641;;9;;250;3270
04.08.2023 19:00:00;04.08.2023 20:00:00;197;172;2683;;9;;203;3264
04.08.2023 20:00:00;04.08.2023 21:00:00;199;172;2674;;9;;201;3255
04.08.2023 21:00:00;04.08.2023 22:00:00;197;170;2670;;9;;160;3206
04.08.2023 22:00:00;04.08.2023 23:00:00;197;149;2437;;9;;137;2929
04.08.2023 23:00:00;05.08.2023 00:00:00;197;149;1714;;8;;129;2197
05.08.2023 00:00:00;05.08.2023 01:00:00;197;146;1185;;10;;89;1627
05.08.2023 01:00:00;05.08.2023 02:00:00;198;144;1123;;10;;111;1586
05.08.2023 02:00:00;05.08.2023 03:00:00;200;142;1097;;9;;142;1590
05.08.2023 03:00:00;05.08.2023 04:00:00;199;141;1073;;10;;132;1555
05.08.2023 04:00:00;05.08.2023 05:00:00;201;141;1060;;10;;146;1558
05.08.2023 05:00:00;05.08.2023 06:00:00;203;137;1124;;9;;164;1637
05.08.2023 06:00:00;05.08.2023 07:00:00;204;141;1227;;7;;164;1743
05.08.2023 07:00:00;05.08.2023 08:00:00;204;141;1390;;8;;189;1932
05.08.2023 08:00:00;05.08.2023 09:00:00;204;139;1547;;27;;214;2131
05.08.2023 09:00:00;05.08.2023 10:00:00;203;157;1841;;20;;287;2508
05.08.2023 10:00:00;05.08.2023 11:00:00;202;171;1916;;8;;287;2584
05.08.2023 11:00:00;05.08.2023 12:00:00;202;158;1903;;8;;302;2573
05.08.2023 12:00:00;05.08.2023 13:00:00;201;158;1773;;8;;271;2411
05.08.2023 13:00:00;05.08.2023 14:00:00;200;158;1683;;9;;271;2321
05.08.2023 14:00:00;05.08.2023 15:00:00;201;157;1718;;9;;268;2353
05.08.2023 15:00:00;05.08.2023 16:00:00;201;157;1923;;9;;232;2522
05.08.2023 16:00:00;05.08.2023 17:00:00;200;157;2065;;9;;234;2665
05.08.2023 17:00:00;05.08.2023 18:00:00;198;157;2486;;7;;208;3056
05.08.2023 18:00:00;05.08.2023 19:00:00;197;156;2613;;8;;195;3169
05.08.2023 19:00:00;05.08.2023 20:00:00;199;156;2674;;13;;145;3187
05.08.2023 20:00:00;05.08.2023 21:00:00;200;135;2591;;8;;145;3079
05.08.2023 21:00:00;05.08.2023 22:00:00;201;135;2609;;9;;166;3120
05.08.2023 22:00:00;05.08.2023 23:00:00;201;135;2485;;10;;180;3011
05.08.2023 23:00:00;06.08.2023 00:00:00;200;134;2261;;10;;176;2781
06.08.2023 00:00:00;06.08.2023 01:00:00;200;131;1734;;9;;150;2224
06.08.2023 01:00:00;06.08.2023 02:00:00;199;127;1715;;9;;145;2195
06.08.2023 02:00:00;06.08.2023 03:00:00;198;127;1739;;9;;168;2241
06.08.2023 03:00:00;06.08.2023 04:00:00;197;124;1626;;9;;138;2094
06.08.2023 04:00:00;06.08.2023 05:00:00;196;123;1546;;8;;158;2031
06.08.2023 05:00:00;06.08.2023 06:00:00;196;123;1418;;7;;120;1864
06.08.2023 06:00:00;06.08.2023 07:00:00;196;122;1413;;8;;80;1819
06.08.2023 07:00:00;06.08.2023 08:00:00;197;122;1427;;8;;87;1841
06.08.2023 08:00:00;06.08.2023 09:00:00;196;122;1579;;11;;78;1986
06.08.2023 09:00:00;06.08.2023 10:00:00;196;142;1826;;10;;90;2264
06.08.2023 10:00:00;06.08.2023 11:00:00;195;145;1967;;9;;120;2436
06.08.2023 11:00:00;06.08.2023 12:00:00;170;144;1863;;9;;116;2302
06.08.2023 12:00:00;06.08.2023 13:00:00;170;145;1881;;9;;66;2271
06.08.2023 13:00:00;06.08.2023 14:00:00;170;145;1594;;10;;63;1982
06.08.2023 14:00:00;06.08.2023 15:00:00;168;146;1340;;11;;54;1719
06.08.2023 15:00:00;06.08.2023 16:00:00;168;143;1193;;37;;47;1588
06.08.2023 16:00:00;06.08.2023 17:00:00;169;148;1240;;37;;42;1636
06.08.2023 17:00:00;06.08.2023 18:00:00;169;145;1342;;37;;30;1723
06.08.2023 18:00:00;06.08.2023 19:00:00;168;139;1294;;37;;24;1662
06.08.2023 19:00:00;06.08.2023 20:00:00;170;137;1331;;37;;20;1695
06.08.2023 20:00:00;06.08.2023 21:00:00;171;112;1333;;37;;25;1678
06.08.2023 21:00:00;06.08.2023 22:00:00;168;109;1294;;37;;42;1650
06.08.2023 22:00:00;06.08.2023 23:00:00;170;109;1219;;37;;62;1597
06.08.2023 23:00:00;07.08.2023 00:00:00;171;107;1205;;37;;56;1576
07.08.2023 00:00:00;07.08.2023 01:00:00;173;106;1027;;37;;69;1412
07.08.2023 01:00:00;07.08.2023 02:00:00;172;109;960;;37;;80;1358
07.08.2023 02:00:00;07.08.2023 03:00:00;171;107;916;;37;;98;1329
07.08.2023 03:00:00;07.08.2023 04:00:00;173;106;821;;37;;95;1232
07.08.2023 04:00:00;07.08.2023 05:00:00;174;102;810;;34;;89;1209
07.08.2023 05:00:00;07.08.2023 06:00:00;173;100;869;;27;;109;1278
07.08.2023 06:00:00;07.08.2023 07:00:00;173;100;890;;24;;120;1307
07.08.2023 07:00:00;07.08.2023 08:00:00;172;104;1130;;22;;137;1565
07.08.2023 08:00:00;07.08.2023 09:00:00;171;127;1084;;11;;112;1505
07.08.2023 09:00:00;07.08.2023 10:00:00;170;124;1057;;5;;89;1445
07.08.2023 10:00:00;07.08.2023 11:00:00;166;134;1121;;6;;100;1527
07.08.2023 11:00:00;07.08.2023 12:00:00;165;134;1078;;8;;204;1589
07.08.2023 12:00:00;07.08.2023 13:00:00;166;123;1225;;0;;303;1817
07.08.2023 13:00:00;07.08.2023 14:00:00;166;116;1163;;0;;334;1779
07.08.2023 14:00:00;07.08.2023 15:00:00;168;113;897;;0;;301;1479
07.08.2023 15:00:00;07.08.2023 16:00:00;171;122;921;;0;;268;1482
07.08.2023 16:00:00;07.08.2023 17:00:00;170;131;922;;0;;224;1447
07.08.2023 17:00:00;07.08.2023 18:00:00;192;134;1047;;0;;191;1564
07.08.2023 18:00:00;07.08.2023 19:00:00;197;154;1416;;0;;255;2022
07.08.2023 19:00:00;07.08.2023 20:00:00;196;160;1375;;0;;292;2023
07.08.2023 20:00:00;07.08.2023 21:00:00;198;167;1245;;0;;410;2020
07.08.2023 21:00:00;07.08.2023 22:00:00;204;169;1087;;0;;374;1834
07.08.2023 22:00:00;07.08.2023 23:00:00;206;152;724;;0;;362;1444
07.08.2023 23:00:00;08.08.2023 00:00:00;206;150;824;;0;;385;1565
08.08.2023 00:00:00;08.08.2023 01:00:00;186;144;984;;12;;380;1706
08.08.2023 01:00:00;08.08.2023 02:00:00;187;147;772;;14;;449;1569
08.08.2023 02:00:00;08.08.2023 03:00:00;185;148;685;;9;;468;1495
08.08.2023 03:00:00;08.08.2023 04:00:00;185;148;686;;9;;344;1372
08.08.2023 04:00:00;08.08.2023 05:00:00;185;151;667;;10;;432;1445
08.08.2023 05:00:00;08.08.2023 06:00:00;185;152;730;;8;;425;1500
08.08.2023 06:00:00;08.08.2023 07:00:00;184;156;881;;8;;515;1744
08.08.2023 07:00:00;08.08.2023 08:00:00;184;156;864;;8;;436;1648
08.08.2023 08:00:00;08.08.2023 09:00:00;185;155;893;;10;;436;1679
08.08.2023 09:00:00;08.08.2023 10:00:00;184;159;913;;9;;502;1767
08.08.2023 10:00:00;08.08.2023 11:00:00;184;160;844;;9;;430;1627
08.08.2023 11:00:00;08.08.2023 12:00:00;185;162;745;;9;;537;1638
08.08.2023 12:00:00;08.08.2023 13:00:00;185;166;715;;10;;546;1622
08.08.2023 13:00:00;08.08.2023 14:00:00;183;165;754;;9;;552;1663
08.08.2023 14:00:00;08.08.2023 15:00:00;185;168;800;;10;;557;1720
08.08.2023 15:00:00;08.08.2023 16:00:00;185;168;835;;9;;519;1716
08.08.2023 16:00:00;08.08.2023 17:00:00;185;170;861;;8;;616;1840
08.08.2023 17:00:00;08.08.2023 18:00:00;184;169;973;;8;;652;1986
08.08.2023 18:00:00;08.08.2023 19:00:00;184;171;958;;9;;615;1937
08.08.2023 19:00:00;08.08.2023 20:00:00;185;169;1005;;9;;608;1976
08.08.2023 20:00:00;08.08.2023 21:00:00;183;174;961;;9;;650;1977
08.08.2023 21:00:00;08.08.2023 22:00:00;183;189;829;;24;;589;1814
08.08.2023 22:00:00;08.08.2023 23:00:00;184;184;789;;23;;603;1783
08.08.2023 23:00:00;09.08.2023 00:00:00;182;164;692;;8;;674;1720
09.08.2023 00:00:00;09.08.2023 01:00:00;201;153;607;;11;;687;1659
09.08.2023 01:00:00;09.08.2023 02:00:00;205;144;590;;12;;695;1646
09.08.2023 02:00:00;09.08.2023 03:00:00;199;146;580;;8;;684;1617
09.08.2023 03:00:00;09.08.2023 04:00:00;199;145;600;;9;;543;1496
09.08.2023 04:00:00;09.08.2023 05:00:00;200;144;608;;9;;478;1439
09.08.2023 05:00:00;09.08.2023 06:00:00;198;147;693;;29;;637;1704
09.08.2023 06:00:00;09.08.2023 07:00:00;200;149;751;;29;;679;1808
09.08.2023 07:00:00;09.08.2023 08:00:00;200;173;923;;32;;719;2047
09.08.2023 08:00:00;09.08.2023 09:00:00;203;218;1601;;36;;751;2809
09.08.2023 09:00:00;09.08.2023 10:00:00;200;230;1749;;31;;647;2857
09.08.2023 10:00:00;09.08.2023 11:00:00;199;236;1450;;26;;660;2571
09.08.2023 11:00:00;09.08.2023 12:00:00;197;228;1025;;18;;723;2191
09.08.2023 12:00:00;09.08.2023 13:00:00;197;170;915;;24;;732;2038
09.08.2023 13:00:00;09.08.2023 14:00:00;198;161;1013;;25;;719;2116
09.08.2023 14:00:00;09.08.2023 15:00:00;195;167;1000;;26;;714;2102
09.08.2023 15:00:00;09.08.2023 16:00:00;196;170;1089;;32;;662;2149
09.08.2023 16:00:00;09.08.2023 17:00:00;194;156;1086;;27;;638;2101
09.08.2023 17:00:00;09.08.2023 18:00:00;197;203;1211;;27;;630;2268
09.08.2023 18:00:00;09.08.2023 19:00:00;196;168;1320;;27;;656;2367
09.08.2023 19:00:00;09.08.2023 20:00:00;196;164;1160;;29;;604;2153
09.08.2023 20:00:00;09.08.2023 21:00:00;197;159;1131;;28;;617;2132
09.08.2023 21:00:00;09.08.2023 22:00:00;198;161;1167;;28;;607;2161
09.08.2023 22:00:00;09.08.2023 23:00:00;200;140;1140;;27;;519;2026
09.08.2023 23:00:00;10.08.2023 00:00:00;195;140;1196;;30;;444;2005
10.08.2023 00:00:00;10.08.2023 01:00:00;198;191;1095;;40;;340;1864
10.08.2023 01:00:00;10.08.2023 02:00:00;204;196;1138;;41;;305;1884
10.08.2023 02:00:00;10.08.2023 03:00:00;196;182;1142;;27;;358;1905
10.08.2023 03:00:00;10.08.2023 04:00:00;198;184;1123;;27;;356;1888
10.08.2023 04:00:00;10.08.2023 05:00:00;197;177;1132;;28;;341;1875
10.08.2023 05:00:00;10.08.2023 06:00:00;198;170;1105;;27;;280;1780
10.08.2023 06:00:00;10.08.2023 07:00:00;195;175;1390;;25;;246;2031
10.08.2023 07:00:00;10.08.2023 08:00:00;196;178;2375;;27;;254;3030
10.08.2023 08:00:00;10.08.2023 09:00:00;196;180;2605;;30;;149;3160
10.08.2023 09:00:00;10.08.2023 10:00:00;196;169;2681;;29;;71;3146
10.08.2023 10:00:00;10.08.2023 11:00:00;196;171;2736;;24;;100;3227
10.08.2023 11:00:00;10.08.2023 12:00:00;197;163;2778;;22;;107;3267
10.08.2023 12:00:00;10.08.2023 13:00:00;198;168;2766;;21;;74;3227
10.08.2023 13:00:00;10.08.2023 14:00:00;200;171;2577;;20;;70;3038
10.08.2023 14:00:00;10.08.2023 15:00:00;195;163;2271;;22;;66;2717
10.08.2023 15:00:00;10.08.2023 16:00:00;197;153;2142;;28;;67;2587
10.08.2023 16:00:00;10.08.2023 17:00:00;200;156;1998;;23;;84;2461
10.08.2023 17:00:00;10.08.2023 18:00:00;199;156;2342;;22;;128;2847
10.08.2023 18:00:00;10.08.2023 19:00:00;200;143;2472;;23;;135;2973
10.08.2023 19:00:00;10.08.2023 20:00:00;202;138;2485;;25;;106;2956
10.08.2023 20:00:00;10.08.2023 21:00:00;202;139;2339;;27;;116;2823
10.08.2023 21:00:00;10.08.2023 22:00:00;196;140;2055;;25;;132;2548
10.08.2023 22:00:00;10.08.2023 23:00:00;193;135;1674;;27;;215;2244
10.08.2023 23:00:00;11.08.2023 00:00:00;197;133;1333;;26;;215;1904
11.08.2023 00:00:00;11.08.2023 01:00:00;207;124;1367;;41;;203;1942
11.08.2023 01:00:00;11.08.2023 02:00:00;207;124;1298;;43;;266;1938
11.08.2023 02:00:00;11.08.2023 03:00:00;198;122;1285;;26;;352;1983
11.08.2023 03:00:00;11.08.2023 04:00:00;199;122;1302;;26;;444;2093
11.08.2023 04:00:00;11.08.2023 05:00:00;199;120;1292;;28;;462;2101
11.08.2023 05:00:00;11.08.2023 06:00:00;199;119;1378;;26;;461;2183
11.08.2023 06:00:00;11.08.2023 07:00:00;199;119;1880;;25;;433;2656
11.08.2023 07:00:00;11.08.2023 08:00:00;201;119;2487;;29;;495;3331
11.08.2023 08:00:00;11.08.2023 09:00:00;201;137;2535;;31;;431;3335
11.08.2023 09:00:00;11.08.2023 10:00:00;199;143;2469;;28;;442;3281
11.08.2023 10:00:00;11.08.2023 11:00:00;197;143;2181;;22;;358;2901
11.08.2023 11:00:00;11.08.2023 12:00:00;199;141;2182;;16;;315;2853
11.08.2023 12:00:00;11.08.2023 13:00:00;198;141;2138;;24;;291;2792
11.08.2023 13:00:00;11.08.2023 14:00:00;201;144;1696;;26;;310;2377
11.08.2023 14:00:00;11.08.2023 15:00:00;198;144;1671;;22;;303;2338
11.08.2023 15:00:00;11.08.2023 16:00:00;200;144;1685;;26;;262;2317
11.08.2023 16:00:00;11.08.2023 17:00:00;199;144;1983;;23;;258;2607
11.08.2023 17:00:00;11.08.2023 18:00:00;200;142;2261;;20;;307;2930
11.08.2023 18:00:00;11.08.2023 19:00:00;199;143;2643;;21;;333;3339
11.08.2023 19:00:00;11.08.2023 20:00:00;201;142;2533;;24;;278;3178
11.08.2023 20:00:00;11.08.2023 21:00:00;200;141;2439;;23;;262;3065
11.08.2023 21:00:00;11.08.2023 22:00:00;201;141;2038;;22;;323;2725
11.08.2023 22:00:00;11.08.2023 23:00:00;201;141;1727;;23;;336;2428
11.08.2023 23:00:00;12.08.2023 00:00:00;202;141;1520;;25;;262;2150
12.08.2023 00:00:00;12.08.2023 01:00:00;203;129;1133;;24;;268;1757
12.08.2023 01:00:00;12.08.2023 02:00:00;201;127;1047;;27;;281;1683
12.08.2023 02:00:00;12.08.2023 03:00:00;199;128;988;;27;;346;1688
12.08.2023 03:00:00;12.08.2023 04:00:00;200;130;972;;20;;362;1684
12.08.2023 04:00:00;12.08.2023 05:00:00;207;131;975;;14;;302;1629
12.08.2023 05:00:00;12.08.2023 06:00:00;209;127;1048;;27;;310;1721
12.08.2023 06:00:00;12.08.2023 07:00:00;203;128;982;;22;;323;1658
12.08.2023 07:00:00;12.08.2023 08:00:00;201;124;1136;;21;;315;1797
12.08.2023 08:00:00;12.08.2023 09:00:00;204;124;1239;;9;;330;1906
12.08.2023 09:00:00;12.08.2023 10:00:00;205;124;1354;;9;;229;1921
12.08.2023 10:00:00;12.08.2023 11:00:00;204;124;1359;;8;;150;1845
12.08.2023 11:00:00;12.08.2023 12:00:00;202;124;1318;;8;;115;1767
12.08.2023 12:00:00;12.08.2023 13:00:00;200;124;1325;;7;;67;1723
12.08.2023 13:00:00;12.08.2023 14:00:00;203;124;1351;;8;;57;1743
12.08.2023 14:00:00;12.08.2023 15:00:00;205;123;1277;;9;;68;1682
12.08.2023 15:00:00;12.08.2023 16:00:00;204;125;1395;;9;;32;1765
12.08.2023 16:00:00;12.08.2023 17:00:00;205;125;1642;;9;;37;2018
12.08.2023 17:00:00;12.08.2023 18:00:00;204;124;1947;;8;;65;2348
12.08.2023 18:00:00;12.08.2023 19:00:00;203;125;2166;;9;;106;2609
12.08.2023 19:00:00;12.08.2023 20:00:00;201;126;2185;;8;;110;2630
12.08.2023 20:00:00;12.08.2023 21:00:00;201;127;1513;;7;;120;1968
12.08.2023 21:00:00;12.08.2023 22:00:00;206;126;1403;;9;;116;1860
12.08.2023 22:00:00;12.08.2023 23:00:00;207;129;1342;;10;;136;1824
12.08.2023 23:00:00;13.08.2023 00:00:00;206;135;1125;;10;;131;1607
13.08.2023 00:00:00;13.08.2023 01:00:00;206;136;1035;;10;;133;1520
13.08.2023 01:00:00;13.08.2023 02:00:00;208;132;1195;;9;;111;1655
13.08.2023 02:00:00;13.08.2023 03:00:00;206;131;1234;;9;;86;1666
13.08.2023 03:00:00;13.08.2023 04:00:00;205;132;1226;;9;;77;1649
13.08.2023 04:00:00;13.08.2023 05:00:00;204;132;1187;;9;;69;1601
13.08.2023 05:00:00;13.08.2023 06:00:00;206;131;1357;;9;;74;1777
13.08.2023 06:00:00;13.08.2023 07:00:00;206;132;1429;;9;;59;1835
13.08.2023 07:00:00;13.08.2023 08:00:00;208;133;1491;;9;;53;1894
13.08.2023 08:00:00;13.08.2023 09:00:00;207;131;1719;;9;;41;2107
13.08.2023 09:00:00;13.08.2023 10:00:00;209;131;1704;;10;;34;2088
13.08.2023 10:00:00;13.08.2023 11:00:00;208;130;1697;;10;;38;2083
13.08.2023 11:00:00;13.08.2023 12:00:00;208;129;1497;;10;;39;1883
13.08.2023 12:00:00;13.08.2023 13:00:00;203;127;1325;;9;;35;1699
13.08.2023 13:00:00;13.08.2023 14:00:00;205;127;1265;;10;;27;1634
13.08.2023 14:00:00;13.08.2023 15:00:00;204;128;1198;;9;;21;1560
13.08.2023 15:00:00;13.08.2023 16:00:00;203;130;1300;;9;;36;1678
13.08.2023 16:00:00;13.08.2023 17:00:00;203;129;1899;;9;;60;2300
13.08.2023 17:00:00;13.08.2023 18:00:00;202;130;2749;;8;;70;3159
13.08.2023 18:00:00;13.08.2023 19:00:00;199;131;2806;;9;;70;3215
13.08.2023 19:00:00;13.08.2023 20:00:00;201;133;2792;;9;;94;3229
13.08.2023 20:00:00;13.08.2023 21:00:00;204;131;2747;;10;;123;3215
13.08.2023 21:00:00;13.08.2023 22:00:00;202;130;2470;;8;;148;2958
13.08.2023 22:00:00;13.08.2023 23:00:00;203;130;1877;;9;;150;2369
13.08.2023 23:00:00;14.08.2023 00:00:00;203;134;1652;;10;;197;2196
14.08.2023 00:00:00;14.08.2023 01:00:00;208;113;1587;;9;;188;2105
14.08.2023 01:00:00;14.08.2023 02:00:00;209;112;1492;;9;;181;2003
14.08.2023 02:00:00;14.08.2023 03:00:00;211;111;1544;;10;;187;2063
14.08.2023 03:00:00;14.08.2023 04:00:00;208;110;1481;;9;;140;1948
14.08.2023 04:00:00;14.08.2023 05:00:00;208;106;1599;;10;;131;2054
14.08.2023 05:00:00;14.08.2023 06:00:00;206;104;1766;;9;;92;2177
14.08.2023 06:00:00;14.08.2023 07:00:00;204;106;2399;;9;;97;2815
14.08.2023 07:00:00;14.08.2023 08:00:00;205;124;2534;;10;;81;2954
14.08.2023 08:00:00;14.08.2023 09:00:00;182;126;2549;;1;;84;2942
14.08.2023 09:00:00;14.08.2023 10:00:00;178;121;2569;;0;;108;2976
14.08.2023 10:00:00;14.08.2023 11:00:00;170;122;2552;;1;;100;2945
14.08.2023 11:00:00;14.08.2023 12:00:00;167;124;2581;;5;;83;2960
14.08.2023 12:00:00;14.08.2023 13:00:00;171;124;2561;;0;;102;2958
14.08.2023 13:00:00;14.08.2023 14:00:00;171;124;2538;;0;;106;2939
14.08.2023 14:00:00;14.08.2023 15:00:00;170;123;2560;;0;;73;2926
14.08.2023 15:00:00;14.08.2023 16:00:00;169;116;2581;;0;;69;2935
14.08.2023 16:00:00;14.08.2023 17:00:00;169;118;2580;;0;;87;2954
14.08.2023 17:00:00;14.08.2023 18:00:00;170;117;2598;;0;;96;2981
14.08.2023 18:00:00;14.08.2023 19:00:00;173;124;2643;;0;;82;3022
14.08.2023 19:00:00;14.08.2023 20:00:00;174;124;2563;;0;;74;2935
14.08.2023 20:00:00;14.08.2023 21:00:00;174;126;2561;;0;;40;2901
14.08.2023 21:00:00;14.08.2023 22:00:00;176;124;2614;;0;;45;2959
14.08.2023 22:00:00;14.08.2023 23:00:00;176;127;2292;;0;;78;2673
14.08.2023 23:00:00;15.08.2023 00:00:00;176;130;1935;;21;;91;2353
15.08.2023 00:00:00;15.08.2023 01:00:00;180;114;1722;;45;;81;2142
15.08.2023 01:00:00;15.08.2023 02:00:00;179;119;1565;;46;;76;1985
15.08.2023 02:00:00;15.08.2023 03:00:00;172;113;1538;;30;;104;1957
15.08.2023 03:00:00;15.08.2023 04:00:00;171;111;1534;;30;;108;1954
15.08.2023 04:00:00;15.08.2023 05:00:00;171;110;1607;;31;;105;2024
15.08.2023 05:00:00;15.08.2023 06:00:00;170;110;2040;;26;;140;2486
15.08.2023 06:00:00;15.08.2023 07:00:00;168;108;2500;;25;;142;2943
15.08.2023 07:00:00;15.08.2023 08:00:00;168;107;2531;;26;;179;3011
15.08.2023 08:00:00;15.08.2023 09:00:00;171;128;2466;;28;;152;2945
15.08.2023 09:00:00;15.08.2023 10:00:00;169;129;2411;;24;;168;2901
15.08.2023 10:00:00;15.08.2023 11:00:00;169;133;2430;;17;;135;2884
15.08.2023 11:00:00;15.08.2023 12:00:00;174;133;2567;;11;;104;2989
15.08.2023 12:00:00;15.08.2023 13:00:00;171;131;2562;;20;;64;2948
15.08.2023 13:00:00;15.08.2023 14:00:00;169;132;2606;;19;;68;2994
15.08.2023 14:00:00;15.08.2023 15:00:00;166;132;2666;;23;;65;3052
15.08.2023 15:00:00;15.08.2023 16:00:00;165;134;2654;;34;;53;3040
15.08.2023 16:00:00;15.08.2023 17:00:00;166;134;2613;;28;;52;2993
15.08.2023 17:00:00;15.08.2023 18:00:00;168;134;2741;;27;;56;3126
15.08.2023 18:00:00;15.08.2023 19:00:00;167;134;2719;;27;;55;3102
15.08.2023 19:00:00;15.08.2023 20:00:00;170;136;2680;;28;;60;3074
15.08.2023 20:00:00;15.08.2023 21:00:00;172;133;2708;;34;;62;3109
15.08.2023 21:00:00;15.08.2023 22:00:00;174;130;2630;;32;;83;3049
15.08.2023 22:00:00;15.08.2023 23:00:00;172;110;2260;;33;;78;2653
15.08.2023 23:00:00;16.08.2023 00:00:00;172;113;1935;;33;;59;2312
16.08.2023 00:00:00;16.08.2023 01:00:00;175;112;1426;;42;;61;1816
16.08.2023 01:00:00;16.08.2023 02:00:00;175;110;1304;;42;;59;1690
16.08.2023 02:00:00;16.08.2023 03:00:00;168;108;1205;;28;;64;1573
16.08.2023 03:00:00;16.08.2023 04:00:00;171;107;1205;;30;;63;1576
16.08.2023 04:00:00;16.08.2023 05:00:00;170;106;1214;;31;;59;1580
16.08.2023 05:00:00;16.08.2023 06:00:00;171;105;1292;;28;;55;1651
16.08.2023 06:00:00;16.08.2023 07:00:00;170;103;1538;;24;;61;1896
16.08.2023 07:00:00;16.08.2023 08:00:00;172;105;1987;;26;;82;2372
16.08.2023 08:00:00;16.08.2023 09:00:00;170;114;2373;;28;;95;2780
16.08.2023 09:00:00;16.08.2023 10:00:00;170;117;2615;;26;;109;3037
16.08.2023 10:00:00;16.08.2023 11:00:00;173;121;2653;;18;;108;3073
16.08.2023 11:00:00;16.08.2023 12:00:00;173;122;2651;;20;;110;3076
16.08.2023 12:00:00;16.08.2023 13:00:00;174;119;2592;;10;;127;3022
16.08.2023 13:00:00;16.08.2023 14:00:00;174;121;2526;;22;;153;2996
16.08.2023 14:00:00;16.08.2023 15:00:00;173;128;2542;;19;;152;3014
16.08.2023 15:00:00;16.08.2023 16:00:00;174;130;2400;;9;;191;2904
16.08.2023 16:00:00;16.08.2023 17:00:00;174;131;2342;;9;;243;2899
16.08.2023 17:00:00;16.08.2023 18:00:00;174;132;2349;;9;;282;2946
16.08.2023 18:00:00;16.08.2023 19:00:00;174;132;2396;;9;;276;2987
16.08.2023 19:00:00;16.08.2023 20:00:00;175;131;2257;;8;;290;2861
16.08.2023 20:00:00;16.08.2023 21:00:00;175;132;2224;;9;;287;2827
16.08.2023 21:00:00;16.08.2023 22:00:00;175;132;1740;;10;;335;2392
16.08.2023 22:00:00;16.08.2023 23:00:00;175;135;1097;;10;;327;1744
16.08.2023 23:00:00;17.08.2023 00:00:00;176;135;1018;;9;;322;1660
17.08.2023 00:00:00;17.08.2023 01:00:00;176;129;1059;;13;;300;1677
17.08.2023 01:00:00;17.08.2023 02:00:00;176;128;1006;;12;;319;1641
17.08.2023 02:00:00;17.08.2023 03:00:00;176;127;988;;7;;333;1631
17.08.2023 03:00:00;17.08.2023 04:00:00;176;126;977;;8;;326;1613
17.08.2023 04:00:00;17.08.2023 05:00:00;176;125;930;;8;;311;1550
17.08.2023 05:00:00;17.08.2023 06:00:00;176;126;987;;8;;253;1550
17.08.2023 06:00:00;17.08.2023 07:00:00;177;121;1060;;9;;223;1590
17.08.2023 07:00:00;17.08.2023 08:00:00;178;125;1582;;9;;208;2102
17.08.2023 08:00:00;17.08.2023 09:00:00;178;119;2145;;9;;173;2624
17.08.2023 09:00:00;17.08.2023 10:00:00;178;120;2567;;21;;146;3032
17.08.2023 10:00:00;17.08.2023 11:00:00;178;118;2612;;24;;121;3053
17.08.2023 11:00:00;17.08.2023 12:00:00;178;113;2518;;14;;125;2948
17.08.2023 12:00:00;17.08.2023 13:00:00;178;116;2418;;24;;124;2860
17.08.2023 13:00:00;17.08.2023 14:00:00;178;121;2422;;28;;106;2855
17.08.2023 14:00:00;17.08.2023 15:00:00;178;133;2430;;10;;100;2851
17.08.2023 15:00:00;17.08.2023 16:00:00;178;131;2481;;29;;99;2918
17.08.2023 16:00:00;17.08.2023 17:00:00;179;129;2542;;21;;98;2969
17.08.2023 17:00:00;17.08.2023 18:00:00;180;127;2687;;20;;103;3117
17.08.2023 18:00:00;17.08.2023 19:00:00;179;129;2862;;22;;108;3300
17.08.2023 19:00:00;17.08.2023 20:00:00;178;130;2731;;30;;103;3172
17.08.2023 20:00:00;17.08.2023 21:00:00;178;126;2577;;26;;111;3018
17.08.2023 21:00:00;17.08.2023 22:00:00;178;124;2695;;29;;121;3147
17.08.2023 22:00:00;17.08.2023 23:00:00;178;120;2615;;28;;127;3068
17.08.2023 23:00:00;18.08.2023 00:00:00;177;116;2503;;33;;132;2961
18.08.2023 00:00:00;18.08.2023 01:00:00;177;118;2254;;47;;128;2724
18.08.2023 01:00:00;18.08.2023 02:00:00;177;117;2167;;47;;138;2646
18.08.2023 02:00:00;18.08.2023 03:00:00;177;108;2159;;30;;163;2637
18.08.2023 03:00:00;18.08.2023 04:00:00;177;104;2157;;32;;166;2636
18.08.2023 04:00:00;18.08.2023 05:00:00;179;101;2106;;34;;167;2587
18.08.2023 05:00:00;18.08.2023 06:00:00;178;100;2110;;30;;192;2610
18.08.2023 06:00:00;18.08.2023 07:00:00;177;96;2430;;30;;179;2912
18.08.2023 07:00:00;18.08.2023 08:00:00;177;100;2732;;33;;210;3252
18.08.2023 08:00:00;18.08.2023 09:00:00;177;102;2832;;39;;265;3415
18.08.2023 09:00:00;18.08.2023 10:00:00;177;104;2677;;31;;282;3271
18.08.2023 10:00:00;18.08.2023 11:00:00;177;103;2680;;29;;244;3233
18.08.2023 11:00:00;18.08.2023 12:00:00;177;101;2737;;17;;183;3215
