Delivery Start (CET);Delivery End (CET);NO4 NO4->FI Export (MW);NO4 FI->NO4 Import (MW);NO4 NO4->NO3 Export (MW);NO4 NO3->NO4 Import (MW);NO4 NO4->SE1 Export (MW);NO4 SE1->NO4 Import (MW);NO4 NO4->SE2 Export (MW);NO4 SE2->NO4 Import (MW);NO4 Total Export (MW);NO4 Total Import (MW);NO4 Total Net Position (MW)
01.01.2025 00:00:00;01.01.2025 01:00:00;0;0;1237.3;0;0;510.3;0;0;1237.3;510.3;-727
01.01.2025 01:00:00;01.01.2025 02:00:00;0;0;602.6;0;0;514.3;0;0;602.6;514.3;-88.3
01.01.2025 02:00:00;01.01.2025 03:00:00;0;0;140.7;0;0;476.2;0;0;140.7;476.2;335.5
01.01.2025 03:00:00;01.01.2025 04:00:00;0;0;0;0;0;201.4;0;363.6;0;565;565
01.01.2025 04:00:00;01.01.2025 05:00:00;0;0;0;0;0;0;0;183.5;0;183.5;183.5
01.01.2025 05:00:00;01.01.2025 06:00:00;0;0;0;0;0;43.2;0;427.3;0;470.5;470.5
01.01.2025 06:00:00;01.01.2025 07:00:00;0;0;163.7;0;0;0;0;0;163.7;0;-163.7
01.01.2025 07:00:00;01.01.2025 08:00:00;0;0;405.3;0;0;0;0;0;405.3;0;-405.3
01.01.2025 08:00:00;01.01.2025 09:00:00;0;0;907.5;0;0;238.1;0;0;907.5;238.1;-669.4
01.01.2025 09:00:00;01.01.2025 10:00:00;0;0;1327.5;0;0;185.9;0;0;1327.5;185.9;-1141.6
01.01.2025 10:00:00;01.01.2025 11:00:00;0;0;1401.2;0;0;278.3;0;0;1401.2;278.3;-1122.9
01.01.2025 11:00:00;01.01.2025 12:00:00;0;0;1333.6;0;0;321.3;0;0;1333.6;321.3;-1012.3
01.01.2025 12:00:00;01.01.2025 13:00:00;0;0;1360;0;0;292.1;0;0;1360;292.1;-1067.9
01.01.2025 13:00:00;01.01.2025 14:00:00;0;0;1428.2;0;0;271.1;0;0;1428.2;271.1;-1157.1
01.01.2025 14:00:00;01.01.2025 15:00:00;0;0;1551.5;0;0;354.5;0;0;1551.5;354.5;-1197
01.01.2025 15:00:00;01.01.2025 16:00:00;0;0;1750.8;0;0;527.5;0;0;1750.8;527.5;-1223.3
01.01.2025 16:00:00;01.01.2025 17:00:00;0;0;1853.5;0;0;513.1;0;0;1853.5;513.1;-1340.4
01.01.2025 17:00:00;01.01.2025 18:00:00;0;0;1865.6;0;0;454.8;0;0;1865.6;454.8;-1410.8
01.01.2025 18:00:00;01.01.2025 19:00:00;0;0;1897;0;0;623.1;0;0;1897;623.1;-1273.9
01.01.2025 19:00:00;01.01.2025 20:00:00;0;0;1870.3;0;0;575.5;0;0;1870.3;575.5;-1294.8
01.01.2025 20:00:00;01.01.2025 21:00:00;0;0;1794;0;0;525.5;0;0;1794;525.5;-1268.5
01.01.2025 21:00:00;01.01.2025 22:00:00;0;0;1617.5;0;0;549.4;0;0;1617.5;549.4;-1068.1
01.01.2025 22:00:00;01.01.2025 23:00:00;0;0;1717.2;0;0;628.9;0;0;1717.2;628.9;-1088.3
01.01.2025 23:00:00;02.01.2025 00:00:00;0;0;1431.7;0;0;709.8;0;0;1431.7;709.8;-721.9
02.01.2025 00:00:00;02.01.2025 01:00:00;0;0;1140.7;0;0;482;0;0;1140.7;482;-658.7
02.01.2025 01:00:00;02.01.2025 02:00:00;0;0;853.6;0;0;272.1;0;0;853.6;272.1;-581.5
02.01.2025 02:00:00;02.01.2025 03:00:00;0;0;648;0;0;277;0;0;648;277;-371
02.01.2025 03:00:00;02.01.2025 04:00:00;0;0;882.7;0;0;625.4;0;0;882.7;625.4;-257.3
02.01.2025 04:00:00;02.01.2025 05:00:00;0;0;1002.1;0;0;527.3;0;0;1002.1;527.3;-474.8
02.01.2025 05:00:00;02.01.2025 06:00:00;0;0;977;0;0;14.5;0;0;977;14.5;-962.5
02.01.2025 06:00:00;02.01.2025 07:00:00;0;0;338.9;0;0;0;746.4;0;1085.3;0;-1085.3
02.01.2025 07:00:00;02.01.2025 08:00:00;0;0;0;0;0;0;1023.9;0;1023.9;0;-1023.9
02.01.2025 08:00:00;02.01.2025 09:00:00;0;0;423.3;0;0;0;729.2;0;1152.5;0;-1152.5
02.01.2025 09:00:00;02.01.2025 10:00:00;0;0;336;0;0;0;818.1;0;1154.1;0;-1154.1
02.01.2025 10:00:00;02.01.2025 11:00:00;0;0;396.8;0;0;0;761.8;0;1158.6;0;-1158.6
02.01.2025 11:00:00;02.01.2025 12:00:00;0;0;392.8;0;0;0;788.6;0;1181.4;0;-1181.4
02.01.2025 12:00:00;02.01.2025 13:00:00;0;0;206.7;0;0;0;885.4;0;1092.1;0;-1092.1
02.01.2025 13:00:00;02.01.2025 14:00:00;0;0;0;0;105.7;0;937.3;0;1043;0;-1043
02.01.2025 14:00:00;02.01.2025 15:00:00;0;0;0;0;82.7;0;973.8;0;1056.5;0;-1056.5
02.01.2025 15:00:00;02.01.2025 16:00:00;0;0;0;0;34.3;0;1002.3;0;1036.6;0;-1036.6
02.01.2025 16:00:00;02.01.2025 17:00:00;0;0;643.3;0;0;0;508.4;0;1151.7;0;-1151.7
02.01.2025 17:00:00;02.01.2025 18:00:00;0;0;451.2;0;0;0;665.6;0;1116.8;0;-1116.8
02.01.2025 18:00:00;02.01.2025 19:00:00;0;0;463.5;0;0;0;657.3;0;1120.8;0;-1120.8
02.01.2025 19:00:00;02.01.2025 20:00:00;0;0;0;0;0;0;1076.8;0;1076.8;0;-1076.8
02.01.2025 20:00:00;02.01.2025 21:00:00;0;0;0;0;0;0;1051.1;0;1051.1;0;-1051.1
02.01.2025 21:00:00;02.01.2025 22:00:00;0;0;0;0;0;0;955.9;0;955.9;0;-955.9
02.01.2025 22:00:00;02.01.2025 23:00:00;0;0;0;0;0;0;1114.3;0;1114.3;0;-1114.3
02.01.2025 23:00:00;03.01.2025 00:00:00;0;0;156;0;0;0;1042.1;0;1198.1;0;-1198.1
03.01.2025 00:00:00;03.01.2025 01:00:00;0;0;730.7;0;0;0;301.7;0;1032.4;0;-1032.4
03.01.2025 01:00:00;03.01.2025 02:00:00;0;0;1204.7;0;0;0;39.4;0;1244.1;0;-1244.1
03.01.2025 02:00:00;03.01.2025 03:00:00;0;0;1412.8;0;0;0;0;0;1412.8;0;-1412.8
03.01.2025 03:00:00;03.01.2025 04:00:00;0;0;1562.8;0;0;0;0;0;1562.8;0;-1562.8
03.01.2025 04:00:00;03.01.2025 05:00:00;0;0;1601.5;0;0;30.5;0;0;1601.5;30.5;-1571
03.01.2025 05:00:00;03.01.2025 06:00:00;0;0;1710.3;0;0;0;0;0;1710.3;0;-1710.3
03.01.2025 06:00:00;03.01.2025 07:00:00;0;0;1161.4;0;0;0;499.5;0;1660.9;0;-1660.9
03.01.2025 07:00:00;03.01.2025 08:00:00;0;0;140.5;0;0;0;1366.6;0;1507.1;0;-1507.1
03.01.2025 08:00:00;03.01.2025 09:00:00;0;0;407.7;0;0;0;1120.7;0;1528.4;0;-1528.4
03.01.2025 09:00:00;03.01.2025 10:00:00;0;0;1256.1;0;0;0;480.4;0;1736.5;0;-1736.5
03.01.2025 10:00:00;03.01.2025 11:00:00;0;0;1452;0;0;0;202.5;0;1654.5;0;-1654.5
03.01.2025 11:00:00;03.01.2025 12:00:00;0;0;1515.4;0;0;0;136.3;0;1651.7;0;-1651.7
03.01.2025 12:00:00;03.01.2025 13:00:00;0;0;1576.3;0;0;0;96.6;0;1672.9;0;-1672.9
03.01.2025 13:00:00;03.01.2025 14:00:00;0;0;1639.8;0;0;0;0;0;1639.8;0;-1639.8
03.01.2025 14:00:00;03.01.2025 15:00:00;0;0;1610.9;0;0;0;0;0;1610.9;0;-1610.9
03.01.2025 15:00:00;03.01.2025 16:00:00;0;0;1334.7;0;0;0;233.2;0;1567.9;0;-1567.9
03.01.2025 16:00:00;03.01.2025 17:00:00;0;0;1297.2;0;0;0;381.2;0;1678.4;0;-1678.4
03.01.2025 17:00:00;03.01.2025 18:00:00;0;0;1300.1;0;0;0;227.5;0;1527.6;0;-1527.6
03.01.2025 18:00:00;03.01.2025 19:00:00;0;0;1177.4;0;0;0;358.2;0;1535.6;0;-1535.6
03.01.2025 19:00:00;03.01.2025 20:00:00;0;0;559.4;0;0;0;856.7;0;1416.1;0;-1416.1
03.01.2025 20:00:00;03.01.2025 21:00:00;0;0;0;0;0;0;1234.6;0;1234.6;0;-1234.6
03.01.2025 21:00:00;03.01.2025 22:00:00;0;0;0;0;0;0;1204.6;0;1204.6;0;-1204.6
03.01.2025 22:00:00;03.01.2025 23:00:00;0;0;0;0;0;0;1046.3;0;1046.3;0;-1046.3
03.01.2025 23:00:00;04.01.2025 00:00:00;0;0;0;0;0;0;1022.4;0;1022.4;0;-1022.4
04.01.2025 00:00:00;04.01.2025 01:00:00;0;0;0;0;0;0;1048.1;0;1048.1;0;-1048.1
04.01.2025 01:00:00;04.01.2025 02:00:00;0;0;0;0;0;0;969.3;0;969.3;0;-969.3
04.01.2025 02:00:00;04.01.2025 03:00:00;0;0;0;0;34.7;0;954.1;0;988.8;0;-988.8
04.01.2025 03:00:00;04.01.2025 04:00:00;0;0;117.2;0;63.2;0;833.5;0;1013.9;0;-1013.9
04.01.2025 04:00:00;04.01.2025 05:00:00;0;0;233.1;0;96.6;0;721.4;0;1051.1;0;-1051.1
04.01.2025 05:00:00;04.01.2025 06:00:00;0;0;123.1;0;41.8;0;834.8;0;999.7;0;-999.7
04.01.2025 06:00:00;04.01.2025 07:00:00;0;0;49.7;0;137.8;0;814.7;0;1002.2;0;-1002.2
04.01.2025 07:00:00;04.01.2025 08:00:00;0;0;677.9;0;107.5;0;528.7;0;1314.1;0;-1314.1
04.01.2025 08:00:00;04.01.2025 09:00:00;0;0;787.7;0;28.8;0;610.1;0;1426.6;0;-1426.6
04.01.2025 09:00:00;04.01.2025 10:00:00;0;0;686;0;57.3;0;639.6;0;1382.9;0;-1382.9
04.01.2025 10:00:00;04.01.2025 11:00:00;0;0;884;0;9.1;0;551.4;0;1444.5;0;-1444.5
04.01.2025 11:00:00;04.01.2025 12:00:00;0;0;1023.7;0;0;0;402.9;0;1426.6;0;-1426.6
04.01.2025 12:00:00;04.01.2025 13:00:00;0;0;1205;0;0;0;250.7;0;1455.7;0;-1455.7
04.01.2025 13:00:00;04.01.2025 14:00:00;0;0;776;0;0;0;641.2;0;1417.2;0;-1417.2
04.01.2025 14:00:00;04.01.2025 15:00:00;0;0;476.4;0;0;0;808.1;0;1284.5;0;-1284.5
04.01.2025 15:00:00;04.01.2025 16:00:00;0;0;430.5;0;0;0;859.5;0;1290;0;-1290
04.01.2025 16:00:00;04.01.2025 17:00:00;0;0;516;0;0;0;680.7;0;1196.7;0;-1196.7
04.01.2025 17:00:00;04.01.2025 18:00:00;0;0;930.1;0;0;0;331.2;0;1261.3;0;-1261.3
04.01.2025 18:00:00;04.01.2025 19:00:00;0;0;456.6;0;0;0;713.7;0;1170.3;0;-1170.3
04.01.2025 19:00:00;04.01.2025 20:00:00;0;0;354.8;0;0;0;772.4;0;1127.2;0;-1127.2
04.01.2025 20:00:00;04.01.2025 21:00:00;0;0;338.6;0;0;0;815.9;0;1154.5;0;-1154.5
04.01.2025 21:00:00;04.01.2025 22:00:00;0;0;0;0;0;0;1046;0;1046;0;-1046
04.01.2025 22:00:00;04.01.2025 23:00:00;0;0;0;0;0;0;1003.3;0;1003.3;0;-1003.3
04.01.2025 23:00:00;05.01.2025 00:00:00;0;0;0;0;0;0;961;0;961;0;-961
05.01.2025 00:00:00;05.01.2025 01:00:00;0;0;0;0;0;0;1110.3;0;1110.3;0;-1110.3
05.01.2025 01:00:00;05.01.2025 02:00:00;0;0;0;0;0;0;1049.9;0;1049.9;0;-1049.9
05.01.2025 02:00:00;05.01.2025 03:00:00;0;0;0;0;0;0;1023.2;0;1023.2;0;-1023.2
05.01.2025 03:00:00;05.01.2025 04:00:00;0;0;0;0;0;0;1014.5;0;1014.5;0;-1014.5
05.01.2025 04:00:00;05.01.2025 05:00:00;0;0;0;0;0;0;1024.5;0;1024.5;0;-1024.5
05.01.2025 05:00:00;05.01.2025 06:00:00;0;0;0;0;0;0;988.4;0;988.4;0;-988.4
05.01.2025 06:00:00;05.01.2025 07:00:00;0;0;0;0;0;0;1054.2;0;1054.2;0;-1054.2
05.01.2025 07:00:00;05.01.2025 08:00:00;0;0;0;0;0;0;1092;0;1092;0;-1092
05.01.2025 08:00:00;05.01.2025 09:00:00;0;0;0;0;0;0;1190.9;0;1190.9;0;-1190.9
05.01.2025 09:00:00;05.01.2025 10:00:00;0;0;41.9;0;0;0;1299.6;0;1341.5;0;-1341.5
05.01.2025 10:00:00;05.01.2025 11:00:00;0;0;396.8;0;0;0;935.8;0;1332.6;0;-1332.6
05.01.2025 11:00:00;05.01.2025 12:00:00;0;0;297.2;0;0;0;1032.4;0;1329.6;0;-1329.6
05.01.2025 12:00:00;05.01.2025 13:00:00;0;0;419.3;0;0;0;926;0;1345.3;0;-1345.3
05.01.2025 13:00:00;05.01.2025 14:00:00;0;0;99.7;0;0;0;1324.7;0;1424.4;0;-1424.4
05.01.2025 14:00:00;05.01.2025 15:00:00;0;0;312.9;0;0;0;1218.2;0;1531.1;0;-1531.1
05.01.2025 15:00:00;05.01.2025 16:00:00;0;0;1406.1;0;0;0;245.1;0;1651.2;0;-1651.2
05.01.2025 16:00:00;05.01.2025 17:00:00;0;0;1498.9;0;0;0;173.7;0;1672.6;0;-1672.6
05.01.2025 17:00:00;05.01.2025 18:00:00;0;0;744.9;0;0;0;858.4;0;1603.3;0;-1603.3
05.01.2025 18:00:00;05.01.2025 19:00:00;0;0;638.9;0;0;0;983.3;0;1622.2;0;-1622.2
05.01.2025 19:00:00;05.01.2025 20:00:00;0;0;1146.2;0;0;0;508.4;0;1654.6;0;-1654.6
05.01.2025 20:00:00;05.01.2025 21:00:00;0;0;1383.7;0;0;0;344.6;0;1728.3;0;-1728.3
05.01.2025 21:00:00;05.01.2025 22:00:00;0;0;1336.9;0;0;0;374.9;0;1711.8;0;-1711.8
05.01.2025 22:00:00;05.01.2025 23:00:00;0;0;933.2;0;0;0;729;0;1662.2;0;-1662.2
05.01.2025 23:00:00;06.01.2025 00:00:00;0;0;1857.3;0;0;300.8;0;0;1857.3;300.8;-1556.5
06.01.2025 00:00:00;06.01.2025 01:00:00;0;0;1734;0;0;250.9;0;0;1734;250.9;-1483.1
06.01.2025 01:00:00;06.01.2025 02:00:00;0;0;1768.3;0;0;365.5;0;0;1768.3;365.5;-1402.8
06.01.2025 02:00:00;06.01.2025 03:00:00;0;0;1667.5;0;0;225.2;0;0;1667.5;225.2;-1442.3
06.01.2025 03:00:00;06.01.2025 04:00:00;0;0;1618.4;0;0;118.4;0;0;1618.4;118.4;-1500
06.01.2025 04:00:00;06.01.2025 05:00:00;0;0;1559.9;0;0;77.3;0;0;1559.9;77.3;-1482.6
06.01.2025 05:00:00;06.01.2025 06:00:00;0;0;1537.3;0;0;156.1;0;0;1537.3;156.1;-1381.2
06.01.2025 06:00:00;06.01.2025 07:00:00;0;0;1551.4;0;0;304.4;0;0;1551.4;304.4;-1247
06.01.2025 07:00:00;06.01.2025 08:00:00;0;0;510.1;0;0;0;828.3;0;1338.4;0;-1338.4
06.01.2025 08:00:00;06.01.2025 09:00:00;0;0;275.3;0;0;0;1051;0;1326.3;0;-1326.3
06.01.2025 09:00:00;06.01.2025 10:00:00;0;0;187.4;0;0;0;1149.5;0;1336.9;0;-1336.9
06.01.2025 10:00:00;06.01.2025 11:00:00;0;0;101.2;0;0;0;1208.9;0;1310.1;0;-1310.1
06.01.2025 11:00:00;06.01.2025 12:00:00;0;0;181.5;0;0;0;1099.1;0;1280.6;0;-1280.6
06.01.2025 12:00:00;06.01.2025 13:00:00;0;0;247.2;0;0;0;1012.5;0;1259.7;0;-1259.7
06.01.2025 13:00:00;06.01.2025 14:00:00;0;0;1212;0;0;70.7;0;0;1212;70.7;-1141.3
06.01.2025 14:00:00;06.01.2025 15:00:00;0;0;1254.3;0;0;180.3;0;0;1254.3;180.3;-1074
06.01.2025 15:00:00;06.01.2025 16:00:00;0;0;1184.6;0;0;141;0;0;1184.6;141;-1043.6
06.01.2025 16:00:00;06.01.2025 17:00:00;0;0;864.4;0;0;0;202;0;1066.4;0;-1066.4
06.01.2025 17:00:00;06.01.2025 18:00:00;0;0;257.4;0;0;0;912.6;0;1170;0;-1170
06.01.2025 18:00:00;06.01.2025 19:00:00;0;0;808.4;0;0;0;376;0;1184.4;0;-1184.4
06.01.2025 19:00:00;06.01.2025 20:00:00;0;0;1086.7;0;0;0;0;0;1086.7;0;-1086.7
06.01.2025 20:00:00;06.01.2025 21:00:00;0;0;1146.5;0;0;352.6;0;0;1146.5;352.6;-793.9
06.01.2025 21:00:00;06.01.2025 22:00:00;0;0;1181.8;0;0;452.7;0;0;1181.8;452.7;-729.1
06.01.2025 22:00:00;06.01.2025 23:00:00;0;0;1224.2;0;0;548.9;0;0;1224.2;548.9;-675.3
06.01.2025 23:00:00;07.01.2025 00:00:00;0;0;1017.5;0;0;364;0;0;1017.5;364;-653.5
07.01.2025 00:00:00;07.01.2025 01:00:00;0;0;1212.5;0;0;146.3;0;0;1212.5;146.3;-1066.2
07.01.2025 01:00:00;07.01.2025 02:00:00;0;0;1175.1;0;0;73;0;0;1175.1;73;-1102.1
07.01.2025 02:00:00;07.01.2025 03:00:00;0;0;1381.3;0;0;376.1;0;0;1381.3;376.1;-1005.2
07.01.2025 03:00:00;07.01.2025 04:00:00;0;0;1301.1;0;0;448.9;0;0;1301.1;448.9;-852.2
07.01.2025 04:00:00;07.01.2025 05:00:00;0;0;1358.1;0;0;588.6;0;0;1358.1;588.6;-769.5
07.01.2025 05:00:00;07.01.2025 06:00:00;0;0;1422.9;0;0;477.2;0;0;1422.9;477.2;-945.7
07.01.2025 06:00:00;07.01.2025 07:00:00;0;0;1416.8;0;0;430.9;0;0;1416.8;430.9;-985.9
07.01.2025 07:00:00;07.01.2025 08:00:00;0;0;1444.4;0;0;429;0;0;1444.4;429;-1015.4
07.01.2025 08:00:00;07.01.2025 09:00:00;0;0;1403.7;0;0;481.7;0;0;1403.7;481.7;-922
07.01.2025 09:00:00;07.01.2025 10:00:00;0;0;1465.4;0;0;594.1;0;0;1465.4;594.1;-871.3
07.01.2025 10:00:00;07.01.2025 11:00:00;0;0;1466.2;0;0;573.8;0;0;1466.2;573.8;-892.4
07.01.2025 11:00:00;07.01.2025 12:00:00;0;0;1516.5;0;0;537.7;0;0;1516.5;537.7;-978.8
07.01.2025 12:00:00;07.01.2025 13:00:00;0;0;1550.6;0;0;605.5;0;0;1550.6;605.5;-945.1
07.01.2025 13:00:00;07.01.2025 14:00:00;0;0;1565.5;0;0;695.7;0;0;1565.5;695.7;-869.8
07.01.2025 14:00:00;07.01.2025 15:00:00;0;0;1555.3;0;0;786.8;0;0;1555.3;786.8;-768.5
07.01.2025 15:00:00;07.01.2025 16:00:00;0;0;1550.2;0;0;753.8;0;0;1550.2;753.8;-796.4
07.01.2025 16:00:00;07.01.2025 17:00:00;0;0;1569.2;0;0;735.5;0;0;1569.2;735.5;-833.7
07.01.2025 17:00:00;07.01.2025 18:00:00;0;0;1480;0;0;551.6;0;0;1480;551.6;-928.4
07.01.2025 18:00:00;07.01.2025 19:00:00;0;0;1553.8;0;0;662.9;0;0;1553.8;662.9;-890.9
07.01.2025 19:00:00;07.01.2025 20:00:00;0;0;1610.4;0;0;833.7;0;0;1610.4;833.7;-776.7
07.01.2025 20:00:00;07.01.2025 21:00:00;0;0;1515.7;0;0;902.8;0;0;1515.7;902.8;-612.9
07.01.2025 21:00:00;07.01.2025 22:00:00;0;0;1614.2;0;0;1039.1;0;0;1614.2;1039.1;-575.1
07.01.2025 22:00:00;07.01.2025 23:00:00;0;0;1635.3;0;0;1264.3;0;0;1635.3;1264.3;-371
07.01.2025 23:00:00;08.01.2025 00:00:00;0;0;1685.9;0;0;1376.7;0;0;1685.9;1376.7;-309.2
08.01.2025 00:00:00;08.01.2025 01:00:00;0;0;1592.2;0;0;558.8;0;0;1592.2;558.8;-1033.4
08.01.2025 01:00:00;08.01.2025 02:00:00;0;0;1543.7;0;0;312.2;0;0;1543.7;312.2;-1231.5
08.01.2025 02:00:00;08.01.2025 03:00:00;0;0;1625.3;0;0;283.7;0;0;1625.3;283.7;-1341.6
08.01.2025 03:00:00;08.01.2025 04:00:00;0;0;1622.8;0;0;300.8;0;0;1622.8;300.8;-1322
08.01.2025 04:00:00;08.01.2025 05:00:00;0;0;1711.7;0;0;405.1;0;0;1711.7;405.1;-1306.6
08.01.2025 05:00:00;08.01.2025 06:00:00;0;0;1644;0;0;422.5;0;0;1644;422.5;-1221.5
08.01.2025 06:00:00;08.01.2025 07:00:00;0;0;1506.5;0;0;75.2;0;0;1506.5;75.2;-1431.3
08.01.2025 07:00:00;08.01.2025 08:00:00;0;0;1213.3;0;0;0;237.6;0;1450.9;0;-1450.9
08.01.2025 08:00:00;08.01.2025 09:00:00;0;0;1213.1;0;0;0;206.4;0;1419.5;0;-1419.5
08.01.2025 09:00:00;08.01.2025 10:00:00;0;0;1521.6;0;0;167.2;0;0;1521.6;167.2;-1354.4
08.01.2025 10:00:00;08.01.2025 11:00:00;0;0;1580.1;0;0;236.5;0;0;1580.1;236.5;-1343.6
08.01.2025 11:00:00;08.01.2025 12:00:00;0;0;1562.4;0;0;207.9;0;0;1562.4;207.9;-1354.5
08.01.2025 12:00:00;08.01.2025 13:00:00;0;0;1409.7;0;0;34.9;0;0;1409.7;34.9;-1374.8
08.01.2025 13:00:00;08.01.2025 14:00:00;0;0;1405.9;0;0;0;30.8;0;1436.7;0;-1436.7
08.01.2025 14:00:00;08.01.2025 15:00:00;0;0;1521.7;0;0;17.6;0;0;1521.7;17.6;-1504.1
08.01.2025 15:00:00;08.01.2025 16:00:00;0;0;1195.2;0;0;0;397.5;0;1592.7;0;-1592.7
08.01.2025 16:00:00;08.01.2025 17:00:00;0;0;1557.7;0;0;12.1;0;0;1557.7;12.1;-1545.6
08.01.2025 17:00:00;08.01.2025 18:00:00;0;0;1611.6;0;0;68.9;0;0;1611.6;68.9;-1542.7
08.01.2025 18:00:00;08.01.2025 19:00:00;0;0;1551.1;0;0;0;0;0;1551.1;0;-1551.1
08.01.2025 19:00:00;08.01.2025 20:00:00;0;0;1598.4;0;0;0;0;0;1598.4;0;-1598.4
08.01.2025 20:00:00;08.01.2025 21:00:00;0;0;1330.3;0;0;0;357.3;0;1687.6;0;-1687.6
08.01.2025 21:00:00;08.01.2025 22:00:00;0;0;1368.8;0;0;0;291.1;0;1659.9;0;-1659.9
08.01.2025 22:00:00;08.01.2025 23:00:00;0;0;1142;0;0;0;473.1;0;1615.1;0;-1615.1
08.01.2025 23:00:00;09.01.2025 00:00:00;0;0;1198.3;0;0;0;396.2;0;1594.5;0;-1594.5
09.01.2025 00:00:00;09.01.2025 01:00:00;0;0;1673.4;0;0;139.1;0;0;1673.4;139.1;-1534.3
09.01.2025 01:00:00;09.01.2025 02:00:00;0;0;1676.1;0;0;92.4;0;0;1676.1;92.4;-1583.7
09.01.2025 02:00:00;09.01.2025 03:00:00;0;0;1650.9;0;0;38;0;0;1650.9;38;-1612.9
09.01.2025 03:00:00;09.01.2025 04:00:00;0;0;1486.4;0;0;0;169.4;0;1655.8;0;-1655.8
09.01.2025 04:00:00;09.01.2025 05:00:00;0;0;1137.2;0;0;0;592.7;0;1729.9;0;-1729.9
09.01.2025 05:00:00;09.01.2025 06:00:00;0;0;428.2;0;0;0;1184.3;0;1612.5;0;-1612.5
09.01.2025 06:00:00;09.01.2025 07:00:00;0;0;188.4;0;0;0;1332.9;0;1521.3;0;-1521.3
09.01.2025 07:00:00;09.01.2025 08:00:00;0;0;397;0;0;0;1220.7;0;1617.7;0;-1617.7
09.01.2025 08:00:00;09.01.2025 09:00:00;0;0;454.3;0;0;0;1209.8;0;1664.1;0;-1664.1
09.01.2025 09:00:00;09.01.2025 10:00:00;0;0;642;0;0;0;1035.3;0;1677.3;0;-1677.3
09.01.2025 10:00:00;09.01.2025 11:00:00;0;0;562.5;0;0;0;1109;0;1671.5;0;-1671.5
09.01.2025 11:00:00;09.01.2025 12:00:00;0;0;444.8;0;0;0;1213.7;0;1658.5;0;-1658.5
09.01.2025 12:00:00;09.01.2025 13:00:00;0;0;431.6;0;0;0;1178.5;0;1610.1;0;-1610.1
09.01.2025 13:00:00;09.01.2025 14:00:00;0;0;469.4;0;0;0;1113.6;0;1583;0;-1583
09.01.2025 14:00:00;09.01.2025 15:00:00;0;0;510.5;0;0;0;1030.1;0;1540.6;0;-1540.6
09.01.2025 15:00:00;09.01.2025 16:00:00;0;0;569.6;0;0;0;987.5;0;1557.1;0;-1557.1
09.01.2025 16:00:00;09.01.2025 17:00:00;0;0;625.3;0;0;0;951.5;0;1576.8;0;-1576.8
09.01.2025 17:00:00;09.01.2025 18:00:00;0;0;591.4;0;0;0;1063.4;0;1654.8;0;-1654.8
09.01.2025 18:00:00;09.01.2025 19:00:00;0;0;567.5;0;0;0;1093.1;0;1660.6;0;-1660.6
09.01.2025 19:00:00;09.01.2025 20:00:00;0;0;640.7;0;0;0;1002.9;0;1643.6;0;-1643.6
09.01.2025 20:00:00;09.01.2025 21:00:00;0;0;579.6;0;0;0;1096.1;0;1675.7;0;-1675.7
09.01.2025 21:00:00;09.01.2025 22:00:00;0;0;666.5;0;0;0;1001.3;0;1667.8;0;-1667.8
09.01.2025 22:00:00;09.01.2025 23:00:00;0;0;559.6;0;0;0;1079.6;0;1639.2;0;-1639.2
09.01.2025 23:00:00;10.01.2025 00:00:00;0;0;496.5;0;0;0;1133.9;0;1630.4;0;-1630.4
10.01.2025 00:00:00;10.01.2025 01:00:00;0;0;534.2;0;0;0;1094.6;0;1628.8;0;-1628.8
10.01.2025 01:00:00;10.01.2025 02:00:00;0;0;489.3;0;0;0;1087.3;0;1576.6;0;-1576.6
10.01.2025 02:00:00;10.01.2025 03:00:00;0;0;479.2;0;0;0;1064.7;0;1543.9;0;-1543.9
10.01.2025 03:00:00;10.01.2025 04:00:00;0;0;462.9;0;0;0;1084;0;1546.9;0;-1546.9
10.01.2025 04:00:00;10.01.2025 05:00:00;0;0;452.3;0;0;0;1043.8;0;1496.1;0;-1496.1
10.01.2025 05:00:00;10.01.2025 06:00:00;0;0;378.8;0;0;0;1144.9;0;1523.7;0;-1523.7
10.01.2025 06:00:00;10.01.2025 07:00:00;0;0;560.8;0;0;0;1115.1;0;1675.9;0;-1675.9
10.01.2025 07:00:00;10.01.2025 08:00:00;0;0;921.9;0;0;0;808.4;0;1730.3;0;-1730.3
10.01.2025 08:00:00;10.01.2025 09:00:00;0;0;834.6;0;0;0;889.1;0;1723.7;0;-1723.7
10.01.2025 09:00:00;10.01.2025 10:00:00;0;0;764.4;0;0;0;973.9;0;1738.3;0;-1738.3
10.01.2025 10:00:00;10.01.2025 11:00:00;0;0;800.6;0;0;0;948;0;1748.6;0;-1748.6
10.01.2025 11:00:00;10.01.2025 12:00:00;0;0;1220.8;0;0;0;541.4;0;1762.2;0;-1762.2
10.01.2025 12:00:00;10.01.2025 13:00:00;0;0;1520.4;0;0;0;230.3;0;1750.7;0;-1750.7
10.01.2025 13:00:00;10.01.2025 14:00:00;0;0;1100.1;0;0;0;651.5;0;1751.6;0;-1751.6
10.01.2025 14:00:00;10.01.2025 15:00:00;0;0;1314.8;0;0;0;472.4;0;1787.2;0;-1787.2
10.01.2025 15:00:00;10.01.2025 16:00:00;0;0;1232.8;0;0;0;557.7;0;1790.5;0;-1790.5
