Delivery Start (CET);Delivery End (CET);NO4 NO4->FI Export (MW);NO4 FI->NO4 Import (MW);NO4 NO4->NO3 Export (MW);NO4 NO3->NO4 Import (MW);NO4 NO4->SE1 Export (MW);NO4 SE1->NO4 Import (MW);NO4 NO4->SE2 Export (MW);NO4 SE2->NO4 Import (MW);NO4 Total Export (MW);NO4 Total Import (MW);NO4 Total Net Position (MW)
21.09.2025 10:00:00;21.09.2025 11:00:00;0;0;739.7;0;0;620.3;0;0;739.7;620.3;-119.4
21.09.2025 11:00:00;21.09.2025 12:00:00;0;0;713.8;0;0;608.9;0;0;713.8;608.9;-104.9
21.09.2025 12:00:00;21.09.2025 13:00:00;0;0;494.2;0;0;484.4;0;0;494.2;484.4;-9.8
21.09.2025 13:00:00;21.09.2025 14:00:00;0;0;602;0;0;613.6;0;0;602;613.6;11.6
21.09.2025 14:00:00;21.09.2025 15:00:00;0;0;793.1;0;0;755.8;0;0;793.1;755.8;-37.3
21.09.2025 15:00:00;21.09.2025 16:00:00;0;0;1067.4;0;0;615.6;0;0;1067.4;615.6;-451.8
21.09.2025 16:00:00;21.09.2025 17:00:00;0;0;1102.7;0;0;644.4;0;0;1102.7;644.4;-458.3
21.09.2025 17:00:00;21.09.2025 18:00:00;0;0;1078.5;0;0;683.3;0;0;1078.5;683.3;-395.2
21.09.2025 18:00:00;21.09.2025 19:00:00;0;0;782.6;0;0;780.2;0;0;782.6;780.2;-2.4
21.09.2025 19:00:00;21.09.2025 20:00:00;0;0;840;0;0;707.8;0;0;840;707.8;-132.2
21.09.2025 20:00:00;21.09.2025 21:00:00;0;0;715.9;0;0;767.4;0;0;715.9;767.4;51.5
21.09.2025 21:00:00;21.09.2025 22:00:00;0;0;723.5;0;0;749.6;0;0;723.5;749.6;26.1
21.09.2025 22:00:00;21.09.2025 23:00:00;0;0;665.2;0;0;721.9;0;0;665.2;721.9;56.7
21.09.2025 23:00:00;22.09.2025 00:00:00;0;0;790.7;0;0;758.8;0;0;790.7;758.8;-31.9
22.09.2025 00:00:00;22.09.2025 01:00:00;0;0;721.4;0;0;662.8;0;0;721.4;662.8;-58.6
22.09.2025 01:00:00;22.09.2025 02:00:00;0;0;913.6;0;0;828.9;0;0;913.6;828.9;-84.7
22.09.2025 02:00:00;22.09.2025 03:00:00;0;0;877.2;0;0;887.7;0;0;877.2;887.7;10.5
22.09.2025 03:00:00;22.09.2025 04:00:00;0;0;886.6;0;0;863.7;0;0;886.6;863.7;-22.9
22.09.2025 04:00:00;22.09.2025 05:00:00;0;0;737.6;0;0;727.9;0;0;737.6;727.9;-9.7
22.09.2025 05:00:00;22.09.2025 06:00:00;0;0;708.8;0;0;426.3;0;0;708.8;426.3;-282.5
22.09.2025 06:00:00;22.09.2025 07:00:00;0;0;651.4;0;0;112.4;0;0;651.4;112.4;-539
22.09.2025 07:00:00;22.09.2025 08:00:00;0;0;630.6;0;0;71.8;0;0;630.6;71.8;-558.8
22.09.2025 08:00:00;22.09.2025 09:00:00;0;0;681.8;0;0;74;0;0;681.8;74;-607.8
22.09.2025 09:00:00;22.09.2025 10:00:00;0;0;782.7;0;0;134.6;0;0;782.7;134.6;-648.1
22.09.2025 10:00:00;22.09.2025 11:00:00;0;0;882.1;0;0;208.8;0;0;882.1;208.8;-673.3
22.09.2025 11:00:00;22.09.2025 12:00:00;0;0;973.4;0;0;289.2;0;0;973.4;289.2;-684.2
22.09.2025 12:00:00;22.09.2025 13:00:00;0;0;973.3;0;0;316.8;0;0;973.3;316.8;-656.5
22.09.2025 13:00:00;22.09.2025 14:00:00;0;0;1022.8;0;0;364.7;0;0;1022.8;364.7;-658.1
22.09.2025 14:00:00;22.09.2025 15:00:00;0;0;1082.4;0;0;379;0;0;1082.4;379;-703.4
22.09.2025 15:00:00;22.09.2025 16:00:00;0;0;1156.1;0;0;323;0;0;1156.1;323;-833.1
22.09.2025 16:00:00;22.09.2025 17:00:00;0;0;1133.2;0;0;294.2;0;0;1133.2;294.2;-839
22.09.2025 17:00:00;22.09.2025 18:00:00;0;0;1036.1;0;0;172;0;0;1036.1;172;-864.1
22.09.2025 18:00:00;22.09.2025 19:00:00;0;0;1150.3;0;0;184.1;0;0;1150.3;184.1;-966.2
22.09.2025 19:00:00;22.09.2025 20:00:00;0;0;1229.2;0;0;356;0;0;1229.2;356;-873.2
22.09.2025 20:00:00;22.09.2025 21:00:00;0;0;1164.1;0;0;138.8;0;0;1164.1;138.8;-1025.3
22.09.2025 21:00:00;22.09.2025 22:00:00;0;0;1157.3;0;0;178.4;0;0;1157.3;178.4;-978.9
22.09.2025 22:00:00;22.09.2025 23:00:00;0;0;1160.4;0;0;213.8;0;0;1160.4;213.8;-946.6
22.09.2025 23:00:00;23.09.2025 00:00:00;0;0;1231.3;0;0;409.8;0;0;1231.3;409.8;-821.5
23.09.2025 00:00:00;23.09.2025 01:00:00;0;0;1114;0;0;658.9;0;0;1114;658.9;-455.1
23.09.2025 01:00:00;23.09.2025 02:00:00;0;0;1082.4;0;0;444.3;0;0;1082.4;444.3;-638.1
23.09.2025 02:00:00;23.09.2025 03:00:00;0;0;1117.2;0;0;469.1;0;0;1117.2;469.1;-648.1
23.09.2025 03:00:00;23.09.2025 04:00:00;0;0;1115.5;0;0;465;0;0;1115.5;465;-650.5
23.09.2025 04:00:00;23.09.2025 05:00:00;0;0;1086.1;0;0;349.2;0;0;1086.1;349.2;-736.9
23.09.2025 05:00:00;23.09.2025 06:00:00;0;0;1194.1;0;0;215.5;0;0;1194.1;215.5;-978.6
23.09.2025 06:00:00;23.09.2025 07:00:00;0;0;1066.8;0;0;124.8;0;0;1066.8;124.8;-942
23.09.2025 07:00:00;23.09.2025 08:00:00;0;0;935.9;0;0;0;0;0;935.9;0;-935.9
23.09.2025 08:00:00;23.09.2025 09:00:00;0;0;1013.2;0;0;269.3;0;0;1013.2;269.3;-743.9
23.09.2025 09:00:00;23.09.2025 10:00:00;0;0;968.8;0;0;151.3;0;0;968.8;151.3;-817.5
23.09.2025 10:00:00;23.09.2025 11:00:00;0;0;1013;0;0;90.8;0;0;1013;90.8;-922.2
23.09.2025 11:00:00;23.09.2025 12:00:00;0;0;1084.5;0;0;170.1;0;0;1084.5;170.1;-914.4
23.09.2025 12:00:00;23.09.2025 13:00:00;0;0;1131.5;0;0;185.4;0;0;1131.5;185.4;-946.1
23.09.2025 13:00:00;23.09.2025 14:00:00;0;0;1150.6;0;0;190.8;0;0;1150.6;190.8;-959.8
23.09.2025 14:00:00;23.09.2025 15:00:00;0;0;1106.5;0;0;183.2;0;0;1106.5;183.2;-923.3
23.09.2025 15:00:00;23.09.2025 16:00:00;0;0;1090.8;0;0;99;0;0;1090.8;99;-991.8
23.09.2025 16:00:00;23.09.2025 17:00:00;0;0;1053.8;0;0;85.3;0;0;1053.8;85.3;-968.5
23.09.2025 17:00:00;23.09.2025 18:00:00;0;0;877.4;0;0;14;0;0;877.4;14;-863.4
23.09.2025 18:00:00;23.09.2025 19:00:00;0;0;706.3;0;0;313.6;0;0;706.3;313.6;-392.7
23.09.2025 19:00:00;23.09.2025 20:00:00;0;0;852.1;0;0;422.8;0;0;852.1;422.8;-429.3
23.09.2025 20:00:00;23.09.2025 21:00:00;0;0;949.5;0;0;522.3;0;0;949.5;522.3;-427.2
23.09.2025 21:00:00;23.09.2025 22:00:00;0;0;841;0;0;0;0;0;841;0;-841
23.09.2025 22:00:00;23.09.2025 23:00:00;0;0;999.6;0;0;11.4;0;0;999.6;11.4;-988.2
23.09.2025 23:00:00;24.09.2025 00:00:00;0;0;1117.8;0;0;119.7;0;0;1117.8;119.7;-998.1
24.09.2025 00:00:00;24.09.2025 01:00:00;0;0;684.9;0;0;0;139.1;0;824;0;-824
24.09.2025 01:00:00;24.09.2025 02:00:00;0;0;798.3;0;0;20.8;0;0;798.3;20.8;-777.5
24.09.2025 02:00:00;24.09.2025 03:00:00;0;0;774.6;0;0;0;28;0;802.6;0;-802.6
24.09.2025 03:00:00;24.09.2025 04:00:00;0;0;863.2;0;0;92.2;0;0;863.2;92.2;-771
24.09.2025 04:00:00;24.09.2025 05:00:00;0;0;1025.5;0;0;229.5;0;0;1025.5;229.5;-796
24.09.2025 05:00:00;24.09.2025 06:00:00;0;0;732.5;0;0;0;101.6;0;834.1;0;-834.1
24.09.2025 06:00:00;24.09.2025 07:00:00;0;0;1047.3;0;0;53.4;0;0;1047.3;53.4;-993.9
24.09.2025 07:00:00;24.09.2025 08:00:00;0;0;928.2;0;0;0;0;0;928.2;0;-928.2
24.09.2025 08:00:00;24.09.2025 09:00:00;0;0;1000.2;0;0;91.4;0;0;1000.2;91.4;-908.8
24.09.2025 09:00:00;24.09.2025 10:00:00;0;0;1078.4;0;0;222.2;0;0;1078.4;222.2;-856.2
24.09.2025 10:00:00;24.09.2025 11:00:00;0;0;1100.7;0;0;165.5;0;0;1100.7;165.5;-935.2
24.09.2025 11:00:00;24.09.2025 12:00:00;0;0;991.6;0;0;99.8;0;0;991.6;99.8;-891.8
24.09.2025 12:00:00;24.09.2025 13:00:00;0;0;1142.8;0;0;283.8;0;0;1142.8;283.8;-859
24.09.2025 13:00:00;24.09.2025 14:00:00;0;0;1319.5;0;0;380.6;0;0;1319.5;380.6;-938.9
24.09.2025 14:00:00;24.09.2025 15:00:00;0;0;1265.1;0;0;342.6;0;0;1265.1;342.6;-922.5
24.09.2025 15:00:00;24.09.2025 16:00:00;0;0;1277;0;0;319;0;0;1277;319;-958
24.09.2025 16:00:00;24.09.2025 17:00:00;0;0;1212.6;0;0;365.6;0;0;1212.6;365.6;-847
24.09.2025 17:00:00;24.09.2025 18:00:00;0;0;1107.3;0;0;301.1;0;0;1107.3;301.1;-806.2
24.09.2025 18:00:00;24.09.2025 19:00:00;0;0;847.6;0;0;236;0;0;847.6;236;-611.6
24.09.2025 19:00:00;24.09.2025 20:00:00;0;0;939;0;0;452.7;0;0;939;452.7;-486.3
24.09.2025 20:00:00;24.09.2025 21:00:00;0;0;952;0;0;406.3;0;0;952;406.3;-545.7
24.09.2025 21:00:00;24.09.2025 22:00:00;0;0;1128.3;0;0;625.8;0;0;1128.3;625.8;-502.5
24.09.2025 22:00:00;24.09.2025 23:00:00;0;0;1172;0;0;541.7;0;0;1172;541.7;-630.3
24.09.2025 23:00:00;25.09.2025 00:00:00;0;0;1202.1;0;0;408.7;0;0;1202.1;408.7;-793.4
25.09.2025 00:00:00;25.09.2025 01:00:00;0;0;1383.9;0;0;301.2;0;0;1383.9;301.2;-1082.7
25.09.2025 01:00:00;25.09.2025 02:00:00;0;0;1306.4;0;0;248.2;0;0;1306.4;248.2;-1058.2
25.09.2025 02:00:00;25.09.2025 03:00:00;0;0;1202.8;0;0;176.1;0;0;1202.8;176.1;-1026.7
25.09.2025 03:00:00;25.09.2025 04:00:00;0;0;1198.5;0;0;202.4;0;0;1198.5;202.4;-996.1
25.09.2025 04:00:00;25.09.2025 05:00:00;0;0;1216.2;0;0;220.6;0;0;1216.2;220.6;-995.6
25.09.2025 05:00:00;25.09.2025 06:00:00;0;0;1317.3;0;0;377;0;0;1317.3;377;-940.3
25.09.2025 06:00:00;25.09.2025 07:00:00;0;0;1187.1;0;0;613.9;0;0;1187.1;613.9;-573.2
25.09.2025 07:00:00;25.09.2025 08:00:00;0;0;1103.5;0;0;407.8;0;0;1103.5;407.8;-695.7
25.09.2025 08:00:00;25.09.2025 09:00:00;0;0;1085.1;0;0;459.7;0;0;1085.1;459.7;-625.4
25.09.2025 09:00:00;25.09.2025 10:00:00;0;0;1177.2;0;0;405.2;0;0;1177.2;405.2;-772
25.09.2025 10:00:00;25.09.2025 11:00:00;0;0;1190.1;0;0;322.7;0;0;1190.1;322.7;-867.4
25.09.2025 11:00:00;25.09.2025 12:00:00;0;0;1195.6;0;0;236.1;0;0;1195.6;236.1;-959.5
25.09.2025 12:00:00;25.09.2025 13:00:00;0;0;1330;0;0;407.8;0;0;1330;407.8;-922.2
25.09.2025 13:00:00;25.09.2025 14:00:00;0;0;1423.5;0;0;578.5;0;0;1423.5;578.5;-845
25.09.2025 14:00:00;25.09.2025 15:00:00;0;0;1407.5;0;0;634.7;0;0;1407.5;634.7;-772.8
25.09.2025 15:00:00;25.09.2025 16:00:00;0;0;1262.9;0;0;284.6;0;0;1262.9;284.6;-978.3
25.09.2025 16:00:00;25.09.2025 17:00:00;0;0;1180.7;0;0;339.5;0;0;1180.7;339.5;-841.2
25.09.2025 17:00:00;25.09.2025 18:00:00;0;0;1158.7;0;0;270.2;0;0;1158.7;270.2;-888.5
25.09.2025 18:00:00;25.09.2025 19:00:00;0;0;1075;0;0;376.9;0;0;1075;376.9;-698.1
25.09.2025 19:00:00;25.09.2025 20:00:00;0;0;1030.6;0;0;508.2;0;0;1030.6;508.2;-522.4
25.09.2025 20:00:00;25.09.2025 21:00:00;0;0;985.3;0;0;546.9;0;0;985.3;546.9;-438.4
25.09.2025 21:00:00;25.09.2025 22:00:00;0;0;1041.9;0;0;543.7;0;0;1041.9;543.7;-498.2
25.09.2025 22:00:00;25.09.2025 23:00:00;0;0;1075.4;0;0;338.8;0;0;1075.4;338.8;-736.6
25.09.2025 23:00:00;26.09.2025 00:00:00;0;0;1121;0;0;224.2;0;0;1121;224.2;-896.8
26.09.2025 00:00:00;26.09.2025 01:00:00;0;0;1280.5;0;0;147.2;0;0;1280.5;147.2;-1133.3
26.09.2025 01:00:00;26.09.2025 02:00:00;0;0;1286.8;0;0;175.6;0;0;1286.8;175.6;-1111.2
26.09.2025 02:00:00;26.09.2025 03:00:00;0;0;1287.3;0;0;178.8;0;0;1287.3;178.8;-1108.5
26.09.2025 03:00:00;26.09.2025 04:00:00;0;0;1314.5;0;0;189.5;0;0;1314.5;189.5;-1125
26.09.2025 04:00:00;26.09.2025 05:00:00;0;0;1310.3;0;0;175.1;0;0;1310.3;175.1;-1135.2
26.09.2025 05:00:00;26.09.2025 06:00:00;0;0;1268.4;0;0;141.2;0;0;1268.4;141.2;-1127.2
26.09.2025 06:00:00;26.09.2025 07:00:00;0;0;1341.6;0;0;152.2;0;0;1341.6;152.2;-1189.4
26.09.2025 07:00:00;26.09.2025 08:00:00;0;0;1172.4;0;0;0;0;0;1172.4;0;-1172.4
26.09.2025 08:00:00;26.09.2025 09:00:00;0;0;80.2;0;0;0;0;0;80.2;0;-80.2
26.09.2025 09:00:00;26.09.2025 10:00:00;0;0;80.3;0;0;0;0;0;80.3;0;-80.3
26.09.2025 10:00:00;26.09.2025 11:00:00;0;0;80.7;0;0;0;0;0;80.7;0;-80.7
26.09.2025 11:00:00;26.09.2025 12:00:00;0;0;80.9;0;0;0;0;0;80.9;0;-80.9
26.09.2025 12:00:00;26.09.2025 13:00:00;0;0;331;0;0;245.9;0;0;331;245.9;-85.1
26.09.2025 13:00:00;26.09.2025 14:00:00;0;0;533.7;0;0;445.5;0;0;533.7;445.5;-88.2
26.09.2025 14:00:00;26.09.2025 15:00:00;0;0;543.7;0;0;464;0;0;543.7;464;-79.7
26.09.2025 15:00:00;26.09.2025 16:00:00;0;0;440.5;0;0;360.5;0;0;440.5;360.5;-80
26.09.2025 16:00:00;26.09.2025 17:00:00;0;0;221.7;0;0;140.3;0;0;221.7;140.3;-81.4
26.09.2025 17:00:00;26.09.2025 18:00:00;0;0;976;0;0;215.3;0;0;976;215.3;-760.7
26.09.2025 18:00:00;26.09.2025 19:00:00;0;0;733.5;0;0;0;0;0;733.5;0;-733.5
26.09.2025 19:00:00;26.09.2025 20:00:00;0;0;711.6;0;0;0;0;0;711.6;0;-711.6
26.09.2025 20:00:00;26.09.2025 21:00:00;0;0;731.4;0;0;55.8;0;0;731.4;55.8;-675.6
26.09.2025 21:00:00;26.09.2025 22:00:00;0;0;990.4;0;0;251.3;0;0;990.4;251.3;-739.1
26.09.2025 22:00:00;26.09.2025 23:00:00;0;0;1049.3;0;0;325.5;0;0;1049.3;325.5;-723.8
26.09.2025 23:00:00;27.09.2025 00:00:00;0;0;1021.6;0;0;303.4;0;0;1021.6;303.4;-718.2
27.09.2025 00:00:00;27.09.2025 01:00:00;0;0;938.7;0;0;258.4;0;0;938.7;258.4;-680.3
27.09.2025 01:00:00;27.09.2025 02:00:00;0;0;888.4;0;0;308.7;0;0;888.4;308.7;-579.7
27.09.2025 02:00:00;27.09.2025 03:00:00;0;0;879.3;0;0;310.1;0;0;879.3;310.1;-569.2
27.09.2025 03:00:00;27.09.2025 04:00:00;0;0;864.6;0;0;304.1;0;0;864.6;304.1;-560.5
27.09.2025 04:00:00;27.09.2025 05:00:00;0;0;895.5;0;0;246.7;0;0;895.5;246.7;-648.8
27.09.2025 05:00:00;27.09.2025 06:00:00;0;0;960.7;0;0;227.2;0;0;960.7;227.2;-733.5
27.09.2025 06:00:00;27.09.2025 07:00:00;0;0;974.5;0;0;128.3;0;0;974.5;128.3;-846.2
27.09.2025 07:00:00;27.09.2025 08:00:00;0;0;890.2;0;0;209.4;0;0;890.2;209.4;-680.8
27.09.2025 08:00:00;27.09.2025 09:00:00;0;0;828.5;0;0;259.3;0;0;828.5;259.3;-569.2
27.09.2025 09:00:00;27.09.2025 10:00:00;0;0;828.5;0;0;248.5;0;0;828.5;248.5;-580
27.09.2025 10:00:00;27.09.2025 11:00:00;0;0;747;0;0;246.7;0;0;747;246.7;-500.3
27.09.2025 11:00:00;27.09.2025 12:00:00;0;0;941.7;0;0;260.4;0;0;941.7;260.4;-681.3
27.09.2025 12:00:00;27.09.2025 13:00:00;0;0;944.6;0;0;274.7;0;0;944.6;274.7;-669.9
27.09.2025 13:00:00;27.09.2025 14:00:00;0;0;884.2;0;0;272.7;0;0;884.2;272.7;-611.5
27.09.2025 14:00:00;27.09.2025 15:00:00;0;0;987.2;0;0;192.9;0;0;987.2;192.9;-794.3
27.09.2025 15:00:00;27.09.2025 16:00:00;0;0;923.3;0;0;79.5;0;0;923.3;79.5;-843.8
27.09.2025 16:00:00;27.09.2025 17:00:00;0;0;830.9;0;0;66.5;0;0;830.9;66.5;-764.4
27.09.2025 17:00:00;27.09.2025 18:00:00;0;0;1029.6;0;0;153.6;0;0;1029.6;153.6;-876
27.09.2025 18:00:00;27.09.2025 19:00:00;0;0;829.5;0;0;0;0;0;829.5;0;-829.5
27.09.2025 19:00:00;27.09.2025 20:00:00;0;0;912.5;0;0;0;0;0;912.5;0;-912.5
27.09.2025 20:00:00;27.09.2025 21:00:00;0;0;1497.8;0;0;215.7;0;0;1497.8;215.7;-1282.1
27.09.2025 21:00:00;27.09.2025 22:00:00;0;0;1599.5;0;0;0;0;0;1599.5;0;-1599.5
27.09.2025 22:00:00;27.09.2025 23:00:00;0;0;1562.6;0;0;0;0;0;1562.6;0;-1562.6
27.09.2025 23:00:00;28.09.2025 00:00:00;0;0;1608.5;0;0;0;0;0;1608.5;0;-1608.5
28.09.2025 00:00:00;28.09.2025 01:00:00;0;0;1508.3;0;0;0;0;0;1508.3;0;-1508.3
28.09.2025 01:00:00;28.09.2025 02:00:00;0;0;1481.3;0;0;0;0;0;1481.3;0;-1481.3
28.09.2025 02:00:00;28.09.2025 03:00:00;0;0;1426.8;0;0;0;0;0;1426.8;0;-1426.8
28.09.2025 03:00:00;28.09.2025 04:00:00;0;0;1411.8;0;0;0;0;0;1411.8;0;-1411.8
28.09.2025 04:00:00;28.09.2025 05:00:00;0;0;1454.6;0;0;0;0;0;1454.6;0;-1454.6
28.09.2025 05:00:00;28.09.2025 06:00:00;0;0;1435.4;0;0;0;0;0;1435.4;0;-1435.4
28.09.2025 06:00:00;28.09.2025 07:00:00;0;0;1446.5;0;0;0;0;0;1446.5;0;-1446.5
28.09.2025 07:00:00;28.09.2025 08:00:00;0;0;1411.8;0;0;0;0;0;1411.8;0;-1411.8
28.09.2025 08:00:00;28.09.2025 09:00:00;0;0;1407.3;0;0;0;0;0;1407.3;0;-1407.3
28.09.2025 09:00:00;28.09.2025 10:00:00;0;0;1252;0;0;0;27.5;0;1279.5;0;-1279.5
28.09.2025 10:00:00;28.09.2025 11:00:00;0;0;1300.7;0;0;0;0;0;1300.7;0;-1300.7
28.09.2025 11:00:00;28.09.2025 12:00:00;0;0;1280.9;0;0;0;0;0;1280.9;0;-1280.9
28.09.2025 12:00:00;28.09.2025 13:00:00;0;0;1291.5;0;0;0;0;0;1291.5;0;-1291.5
28.09.2025 13:00:00;28.09.2025 14:00:00;0;0;1180.4;0;65.9;0;0;0;1246.3;0;-1246.3
28.09.2025 14:00:00;28.09.2025 15:00:00;0;0;1222.1;0;0;0;0;0;1222.1;0;-1222.1
28.09.2025 15:00:00;28.09.2025 16:00:00;0;0;1090;0;0;0;117.9;0;1207.9;0;-1207.9
28.09.2025 16:00:00;28.09.2025 17:00:00;0;0;1464.2;0;0;0;18.7;0;1482.9;0;-1482.9
28.09.2025 17:00:00;28.09.2025 18:00:00;0;0;1423.9;0;0;362.5;0;0;1423.9;362.5;-1061.4
28.09.2025 18:00:00;28.09.2025 19:00:00;0;0;1289.4;0;0;371.8;0;0;1289.4;371.8;-917.6
28.09.2025 19:00:00;28.09.2025 20:00:00;0;0;1377.4;0;0;485.3;0;0;1377.4;485.3;-892.1
28.09.2025 20:00:00;28.09.2025 21:00:00;0;0;1297.8;0;0;386.7;0;0;1297.8;386.7;-911.1
28.09.2025 21:00:00;28.09.2025 22:00:00;0;0;1146.3;0;0;61.2;0;0;1146.3;61.2;-1085.1
28.09.2025 22:00:00;28.09.2025 23:00:00;0;0;1204.3;0;0;82.8;0;0;1204.3;82.8;-1121.5
28.09.2025 23:00:00;29.09.2025 00:00:00;0;0;1271;0;0;211.3;0;0;1271;211.3;-1059.7
29.09.2025 00:00:00;29.09.2025 01:00:00;0;0;1349.4;0;0;386.3;0;0;1349.4;386.3;-963.1
29.09.2025 01:00:00;29.09.2025 02:00:00;0;0;1330.4;0;0;372;0;0;1330.4;372;-958.4
29.09.2025 02:00:00;29.09.2025 03:00:00;0;0;1350.5;0;0;315.4;0;0;1350.5;315.4;-1035.1
29.09.2025 03:00:00;29.09.2025 04:00:00;0;0;1371;0;0;211.6;0;0;1371;211.6;-1159.4
29.09.2025 04:00:00;29.09.2025 05:00:00;0;0;1352.4;0;0;48.9;0;0;1352.4;48.9;-1303.5
29.09.2025 05:00:00;29.09.2025 06:00:00;0;0;1324;0;0;0;0;0;1324;0;-1324
29.09.2025 06:00:00;29.09.2025 07:00:00;0;0;1469.8;0;0;678.1;0;0;1469.8;678.1;-791.7
29.09.2025 07:00:00;29.09.2025 08:00:00;0;0;1269.9;0;0;567.3;0;0;1269.9;567.3;-702.6
29.09.2025 08:00:00;29.09.2025 09:00:00;0;0;1294.4;0;0;567.5;0;0;1294.4;567.5;-726.9
29.09.2025 09:00:00;29.09.2025 10:00:00;0;0;1420.3;0;0;455.3;0;0;1420.3;455.3;-965
29.09.2025 10:00:00;29.09.2025 11:00:00;0;0;1442.8;0;0;287.6;0;0;1442.8;287.6;-1155.2
29.09.2025 11:00:00;29.09.2025 12:00:00;0;0;1430.4;0;0;185.1;0;0;1430.4;185.1;-1245.3
29.09.2025 12:00:00;29.09.2025 13:00:00;0;0;1397.9;0;0;22.2;0;0;1397.9;22.2;-1375.7
29.09.2025 13:00:00;29.09.2025 14:00:00;0;0;1395.3;0;0;90.4;0;0;1395.3;90.4;-1304.9
29.09.2025 14:00:00;29.09.2025 15:00:00;0;0;1453.3;0;0;208.9;0;0;1453.3;208.9;-1244.4
29.09.2025 15:00:00;29.09.2025 16:00:00;0;0;1428.6;0;0;426.5;0;0;1428.6;426.5;-1002.1
29.09.2025 16:00:00;29.09.2025 17:00:00;0;0;1362.2;0;0;462.1;0;0;1362.2;462.1;-900.1
29.09.2025 17:00:00;29.09.2025 18:00:00;0;0;1227.4;0;0;395.4;0;0;1227.4;395.4;-832
29.09.2025 18:00:00;29.09.2025 19:00:00;0;0;725.1;0;0;0;0;0;725.1;0;-725.1
29.09.2025 19:00:00;29.09.2025 20:00:00;0;0;690.1;0;0;115.6;0;0;690.1;115.6;-574.5
29.09.2025 20:00:00;29.09.2025 21:00:00;0;0;1003.5;0;0;657.3;0;0;1003.5;657.3;-346.2
29.09.2025 21:00:00;29.09.2025 22:00:00;0;0;1079.3;0;0;748.1;0;0;1079.3;748.1;-331.2
29.09.2025 22:00:00;29.09.2025 23:00:00;0;0;1252.3;0;0;670.7;0;0;1252.3;670.7;-581.6
29.09.2025 23:00:00;30.09.2025 00:00:00;0;0;1343.8;0;0;173.6;0;0;1343.8;173.6;-1170.2
30.09.2025 00:00:00;30.09.2025 01:00:00;0;0;1447;0;0;214.3;0;0;1447;214.3;-1232.7
30.09.2025 01:00:00;30.09.2025 02:00:00;0;0;1448.1;0;0;149.2;0;0;1448.1;149.2;-1298.9
30.09.2025 02:00:00;30.09.2025 03:00:00;0;0;1467;0;0;117.7;0;0;1467;117.7;-1349.3
30.09.2025 03:00:00;30.09.2025 04:00:00;0;0;1484.8;0;0;126;0;0;1484.8;126;-1358.8
30.09.2025 04:00:00;30.09.2025 05:00:00;0;0;1430.1;0;0;64.9;0;0;1430.1;64.9;-1365.2
30.09.2025 05:00:00;30.09.2025 06:00:00;0;0;1366.9;0;0;217.4;0;0;1366.9;217.4;-1149.5
30.09.2025 06:00:00;30.09.2025 07:00:00;0;0;1047;0;0;236.3;0;0;1047;236.3;-810.7
30.09.2025 07:00:00;30.09.2025 08:00:00;0;0;702.8;0;0;0;0;0;702.8;0;-702.8
30.09.2025 08:00:00;30.09.2025 09:00:00;0;0;872.7;0;0;0;0;0;872.7;0;-872.7
30.09.2025 09:00:00;30.09.2025 10:00:00;0;0;1066.4;0;0;0;0;0;1066.4;0;-1066.4
30.09.2025 10:00:00;30.09.2025 11:00:00;0;0;1249.6;0;0;110.2;0;0;1249.6;110.2;-1139.4
30.09.2025 11:00:00;30.09.2025 12:00:00;0;0;1315.3;0;0;89.9;0;0;1315.3;89.9;-1225.4
30.09.2025 12:00:00;30.09.2025 13:00:00;0;0;1295.2;0;0;118.3;0;0;1295.2;118.3;-1176.9
30.09.2025 13:00:00;30.09.2025 14:00:00;0;0;1265.3;0;0;110.2;0;0;1265.3;110.2;-1155.1
30.09.2025 14:00:00;30.09.2025 15:00:00;0;0;1278.2;0;0;119.1;0;0;1278.2;119.1;-1159.1
30.09.2025 15:00:00;30.09.2025 16:00:00;0;0;1270;0;0;158.8;0;0;1270;158.8;-1111.2
30.09.2025 16:00:00;30.09.2025 17:00:00;0;0;1163.7;0;0;118.7;0;0;1163.7;118.7;-1045
30.09.2025 17:00:00;30.09.2025 18:00:00;0;0;960.7;0;0;0;0;0;960.7;0;-960.7
30.09.2025 18:00:00;30.09.2025 19:00:00;0;0;740.3;0;0;0;0;0;740.3;0;-740.3
30.09.2025 19:00:00;30.09.2025 20:00:00;0;0;401.3;0;0;23.3;0;0;401.3;23.3;-378
30.09.2025 20:00:00;30.09.2025 21:00:00;0;0;909.8;0;0;453.1;0;0;909.8;453.1;-456.7
30.09.2025 21:00:00;30.09.2025 22:00:00;0;0;903.7;0;0;365.2;0;0;903.7;365.2;-538.5
30.09.2025 22:00:00;30.09.2025 23:00:00;0;0;989.2;0;0;392.2;0;0;989.2;392.2;-597
30.09.2025 23:00:00;01.10.2025 00:00:00;0;0;1178.2;0;0;363.5;0;0;1178.2;363.5;-814.7
01.10.2025 00:00:00;01.10.2025 00:15:00;0;0;1350.7;0;0;10.9;0;0;1350.7;10.9;-1339.8
01.10.2025 00:15:00;01.10.2025 00:30:00;0;0;1374.8;0;0;27.5;0;0;1374.8;27.5;-1347.3
01.10.2025 00:30:00;01.10.2025 00:45:00;0;0;1375.1;0;0;30.2;0;0;1375.1;30.2;-1344.9
