Delivery Start (CET);Delivery End (CET);FI Volume (MW);NO3 Volume (MW);NO4 Volume (MW);SE1 Volume (MW)
02.01.2020 14:00:00;02.01.2020 15:00:00;10392;3331;2486;1066
02.01.2020 15:00:00;02.01.2020 16:00:00;10501;3255;2602;1173
02.01.2020 16:00:00;02.01.2020 17:00:00;10519;3350;2523;1100
02.01.2020 17:00:00;02.01.2020 18:00:00;10447;3281;2433;1089
02.01.2020 18:00:00;02.01.2020 19:00:00;10416;3338;2366;1042
02.01.2020 19:00:00;02.01.2020 20:00:00;10240;3258;2367;1024
02.01.2020 20:00:00;02.01.2020 21:00:00;9896;3145;2247;994
02.01.2020 21:00:00;02.01.2020 22:00:00;9991;3148;2263;1076
02.01.2020 22:00:00;02.01.2020 23:00:00;9786;3063;2329;1105
02.01.2020 23:00:00;03.01.2020 00:00:00;9327;3074;2276;919
03.01.2020 00:00:00;03.01.2020 01:00:00;8950;3012;2199;1048
03.01.2020 01:00:00;03.01.2020 02:00:00;8807;3032;2186;997
03.01.2020 02:00:00;03.01.2020 03:00:00;8759;3063;2078;990
03.01.2020 03:00:00;03.01.2020 04:00:00;8801;3014;2137;1012
03.01.2020 04:00:00;03.01.2020 05:00:00;9063;3113;2101;1006
03.01.2020 05:00:00;03.01.2020 06:00:00;9698;3250;2124;1133
03.01.2020 06:00:00;03.01.2020 07:00:00;10029;3327;2250;1105
03.01.2020 07:00:00;03.01.2020 08:00:00;10268;3546;2458;1137
03.01.2020 08:00:00;03.01.2020 09:00:00;10307;3760;2557;1115
03.01.2020 09:00:00;03.01.2020 10:00:00;10245;3706;2561;1133
03.01.2020 10:00:00;03.01.2020 11:00:00;10283;3755;2556;1152
03.01.2020 11:00:00;03.01.2020 12:00:00;10387;3800;2553;1060
03.01.2020 12:00:00;03.01.2020 13:00:00;10382;3860;2626;1082
03.01.2020 13:00:00;03.01.2020 14:00:00;10355;3888;2639;1127
03.01.2020 14:00:00;03.01.2020 15:00:00;10569;3903;2661;1144
03.01.2020 15:00:00;03.01.2020 16:00:00;10671;3891;2636;1091
03.01.2020 16:00:00;03.01.2020 17:00:00;10667;3827;2650;1204
03.01.2020 17:00:00;03.01.2020 18:00:00;10654;4027;2582;1144
03.01.2020 18:00:00;03.01.2020 19:00:00;10650;3953;2521;1125
03.01.2020 19:00:00;03.01.2020 20:00:00;10492;3866;2452;1154
03.01.2020 20:00:00;03.01.2020 21:00:00;10133;3802;2455;1101
03.01.2020 21:00:00;03.01.2020 22:00:00;10191;3731;2474;1122
03.01.2020 22:00:00;03.01.2020 23:00:00;9990;3549;2407;1081
03.01.2020 23:00:00;04.01.2020 00:00:00;9502;3470;2382;1087
04.01.2020 00:00:00;04.01.2020 01:00:00;9182;3443;2251;1076
04.01.2020 01:00:00;04.01.2020 02:00:00;8960;3426;2272;1129
04.01.2020 02:00:00;04.01.2020 03:00:00;8852;3381;2382;1177
04.01.2020 03:00:00;04.01.2020 04:00:00;8891;3363;2314;1193
04.01.2020 04:00:00;04.01.2020 05:00:00;8996;3434;2311;1239
04.01.2020 05:00:00;04.01.2020 06:00:00;9333;3406;2360;1069
04.01.2020 06:00:00;04.01.2020 07:00:00;9473;3411;2468;991
04.01.2020 07:00:00;04.01.2020 08:00:00;9854;3552;2501;995
04.01.2020 08:00:00;04.01.2020 09:00:00;9972;3651;2516;1126
04.01.2020 09:00:00;04.01.2020 10:00:00;10111;3760;2505;1229
04.01.2020 10:00:00;04.01.2020 11:00:00;10194;3780;2485;1262
04.01.2020 11:00:00;04.01.2020 12:00:00;10246;3759;2528;1270
04.01.2020 12:00:00;04.01.2020 13:00:00;10157;3763;2574;1239
04.01.2020 13:00:00;04.01.2020 14:00:00;10242;3734;2755;1220
04.01.2020 14:00:00;04.01.2020 15:00:00;10447;3697;2584;1191
04.01.2020 15:00:00;04.01.2020 16:00:00;10850;3842;2630;1205
04.01.2020 16:00:00;04.01.2020 17:00:00;10981;3773;2634;1096
04.01.2020 17:00:00;04.01.2020 18:00:00;11126;3818;2641;1209
04.01.2020 18:00:00;04.01.2020 19:00:00;11034;3775;2623;1282
04.01.2020 19:00:00;04.01.2020 20:00:00;10751;3746;2576;1313
04.01.2020 20:00:00;04.01.2020 21:00:00;10334;3700;2541;1197
04.01.2020 21:00:00;04.01.2020 22:00:00;10542;3440;2474;1235
04.01.2020 22:00:00;04.01.2020 23:00:00;10369;3498;2466;1108
04.01.2020 23:00:00;05.01.2020 00:00:00;9950;3527;2504;1228
05.01.2020 00:00:00;05.01.2020 01:00:00;9610;3419;2430;1223
05.01.2020 01:00:00;05.01.2020 02:00:00;9409;3356;2403;1135
05.01.2020 02:00:00;05.01.2020 03:00:00;9369;3265;2330;1128
05.01.2020 03:00:00;05.01.2020 04:00:00;9435;3164;2355;1166
05.01.2020 04:00:00;05.01.2020 05:00:00;9530;3256;2351;1138
05.01.2020 05:00:00;05.01.2020 06:00:00;9727;3183;2393;1256
05.01.2020 06:00:00;05.01.2020 07:00:00;9880;3137;2418;1381
05.01.2020 07:00:00;05.01.2020 08:00:00;10242;3240;2471;1410
05.01.2020 08:00:00;05.01.2020 09:00:00;10407;3264;2394;1374
05.01.2020 09:00:00;05.01.2020 10:00:00;10567;3454;2446;1409
05.01.2020 10:00:00;05.01.2020 11:00:00;10633;3579;2480;1209
05.01.2020 11:00:00;05.01.2020 12:00:00;10559;3644;2507;1208
05.01.2020 12:00:00;05.01.2020 13:00:00;10508;3641;2484;1299
05.01.2020 13:00:00;05.01.2020 14:00:00;10601;3608;2562;1363
05.01.2020 14:00:00;05.01.2020 15:00:00;10845;3558;2583;1319
05.01.2020 15:00:00;05.01.2020 16:00:00;11084;3629;2625;1162
05.01.2020 16:00:00;05.01.2020 17:00:00;11176;3718;2631;1110
05.01.2020 17:00:00;05.01.2020 18:00:00;11195;3692;2616;1194
05.01.2020 18:00:00;05.01.2020 19:00:00;11173;3575;2585;1186
05.01.2020 19:00:00;05.01.2020 20:00:00;10940;3440;2554;1212
05.01.2020 20:00:00;05.01.2020 21:00:00;10573;3356;2547;1206
05.01.2020 21:00:00;05.01.2020 22:00:00;10799;3443;2581;1179
05.01.2020 22:00:00;05.01.2020 23:00:00;10642;3295;2580;1125
05.01.2020 23:00:00;06.01.2020 00:00:00;10194;3260;2482;1113
06.01.2020 00:00:00;06.01.2020 01:00:00;9872;3122;2411;1194
06.01.2020 01:00:00;06.01.2020 02:00:00;9692;3006;2394;1230
06.01.2020 02:00:00;06.01.2020 03:00:00;9572;2967;2434;1195
06.01.2020 03:00:00;06.01.2020 04:00:00;9610;3056;2433;1179
06.01.2020 04:00:00;06.01.2020 05:00:00;9667;3055;2378;1144
06.01.2020 05:00:00;06.01.2020 06:00:00;9851;3044;2382;1081
06.01.2020 06:00:00;06.01.2020 07:00:00;9908;3247;2493;1183
06.01.2020 07:00:00;06.01.2020 08:00:00;10174;3369;2606;1183
06.01.2020 08:00:00;06.01.2020 09:00:00;10148;3503;2723;1188
06.01.2020 09:00:00;06.01.2020 10:00:00;10252;3602;2742;1350
06.01.2020 10:00:00;06.01.2020 11:00:00;10346;3355;2694;1364
06.01.2020 11:00:00;06.01.2020 12:00:00;10445;3367;2674;1279
06.01.2020 12:00:00;06.01.2020 13:00:00;10434;3256;2670;1277
06.01.2020 13:00:00;06.01.2020 14:00:00;10510;3341;2647;1273
06.01.2020 14:00:00;06.01.2020 15:00:00;10646;3479;2630;1262
06.01.2020 15:00:00;06.01.2020 16:00:00;10939;3542;2651;1283
06.01.2020 16:00:00;06.01.2020 17:00:00;10969;3435;2614;1482
06.01.2020 17:00:00;06.01.2020 18:00:00;10964;3377;2551;1571
06.01.2020 18:00:00;06.01.2020 19:00:00;10933;3434;2519;1320
06.01.2020 19:00:00;06.01.2020 20:00:00;10672;3405;2501;1130
06.01.2020 20:00:00;06.01.2020 21:00:00;10156;3320;2480;1029
06.01.2020 21:00:00;06.01.2020 22:00:00;10319;3324;2438;1101
06.01.2020 22:00:00;06.01.2020 23:00:00;10145;3389;2439;1240
06.01.2020 23:00:00;07.01.2020 00:00:00;9675;3367;2388;1356
07.01.2020 00:00:00;07.01.2020 01:00:00;9372;3281;2303;1235
07.01.2020 01:00:00;07.01.2020 02:00:00;9072;3151;2228;1126
07.01.2020 02:00:00;07.01.2020 03:00:00;8904;3112;2169;1105
07.01.2020 03:00:00;07.01.2020 04:00:00;8936;2908;2174;943
07.01.2020 04:00:00;07.01.2020 05:00:00;9204;2827;2162;990
07.01.2020 05:00:00;07.01.2020 06:00:00;10017;3013;2151;1332
07.01.2020 06:00:00;07.01.2020 07:00:00;10574;3201;2338;1486
07.01.2020 07:00:00;07.01.2020 08:00:00;10871;3353;2401;1363
07.01.2020 08:00:00;07.01.2020 09:00:00;10825;3452;2465;1377
07.01.2020 09:00:00;07.01.2020 10:00:00;10685;3454;2458;1280
07.01.2020 10:00:00;07.01.2020 11:00:00;10628;3560;2598;1257
07.01.2020 11:00:00;07.01.2020 12:00:00;10606;3484;2560;1264
07.01.2020 12:00:00;07.01.2020 13:00:00;10576;3485;2472;1282
07.01.2020 13:00:00;07.01.2020 14:00:00;10576;3483;2561;1318
07.01.2020 14:00:00;07.01.2020 15:00:00;10763;3447;2582;1342
07.01.2020 15:00:00;07.01.2020 16:00:00;10898;3493;2618;1268
07.01.2020 16:00:00;07.01.2020 17:00:00;10945;3633;2563;1206
07.01.2020 17:00:00;07.01.2020 18:00:00;10829;3510;2531;1163
07.01.2020 18:00:00;07.01.2020 19:00:00;10774;3522;2533;1061
07.01.2020 19:00:00;07.01.2020 20:00:00;10579;3496;2502;1047
07.01.2020 20:00:00;07.01.2020 21:00:00;10120;3476;2469;1060
07.01.2020 21:00:00;07.01.2020 22:00:00;10019;3389;2429;1055
07.01.2020 22:00:00;07.01.2020 23:00:00;9840;3148;2427;1038
07.01.2020 23:00:00;08.01.2020 00:00:00;9351;3103;2303;1089
08.01.2020 00:00:00;08.01.2020 01:00:00;9042;2934;2268;1234
08.01.2020 01:00:00;08.01.2020 02:00:00;8867;2912;2223;1207
08.01.2020 02:00:00;08.01.2020 03:00:00;8783;2972;2165;1200
08.01.2020 03:00:00;08.01.2020 04:00:00;8880;3003;2213;1112
08.01.2020 04:00:00;08.01.2020 05:00:00;9137;2899;2186;1107
08.01.2020 05:00:00;08.01.2020 06:00:00;9920;2974;2233;1061
08.01.2020 06:00:00;08.01.2020 07:00:00;10439;3189;2393;1222
08.01.2020 07:00:00;08.01.2020 08:00:00;10732;3458;2480;1196
08.01.2020 08:00:00;08.01.2020 09:00:00;10758;3538;2545;1314
08.01.2020 09:00:00;08.01.2020 10:00:00;10669;3621;2552;1281
08.01.2020 10:00:00;08.01.2020 11:00:00;10663;3534;2555;1298
08.01.2020 11:00:00;08.01.2020 12:00:00;10610;3453;2502;1286
08.01.2020 12:00:00;08.01.2020 13:00:00;10494;3544;2466;1164
08.01.2020 13:00:00;08.01.2020 14:00:00;10513;3530;2598;1150
08.01.2020 14:00:00;08.01.2020 15:00:00;10663;3639;2661;1197
08.01.2020 15:00:00;08.01.2020 16:00:00;10722;3888;2631;1345
08.01.2020 16:00:00;08.01.2020 17:00:00;10831;4002;2630;1390
08.01.2020 17:00:00;08.01.2020 18:00:00;10827;3683;2562;1174
08.01.2020 18:00:00;08.01.2020 19:00:00;10767;3539;2570;1141
08.01.2020 19:00:00;08.01.2020 20:00:00;10488;3576;2597;1213
08.01.2020 20:00:00;08.01.2020 21:00:00;10016;3644;2606;1042
08.01.2020 21:00:00;08.01.2020 22:00:00;10029;3614;2602;1093
08.01.2020 22:00:00;08.01.2020 23:00:00;9854;3592;2559;1133
08.01.2020 23:00:00;09.01.2020 00:00:00;9390;3406;2500;1118
09.01.2020 00:00:00;09.01.2020 01:00:00;9140;3437;2458;1095
09.01.2020 01:00:00;09.01.2020 02:00:00;8992;3383;2439;1083
09.01.2020 02:00:00;09.01.2020 03:00:00;8974;3356;2412;1104
09.01.2020 03:00:00;09.01.2020 04:00:00;9043;3304;2447;1074
09.01.2020 04:00:00;09.01.2020 05:00:00;9397;3407;2481;1110
09.01.2020 05:00:00;09.01.2020 06:00:00;10283;3377;2516;1109
09.01.2020 06:00:00;09.01.2020 07:00:00;10820;3545;2617;1178
09.01.2020 07:00:00;09.01.2020 08:00:00;11141;3712;2722;1259
09.01.2020 08:00:00;09.01.2020 09:00:00;10998;3783;2800;1291
09.01.2020 09:00:00;09.01.2020 10:00:00;10851;3687;2807;1370
09.01.2020 10:00:00;09.01.2020 11:00:00;10791;3846;2878;1388
09.01.2020 11:00:00;09.01.2020 12:00:00;10727;3954;2718;1356
09.01.2020 12:00:00;09.01.2020 13:00:00;10625;3740;2636;1308
09.01.2020 13:00:00;09.01.2020 14:00:00;10685;3630;2681;1375
09.01.2020 14:00:00;09.01.2020 15:00:00;10763;3609;2854;1352
09.01.2020 15:00:00;09.01.2020 16:00:00;11074;3772;2793;1339
09.01.2020 16:00:00;09.01.2020 17:00:00;11153;3797;2737;1219
09.01.2020 17:00:00;09.01.2020 18:00:00;11112;3767;2718;1246
09.01.2020 18:00:00;09.01.2020 19:00:00;11145;3670;2688;1228
09.01.2020 19:00:00;09.01.2020 20:00:00;10995;3594;2722;1274
09.01.2020 20:00:00;09.01.2020 21:00:00;10478;3628;2677;1231
09.01.2020 21:00:00;09.01.2020 22:00:00;10568;3581;2679;1239
09.01.2020 22:00:00;09.01.2020 23:00:00;10342;3440;2552;1275
09.01.2020 23:00:00;10.01.2020 00:00:00;9918;3319;2502;1192
10.01.2020 00:00:00;10.01.2020 01:00:00;9600;3352;2414;1226
10.01.2020 01:00:00;10.01.2020 02:00:00;9414;3287;2362;1079
10.01.2020 02:00:00;10.01.2020 03:00:00;9365;3195;2337;1097
10.01.2020 03:00:00;10.01.2020 04:00:00;9475;3324;2333;1141
10.01.2020 04:00:00;10.01.2020 05:00:00;9978;3264;2382;1220
10.01.2020 05:00:00;10.01.2020 06:00:00;10755;3322;2392;1268
10.01.2020 06:00:00;10.01.2020 07:00:00;11304;3451;2443;1279
10.01.2020 07:00:00;10.01.2020 08:00:00;11620;3616;2609;1181
10.01.2020 08:00:00;10.01.2020 09:00:00;11477;3797;2640;1264
10.01.2020 09:00:00;10.01.2020 10:00:00;11434;3756;2694;1262
10.01.2020 10:00:00;10.01.2020 11:00:00;11401;3778;2669;1399
10.01.2020 11:00:00;10.01.2020 12:00:00;11284;3613;2671;1416
10.01.2020 12:00:00;10.01.2020 13:00:00;11247;3709;2614;1418
10.01.2020 13:00:00;10.01.2020 14:00:00;11244;3661;2630;1347
10.01.2020 14:00:00;10.01.2020 15:00:00;11412;3599;2646;1341
10.01.2020 15:00:00;10.01.2020 16:00:00;11672;3601;2652;1302
10.01.2020 16:00:00;10.01.2020 17:00:00;11736;3695;2639;1240
10.01.2020 17:00:00;10.01.2020 18:00:00;11678;3829;2575;1105
10.01.2020 18:00:00;10.01.2020 19:00:00;11631;3771;2484;1321
10.01.2020 19:00:00;10.01.2020 20:00:00;11459;3628;2582;1275
10.01.2020 20:00:00;10.01.2020 21:00:00;10995;3481;2577;1166
10.01.2020 21:00:00;10.01.2020 22:00:00;11075;3338;2530;1129
10.01.2020 22:00:00;10.01.2020 23:00:00;10793;3482;2546;1303
10.01.2020 23:00:00;11.01.2020 00:00:00;10317;3414;2459;1123
11.01.2020 00:00:00;11.01.2020 01:00:00;10104;3272;2401;1046
11.01.2020 01:00:00;11.01.2020 02:00:00;9940;3269;2359;1179
11.01.2020 02:00:00;11.01.2020 03:00:00;9914;3251;2351;1137
11.01.2020 03:00:00;11.01.2020 04:00:00;9962;3333;2237;982
11.01.2020 04:00:00;11.01.2020 05:00:00;10115;3268;2215;973
11.01.2020 05:00:00;11.01.2020 06:00:00;10322;3168;2190;1157
11.01.2020 06:00:00;11.01.2020 07:00:00;10388;3145;2190;1078
11.01.2020 07:00:00;11.01.2020 08:00:00;10692;3216;2267;1009
11.01.2020 08:00:00;11.01.2020 09:00:00;10693;3293;2311;1177
11.01.2020 09:00:00;11.01.2020 10:00:00;10685;3444;2377;1082
11.01.2020 10:00:00;11.01.2020 11:00:00;10678;3361;2403;1087
11.01.2020 11:00:00;11.01.2020 12:00:00;10620;3349;2415;1359
11.01.2020 12:00:00;11.01.2020 13:00:00;10545;3309;2375;1323
11.01.2020 13:00:00;11.01.2020 14:00:00;10490;3344;2414;1188
11.01.2020 14:00:00;11.01.2020 15:00:00;10742;3416;2445;1211
11.01.2020 15:00:00;11.01.2020 16:00:00;11063;3416;2453;1364
11.01.2020 16:00:00;11.01.2020 17:00:00;11252;3517;2444;1375
11.01.2020 17:00:00;11.01.2020 18:00:00;11342;3536;2454;1227
11.01.2020 18:00:00;11.01.2020 19:00:00;11216;3446;2447;1267
11.01.2020 19:00:00;11.01.2020 20:00:00;10889;3342;2413;1302
11.01.2020 20:00:00;11.01.2020 21:00:00;10409;3331;2337;1293
11.01.2020 21:00:00;11.01.2020 22:00:00;10544;3313;2337;1125
11.01.2020 22:00:00;11.01.2020 23:00:00;10349;3217;2286;1197
11.01.2020 23:00:00;12.01.2020 00:00:00;9889;3151;2261;1188
12.01.2020 00:00:00;12.01.2020 01:00:00;9460;3054;2225;1165
12.01.2020 01:00:00;12.01.2020 02:00:00;9189;3074;2166;1151
12.01.2020 02:00:00;12.01.2020 03:00:00;9013;3014;2173;1189
12.01.2020 03:00:00;12.01.2020 04:00:00;8966;3137;2195;1196
12.01.2020 04:00:00;12.01.2020 05:00:00;8987;3180;2222;1159
12.01.2020 05:00:00;12.01.2020 06:00:00;9173;3122;2217;1166
12.01.2020 06:00:00;12.01.2020 07:00:00;9237;3108;2139;1175
12.01.2020 07:00:00;12.01.2020 08:00:00;9490;3048;2225;1167
12.01.2020 08:00:00;12.01.2020 09:00:00;9535;3249;2374;1147
12.01.2020 09:00:00;12.01.2020 10:00:00;9617;3325;2349;1001
12.01.2020 10:00:00;12.01.2020 11:00:00;9711;3410;2462;1116
12.01.2020 11:00:00;12.01.2020 12:00:00;9736;3496;2486;1145
12.01.2020 12:00:00;12.01.2020 13:00:00;9708;3394;2453;1215
12.01.2020 13:00:00;12.01.2020 14:00:00;9745;3343;2508;1155
12.01.2020 14:00:00;12.01.2020 15:00:00;9893;3511;2533;1112
12.01.2020 15:00:00;12.01.2020 16:00:00;10229;3547;2650;1208
12.01.2020 16:00:00;12.01.2020 17:00:00;10314;3563;2610;1228
12.01.2020 17:00:00;12.01.2020 18:00:00;10412;3602;2599;1358
12.01.2020 18:00:00;12.01.2020 19:00:00;10440;3609;2599;1371
12.01.2020 19:00:00;12.01.2020 20:00:00;10182;3608;2576;1297
12.01.2020 20:00:00;12.01.2020 21:00:00;9800;3534;2592;1352
12.01.2020 21:00:00;12.01.2020 22:00:00;10090;3445;2483;1257
12.01.2020 22:00:00;12.01.2020 23:00:00;9905;3325;2456;1102
12.01.2020 23:00:00;13.01.2020 00:00:00;9574;3245;2384;1158
13.01.2020 00:00:00;13.01.2020 01:00:00;9319;3264;2322;1198
13.01.2020 01:00:00;13.01.2020 02:00:00;9168;3172;2267;1223
13.01.2020 02:00:00;13.01.2020 03:00:00;9132;3192;2249;1235
13.01.2020 03:00:00;13.01.2020 04:00:00;9288;3114;2251;1092
13.01.2020 04:00:00;13.01.2020 05:00:00;9651;3193;2275;1162
13.01.2020 05:00:00;13.01.2020 06:00:00;10636;3186;2334;1437
13.01.2020 06:00:00;13.01.2020 07:00:00;11273;3321;2449;1354
13.01.2020 07:00:00;13.01.2020 08:00:00;11557;3638;2552;1274
13.01.2020 08:00:00;13.01.2020 09:00:00;11463;3771;2631;1276
13.01.2020 09:00:00;13.01.2020 10:00:00;11365;3772;2636;1156
13.01.2020 10:00:00;13.01.2020 11:00:00;11342;3748;2668;1294
13.01.2020 11:00:00;13.01.2020 12:00:00;11299;3696;2621;1321
13.01.2020 12:00:00;13.01.2020 13:00:00;11168;3624;2583;1336
13.01.2020 13:00:00;13.01.2020 14:00:00;11073;3663;2594;1341
13.01.2020 14:00:00;13.01.2020 15:00:00;11166;3805;2567;1302
13.01.2020 15:00:00;13.01.2020 16:00:00;11343;3976;2635;1398
13.01.2020 16:00:00;13.01.2020 17:00:00;11306;3855;2669;1405
13.01.2020 17:00:00;13.01.2020 18:00:00;11135;3787;2647;1393
13.01.2020 18:00:00;13.01.2020 19:00:00;11153;3633;2637;1307
13.01.2020 19:00:00;13.01.2020 20:00:00;10971;3523;2660;1272
13.01.2020 20:00:00;13.01.2020 21:00:00;10466;3598;2682;1311
13.01.2020 21:00:00;13.01.2020 22:00:00;10522;3362;2638;1337
13.01.2020 22:00:00;13.01.2020 23:00:00;10276;3255;2685;1220
13.01.2020 23:00:00;14.01.2020 00:00:00;9830;3245;2512;1192
14.01.2020 00:00:00;14.01.2020 01:00:00;9496;3186;2498;1143
14.01.2020 01:00:00;14.01.2020 02:00:00;9310;3130;2411;1118
14.01.2020 02:00:00;14.01.2020 03:00:00;9182;3097;2393;1041
14.01.2020 03:00:00;14.01.2020 04:00:00;9225;3073;2278;1151
14.01.2020 04:00:00;14.01.2020 05:00:00;9567;3121;2311;1404
14.01.2020 05:00:00;14.01.2020 06:00:00;10401;3215;2391;1261
14.01.2020 06:00:00;14.01.2020 07:00:00;10803;3335;2536;1305
14.01.2020 07:00:00;14.01.2020 08:00:00;11034;3461;2699;1308
14.01.2020 08:00:00;14.01.2020 09:00:00;10966;3524;2774;1211
14.01.2020 09:00:00;14.01.2020 10:00:00;10869;3488;2746;1142
14.01.2020 10:00:00;14.01.2020 11:00:00;10902;3518;2721;1207
14.01.2020 11:00:00;14.01.2020 12:00:00;10879;3449;2696;1246
14.01.2020 12:00:00;14.01.2020 13:00:00;10847;3619;2623;1284
14.01.2020 13:00:00;14.01.2020 14:00:00;10879;3464;2620;1228
14.01.2020 14:00:00;14.01.2020 15:00:00;11010;3380;2673;1268
14.01.2020 15:00:00;14.01.2020 16:00:00;11145;3595;2681;1286
14.01.2020 16:00:00;14.01.2020 17:00:00;11174;3736;2643;1292
14.01.2020 17:00:00;14.01.2020 18:00:00;11160;3725;2656;1360
14.01.2020 18:00:00;14.01.2020 19:00:00;11175;3628;2626;1301
14.01.2020 19:00:00;14.01.2020 20:00:00;10908;3661;2587;1275
14.01.2020 20:00:00;14.01.2020 21:00:00;10357;3682;2597;1296
14.01.2020 21:00:00;14.01.2020 22:00:00;10380;3596;2557;1130
14.01.2020 22:00:00;14.01.2020 23:00:00;10083;3414;2473;958
14.01.2020 23:00:00;15.01.2020 00:00:00;9593;3304;2423;1051
15.01.2020 00:00:00;15.01.2020 01:00:00;9268;3281;2394;1150
15.01.2020 01:00:00;15.01.2020 02:00:00;9091;3191;2332;1124
15.01.2020 02:00:00;15.01.2020 03:00:00;8957;3130;2334;1123
15.01.2020 03:00:00;15.01.2020 04:00:00;9033;3127;2302;1160
15.01.2020 04:00:00;15.01.2020 05:00:00;9376;3140;2320;1178
15.01.2020 05:00:00;15.01.2020 06:00:00;10168;3219;2365;1153
15.01.2020 06:00:00;15.01.2020 07:00:00;10679;3302;2468;1241
15.01.2020 07:00:00;15.01.2020 08:00:00;10935;3633;2624;1291
15.01.2020 08:00:00;15.01.2020 09:00:00;10947;3600;2666;1323
15.01.2020 09:00:00;15.01.2020 10:00:00;10797;3595;2703;1413
15.01.2020 10:00:00;15.01.2020 11:00:00;10725;3623;2668;1371
15.01.2020 11:00:00;15.01.2020 12:00:00;10736;3467;2667;1353
15.01.2020 12:00:00;15.01.2020 13:00:00;10655;3599;2669;1415
15.01.2020 13:00:00;15.01.2020 14:00:00;10616;3617;2695;1441
15.01.2020 14:00:00;15.01.2020 15:00:00;10852;3641;2762;1467
15.01.2020 15:00:00;15.01.2020 16:00:00;11011;3629;2813;1502
15.01.2020 16:00:00;15.01.2020 17:00:00;11014;3718;2796;1474
15.01.2020 17:00:00;15.01.2020 18:00:00;10963;3790;2716;1419
15.01.2020 18:00:00;15.01.2020 19:00:00;10925;3685;2734;1347
15.01.2020 19:00:00;15.01.2020 20:00:00;10765;3637;2707;1389
15.01.2020 20:00:00;15.01.2020 21:00:00;10316;3588;2691;1388
15.01.2020 21:00:00;15.01.2020 22:00:00;10323;3569;2659;1390
15.01.2020 22:00:00;15.01.2020 23:00:00;10082;3454;2584;1269
15.01.2020 23:00:00;16.01.2020 00:00:00;9598;3203;2509;1268
16.01.2020 00:00:00;16.01.2020 01:00:00;9264;3144;2439;1160
16.01.2020 01:00:00;16.01.2020 02:00:00;9081;3224;2409;1157
16.01.2020 02:00:00;16.01.2020 03:00:00;8968;3095;2342;1283
16.01.2020 03:00:00;16.01.2020 04:00:00;9083;3003;2308;1297
16.01.2020 04:00:00;16.01.2020 05:00:00;9449;3199;2320;1301
