Delivery Start (CET);Delivery End (CET);FI Volume (MW);NO3 Volume (MW);NO4 Volume (MW);SE1 Volume (MW)
07.03.2022 18:00:00;07.03.2022 19:00:00;11052;3704;2619;1530
07.03.2022 19:00:00;07.03.2022 20:00:00;10913;3698;2643;1409
07.03.2022 20:00:00;07.03.2022 21:00:00;10585;3582;2609;1341
07.03.2022 21:00:00;07.03.2022 22:00:00;10601;3565;2618;1364
07.03.2022 22:00:00;07.03.2022 23:00:00;10434;3528;2507;1401
07.03.2022 23:00:00;08.03.2022 00:00:00;10033;3429;2465;1296
08.03.2022 00:00:00;08.03.2022 01:00:00;9820;3307;2454;1310
08.03.2022 01:00:00;08.03.2022 02:00:00;9703;3277;2464;1431
08.03.2022 02:00:00;08.03.2022 03:00:00;9598;3260;2444;1414
08.03.2022 03:00:00;08.03.2022 04:00:00;9797;3255;2469;1333
08.03.2022 04:00:00;08.03.2022 05:00:00;10145;3276;2474;1348
08.03.2022 05:00:00;08.03.2022 06:00:00;10817;3305;2458;1393
08.03.2022 06:00:00;08.03.2022 07:00:00;11046;3397;2540;1477
08.03.2022 07:00:00;08.03.2022 08:00:00;11266;3632;2567;1492
08.03.2022 08:00:00;08.03.2022 09:00:00;11328;3797;2644;1488
08.03.2022 09:00:00;08.03.2022 10:00:00;11237;3805;2596;1530
08.03.2022 10:00:00;08.03.2022 11:00:00;11223;3762;2623;1503
08.03.2022 11:00:00;08.03.2022 12:00:00;11140;3660;2595;1499
08.03.2022 12:00:00;08.03.2022 13:00:00;10967;3472;2602;1535
08.03.2022 13:00:00;08.03.2022 14:00:00;10908;3423;2569;1514
08.03.2022 14:00:00;08.03.2022 15:00:00;10845;3411;2530;1472
08.03.2022 15:00:00;08.03.2022 16:00:00;10772;3452;2559;1466
08.03.2022 16:00:00;08.03.2022 17:00:00;10852;3482;2577;1523
08.03.2022 17:00:00;08.03.2022 18:00:00;11171;3516;2571;1603
08.03.2022 18:00:00;08.03.2022 19:00:00;11240;3585;2605;1546
08.03.2022 19:00:00;08.03.2022 20:00:00;11142;3646;2557;1673
08.03.2022 20:00:00;08.03.2022 21:00:00;10722;3608;2546;1507
08.03.2022 21:00:00;08.03.2022 22:00:00;10759;3543;2523;1518
08.03.2022 22:00:00;08.03.2022 23:00:00;10454;3507;2434;1526
08.03.2022 23:00:00;09.03.2022 00:00:00;10100;3390;2363;1455
09.03.2022 00:00:00;09.03.2022 01:00:00;9841;3348;2336;1471
09.03.2022 01:00:00;09.03.2022 02:00:00;9646;3278;2396;1450
09.03.2022 02:00:00;09.03.2022 03:00:00;9616;3216;2541;1353
09.03.2022 03:00:00;09.03.2022 04:00:00;9649;3311;2332;1374
09.03.2022 04:00:00;09.03.2022 05:00:00;10022;3375;2358;1447
09.03.2022 05:00:00;09.03.2022 06:00:00;10644;3357;2374;1485
09.03.2022 06:00:00;09.03.2022 07:00:00;10785;3558;2456;1567
09.03.2022 07:00:00;09.03.2022 08:00:00;10949;3505;2582;1604
09.03.2022 08:00:00;09.03.2022 09:00:00;11024;3554;2567;1461
09.03.2022 09:00:00;09.03.2022 10:00:00;11030;3691;2432;1496
09.03.2022 10:00:00;09.03.2022 11:00:00;11052;3594;2631;1512
09.03.2022 11:00:00;09.03.2022 12:00:00;11007;3356;2490;1517
09.03.2022 12:00:00;09.03.2022 13:00:00;10852;3372;2404;1496
09.03.2022 13:00:00;09.03.2022 14:00:00;10658;3327;2231;1541
09.03.2022 14:00:00;09.03.2022 15:00:00;10633;3268;2400;1441
09.03.2022 15:00:00;09.03.2022 16:00:00;10676;3330;2451;1365
09.03.2022 16:00:00;09.03.2022 17:00:00;10846;3319;2494;1229
09.03.2022 17:00:00;09.03.2022 18:00:00;11201;3351;2517;1278
09.03.2022 18:00:00;09.03.2022 19:00:00;11423;3407;2537;1453
09.03.2022 19:00:00;09.03.2022 20:00:00;11208;3542;2508;1666
09.03.2022 20:00:00;09.03.2022 21:00:00;10777;3520;2504;1770
09.03.2022 21:00:00;09.03.2022 22:00:00;10834;3515;2507;1694
09.03.2022 22:00:00;09.03.2022 23:00:00;10639;3467;2481;1549
09.03.2022 23:00:00;10.03.2022 00:00:00;10311;3205;2397;1427
10.03.2022 00:00:00;10.03.2022 01:00:00;10052;3124;2296;1464
10.03.2022 01:00:00;10.03.2022 02:00:00;9897;3063;2273;1459
10.03.2022 02:00:00;10.03.2022 03:00:00;9875;3133;2242;1271
10.03.2022 03:00:00;10.03.2022 04:00:00;9943;3107;2271;1228
10.03.2022 04:00:00;10.03.2022 05:00:00;10210;3077;2308;1218
10.03.2022 05:00:00;10.03.2022 06:00:00;10790;3150;2376;1310
10.03.2022 06:00:00;10.03.2022 07:00:00;10962;3304;2414;1449
10.03.2022 07:00:00;10.03.2022 08:00:00;11126;3459;2556;1505
10.03.2022 08:00:00;10.03.2022 09:00:00;11146;3596;2533;1379
10.03.2022 09:00:00;10.03.2022 10:00:00;11066;3674;2517;1406
10.03.2022 10:00:00;10.03.2022 11:00:00;10971;3622;2419;1320
10.03.2022 11:00:00;10.03.2022 12:00:00;10879;3571;2407;1180
10.03.2022 12:00:00;10.03.2022 13:00:00;10742;3654;2455;1137
10.03.2022 13:00:00;10.03.2022 14:00:00;10591;3645;2582;1213
10.03.2022 14:00:00;10.03.2022 15:00:00;10557;3641;2589;1230
10.03.2022 15:00:00;10.03.2022 16:00:00;10512;3564;2500;1370
10.03.2022 16:00:00;10.03.2022 17:00:00;10521;3579;2533;1357
10.03.2022 17:00:00;10.03.2022 18:00:00;10803;3591;2547;1384
10.03.2022 18:00:00;10.03.2022 19:00:00;11019;3605;2514;1349
10.03.2022 19:00:00;10.03.2022 20:00:00;10879;3506;2491;1298
10.03.2022 20:00:00;10.03.2022 21:00:00;10373;3535;2502;1208
10.03.2022 21:00:00;10.03.2022 22:00:00;10440;3405;2462;1185
10.03.2022 22:00:00;10.03.2022 23:00:00;10183;3394;2347;1119
10.03.2022 23:00:00;11.03.2022 00:00:00;9764;3368;2295;1172
11.03.2022 00:00:00;11.03.2022 01:00:00;9470;3345;2271;1209
11.03.2022 01:00:00;11.03.2022 02:00:00;9238;3173;2267;1131
11.03.2022 02:00:00;11.03.2022 03:00:00;9241;3143;2267;1144
11.03.2022 03:00:00;11.03.2022 04:00:00;9307;3196;2237;1215
11.03.2022 04:00:00;11.03.2022 05:00:00;9604;3285;2322;1028
11.03.2022 05:00:00;11.03.2022 06:00:00;10255;3191;2230;873
11.03.2022 06:00:00;11.03.2022 07:00:00;10518;3280;2275;1014
11.03.2022 07:00:00;11.03.2022 08:00:00;10722;3488;2413;1227
11.03.2022 08:00:00;11.03.2022 09:00:00;10698;3626;2484;1248
11.03.2022 09:00:00;11.03.2022 10:00:00;10749;3562;2491;1407
11.03.2022 10:00:00;11.03.2022 11:00:00;10661;3460;2532;1450
11.03.2022 11:00:00;11.03.2022 12:00:00;10536;3447;2504;1306
11.03.2022 12:00:00;11.03.2022 13:00:00;10354;3360;2383;1302
11.03.2022 13:00:00;11.03.2022 14:00:00;10158;3447;2397;1157
11.03.2022 14:00:00;11.03.2022 15:00:00;10138;3324;2395;1228
11.03.2022 15:00:00;11.03.2022 16:00:00;10175;3256;2416;1397
11.03.2022 16:00:00;11.03.2022 17:00:00;10265;3275;2425;1498
11.03.2022 17:00:00;11.03.2022 18:00:00;10548;3316;2402;1474
11.03.2022 18:00:00;11.03.2022 19:00:00;10796;3373;2442;1431
11.03.2022 19:00:00;11.03.2022 20:00:00;10523;3390;2420;1394
11.03.2022 20:00:00;11.03.2022 21:00:00;10123;3324;2346;1225
11.03.2022 21:00:00;11.03.2022 22:00:00;10158;3328;2305;1123
11.03.2022 22:00:00;11.03.2022 23:00:00;9957;3300;2307;966
11.03.2022 23:00:00;12.03.2022 00:00:00;9583;3222;2243;918
12.03.2022 00:00:00;12.03.2022 01:00:00;9293;3168;2148;1171
12.03.2022 01:00:00;12.03.2022 02:00:00;9178;3177;2200;1337
12.03.2022 02:00:00;12.03.2022 03:00:00;9107;3214;2262;1352
12.03.2022 03:00:00;12.03.2022 04:00:00;9213;3190;2250;1315
12.03.2022 04:00:00;12.03.2022 05:00:00;9388;3240;2216;1285
12.03.2022 05:00:00;12.03.2022 06:00:00;9530;3348;2190;1254
12.03.2022 06:00:00;12.03.2022 07:00:00;9535;3284;2240;1268
12.03.2022 07:00:00;12.03.2022 08:00:00;9754;3285;2252;1276
12.03.2022 08:00:00;12.03.2022 09:00:00;9779;3392;2238;1229
12.03.2022 09:00:00;12.03.2022 10:00:00;9733;3394;2255;1210
12.03.2022 10:00:00;12.03.2022 11:00:00;9596;3372;2264;1172
12.03.2022 11:00:00;12.03.2022 12:00:00;9378;3273;2232;1186
12.03.2022 12:00:00;12.03.2022 13:00:00;9172;3171;2197;1192
12.03.2022 13:00:00;12.03.2022 14:00:00;9067;3151;2173;1103
12.03.2022 14:00:00;12.03.2022 15:00:00;9067;3083;2185;1181
12.03.2022 15:00:00;12.03.2022 16:00:00;9249;3161;2177;1243
12.03.2022 16:00:00;12.03.2022 17:00:00;9509;3160;2234;1273
12.03.2022 17:00:00;12.03.2022 18:00:00;10025;3285;2250;1325
12.03.2022 18:00:00;12.03.2022 19:00:00;10408;3305;2330;1315
12.03.2022 19:00:00;12.03.2022 20:00:00;10215;3362;2326;1242
12.03.2022 20:00:00;12.03.2022 21:00:00;9835;3274;2323;1258
12.03.2022 21:00:00;12.03.2022 22:00:00;9998;3251;2256;1251
12.03.2022 22:00:00;12.03.2022 23:00:00;9892;3156;2248;1256
12.03.2022 23:00:00;13.03.2022 00:00:00;9622;3112;2251;1246
13.03.2022 00:00:00;13.03.2022 01:00:00;9365;3008;2161;1223
13.03.2022 01:00:00;13.03.2022 02:00:00;9236;2861;2216;1221
13.03.2022 02:00:00;13.03.2022 03:00:00;9181;2824;2232;1225
13.03.2022 03:00:00;13.03.2022 04:00:00;9253;2945;2214;1165
13.03.2022 04:00:00;13.03.2022 05:00:00;9363;2965;2158;1224
13.03.2022 05:00:00;13.03.2022 06:00:00;9413;3008;2178;1298
13.03.2022 06:00:00;13.03.2022 07:00:00;9473;3197;2195;1327
13.03.2022 07:00:00;13.03.2022 08:00:00;9693;3280;2237;1289
13.03.2022 08:00:00;13.03.2022 09:00:00;9630;3266;2271;1227
13.03.2022 09:00:00;13.03.2022 10:00:00;9611;3268;2301;1175
13.03.2022 10:00:00;13.03.2022 11:00:00;9476;3263;2293;1143
13.03.2022 11:00:00;13.03.2022 12:00:00;9291;3163;2283;1198
13.03.2022 12:00:00;13.03.2022 13:00:00;9139;3037;2228;1244
13.03.2022 13:00:00;13.03.2022 14:00:00;9018;3087;2163;1267
13.03.2022 14:00:00;13.03.2022 15:00:00;8995;3149;2191;1352
13.03.2022 15:00:00;13.03.2022 16:00:00;9071;3137;2184;1408
13.03.2022 16:00:00;13.03.2022 17:00:00;9189;3206;2188;1340
13.03.2022 17:00:00;13.03.2022 18:00:00;9626;3308;2248;1264
13.03.2022 18:00:00;13.03.2022 19:00:00;10060;3318;2315;1249
13.03.2022 19:00:00;13.03.2022 20:00:00;9894;3285;2374;1388
13.03.2022 20:00:00;13.03.2022 21:00:00;9560;3263;2406;1407
13.03.2022 21:00:00;13.03.2022 22:00:00;9828;3206;2399;1360
13.03.2022 22:00:00;13.03.2022 23:00:00;9724;3196;2370;1323
13.03.2022 23:00:00;14.03.2022 00:00:00;9486;3171;2317;1313
14.03.2022 00:00:00;14.03.2022 01:00:00;9306;3152;2238;1268
14.03.2022 01:00:00;14.03.2022 02:00:00;9187;3149;2189;1255
14.03.2022 02:00:00;14.03.2022 03:00:00;9228;3093;2153;1239
14.03.2022 03:00:00;14.03.2022 04:00:00;9398;3064;2200;1324
14.03.2022 04:00:00;14.03.2022 05:00:00;9827;3023;2272;1323
14.03.2022 05:00:00;14.03.2022 06:00:00;10487;3081;2306;1350
14.03.2022 06:00:00;14.03.2022 07:00:00;10854;3240;2389;1456
14.03.2022 07:00:00;14.03.2022 08:00:00;10977;3362;2480;1518
14.03.2022 08:00:00;14.03.2022 09:00:00;10767;3390;2521;1450
14.03.2022 09:00:00;14.03.2022 10:00:00;10527;3363;2483;1444
14.03.2022 10:00:00;14.03.2022 11:00:00;10412;3453;2417;1492
14.03.2022 11:00:00;14.03.2022 12:00:00;10231;3402;2405;1415
14.03.2022 12:00:00;14.03.2022 13:00:00;9972;3435;2334;1319
14.03.2022 13:00:00;14.03.2022 14:00:00;9799;3389;2326;1322
14.03.2022 14:00:00;14.03.2022 15:00:00;9684;3347;2336;1446
14.03.2022 15:00:00;14.03.2022 16:00:00;9603;3299;2345;1359
14.03.2022 16:00:00;14.03.2022 17:00:00;9681;3333;2367;1294
14.03.2022 17:00:00;14.03.2022 18:00:00;9932;3298;2394;1275
14.03.2022 18:00:00;14.03.2022 19:00:00;10389;3337;2452;1132
14.03.2022 19:00:00;14.03.2022 20:00:00;10200;3364;2475;1245
14.03.2022 20:00:00;14.03.2022 21:00:00;9854;3426;2351;1111
14.03.2022 21:00:00;14.03.2022 22:00:00;9988;3445;2254;1190
14.03.2022 22:00:00;14.03.2022 23:00:00;9838;3327;2274;1338
14.03.2022 23:00:00;15.03.2022 00:00:00;9510;3047;2270;1230
15.03.2022 00:00:00;15.03.2022 01:00:00;9260;2954;2226;1307
15.03.2022 01:00:00;15.03.2022 02:00:00;9182;3007;2193;1364
15.03.2022 02:00:00;15.03.2022 03:00:00;9207;3148;2213;1475
15.03.2022 03:00:00;15.03.2022 04:00:00;9387;3333;2216;1317
15.03.2022 04:00:00;15.03.2022 05:00:00;9804;3430;2207;1354
15.03.2022 05:00:00;15.03.2022 06:00:00;10528;3374;2226;1453
15.03.2022 06:00:00;15.03.2022 07:00:00;10829;3472;2309;1522
15.03.2022 07:00:00;15.03.2022 08:00:00;10874;3673;2387;1555
15.03.2022 08:00:00;15.03.2022 09:00:00;10767;3669;2440;1525
15.03.2022 09:00:00;15.03.2022 10:00:00;10562;3570;2400;1505
15.03.2022 10:00:00;15.03.2022 11:00:00;10337;3501;2355;1387
15.03.2022 11:00:00;15.03.2022 12:00:00;10124;3380;2293;1370
15.03.2022 12:00:00;15.03.2022 13:00:00;9888;3361;2238;1438
15.03.2022 13:00:00;15.03.2022 14:00:00;9760;3275;2255;1356
15.03.2022 14:00:00;15.03.2022 15:00:00;9696;3269;2172;1311
15.03.2022 15:00:00;15.03.2022 16:00:00;9656;3377;2210;1435
15.03.2022 16:00:00;15.03.2022 17:00:00;9715;3360;2216;1325
15.03.2022 17:00:00;15.03.2022 18:00:00;10015;3303;2210;1211
15.03.2022 18:00:00;15.03.2022 19:00:00;10560;3375;2231;1169
15.03.2022 19:00:00;15.03.2022 20:00:00;10459;3467;2267;1005
15.03.2022 20:00:00;15.03.2022 21:00:00;10089;3460;2299;1015
15.03.2022 21:00:00;15.03.2022 22:00:00;10216;3464;2306;1197
15.03.2022 22:00:00;15.03.2022 23:00:00;10029;3413;2317;1230
15.03.2022 23:00:00;16.03.2022 00:00:00;9697;3339;2315;1113
16.03.2022 00:00:00;16.03.2022 01:00:00;9361;3250;2249;1061
16.03.2022 01:00:00;16.03.2022 02:00:00;9244;3184;2207;1092
16.03.2022 02:00:00;16.03.2022 03:00:00;9225;3098;2141;1263
16.03.2022 03:00:00;16.03.2022 04:00:00;9395;3006;2155;1318
16.03.2022 04:00:00;16.03.2022 05:00:00;9822;2973;2197;1388
16.03.2022 05:00:00;16.03.2022 06:00:00;10438;3123;2317;1275
16.03.2022 06:00:00;16.03.2022 07:00:00;10640;3350;2355;983
16.03.2022 07:00:00;16.03.2022 08:00:00;10609;3650;2468;900
16.03.2022 08:00:00;16.03.2022 09:00:00;10512;3605;2445;1005
16.03.2022 09:00:00;16.03.2022 10:00:00;10307;3343;2443;1209
16.03.2022 10:00:00;16.03.2022 11:00:00;10126;3304;2413;1284
16.03.2022 11:00:00;16.03.2022 12:00:00;9963;3362;2337;1311
16.03.2022 12:00:00;16.03.2022 13:00:00;9831;3416;2246;1104
16.03.2022 13:00:00;16.03.2022 14:00:00;9679;3306;2293;1111
16.03.2022 14:00:00;16.03.2022 15:00:00;9636;3187;2271;1205
16.03.2022 15:00:00;16.03.2022 16:00:00;9581;3168;2283;1385
16.03.2022 16:00:00;16.03.2022 17:00:00;9588;3175;2334;1318
16.03.2022 17:00:00;16.03.2022 18:00:00;9942;3213;2352;1199
16.03.2022 18:00:00;16.03.2022 19:00:00;10503;3297;2471;1019
16.03.2022 19:00:00;16.03.2022 20:00:00;10378;3208;2537;1005
16.03.2022 20:00:00;16.03.2022 21:00:00;9893;3137;2254;1101
16.03.2022 21:00:00;16.03.2022 22:00:00;9920;3254;2411;1202
16.03.2022 22:00:00;16.03.2022 23:00:00;9735;3013;2274;1034
16.03.2022 23:00:00;17.03.2022 00:00:00;9351;2804;2248;927
17.03.2022 00:00:00;17.03.2022 01:00:00;9050;2958;2200;1105
17.03.2022 01:00:00;17.03.2022 02:00:00;9044;2901;2262;1072
17.03.2022 02:00:00;17.03.2022 03:00:00;9043;2992;2161;955
17.03.2022 03:00:00;17.03.2022 04:00:00;9133;2788;2166;908
17.03.2022 04:00:00;17.03.2022 05:00:00;9518;2824;2155;1026
17.03.2022 05:00:00;17.03.2022 06:00:00;10104;2902;2153;997
17.03.2022 06:00:00;17.03.2022 07:00:00;10477;3096;2298;992
17.03.2022 07:00:00;17.03.2022 08:00:00;10596;3363;2391;960
17.03.2022 08:00:00;17.03.2022 09:00:00;10479;3239;2453;1163
17.03.2022 09:00:00;17.03.2022 10:00:00;10232;3220;2453;1404
17.03.2022 10:00:00;17.03.2022 11:00:00;9990;3302;2395;1442
17.03.2022 11:00:00;17.03.2022 12:00:00;9788;3375;2383;1185
17.03.2022 12:00:00;17.03.2022 13:00:00;9521;3333;2311;1140
17.03.2022 13:00:00;17.03.2022 14:00:00;9416;3270;2297;1065
17.03.2022 14:00:00;17.03.2022 15:00:00;9291;3250;2270;1003
17.03.2022 15:00:00;17.03.2022 16:00:00;9293;3353;2242;1145
17.03.2022 16:00:00;17.03.2022 17:00:00;9421;3479;2278;1084
17.03.2022 17:00:00;17.03.2022 18:00:00;9658;3526;2386;1122
17.03.2022 18:00:00;17.03.2022 19:00:00;10230;3467;2334;1222
17.03.2022 19:00:00;17.03.2022 20:00:00;10131;3445;2289;1179
17.03.2022 20:00:00;17.03.2022 21:00:00;9761;3541;2248;1146
17.03.2022 21:00:00;17.03.2022 22:00:00;9867;3581;2270;1208
17.03.2022 22:00:00;17.03.2022 23:00:00;9632;3645;2239;1168
17.03.2022 23:00:00;18.03.2022 00:00:00;9204;3502;2161;1071
18.03.2022 00:00:00;18.03.2022 01:00:00;8922;3184;2136;1027
18.03.2022 01:00:00;18.03.2022 02:00:00;8824;2883;2024;1035
18.03.2022 02:00:00;18.03.2022 03:00:00;8843;2724;2040;1077
18.03.2022 03:00:00;18.03.2022 04:00:00;8945;2995;2066;1143
18.03.2022 04:00:00;18.03.2022 05:00:00;9368;3093;2123;1000
18.03.2022 05:00:00;18.03.2022 06:00:00;9919;3078;2199;989
18.03.2022 06:00:00;18.03.2022 07:00:00;10265;3343;2336;1301
18.03.2022 07:00:00;18.03.2022 08:00:00;10456;3632;2505;1496
18.03.2022 08:00:00;18.03.2022 09:00:00;10450;3643;2505;1280
18.03.2022 09:00:00;18.03.2022 10:00:00;10340;3629;2468;1088
18.03.2022 10:00:00;18.03.2022 11:00:00;10360;3789;2482;1080
18.03.2022 11:00:00;18.03.2022 12:00:00;10349;3544;2461;1175
18.03.2022 12:00:00;18.03.2022 13:00:00;10283;3474;2368;1105
18.03.2022 13:00:00;18.03.2022 14:00:00;10132;3326;2359;1199
18.03.2022 14:00:00;18.03.2022 15:00:00;10065;3390;2466;929
18.03.2022 15:00:00;18.03.2022 16:00:00;10066;3333;2416;1095
18.03.2022 16:00:00;18.03.2022 17:00:00;10045;3288;2393;1099
18.03.2022 17:00:00;18.03.2022 18:00:00;10139;3441;2580;1327
18.03.2022 18:00:00;18.03.2022 19:00:00;10456;3514;2498;1545
18.03.2022 19:00:00;18.03.2022 20:00:00;10216;3406;2491;1063
18.03.2022 20:00:00;18.03.2022 21:00:00;9774;3440;2452;827
18.03.2022 21:00:00;18.03.2022 22:00:00;9806;3475;2364;935
18.03.2022 22:00:00;18.03.2022 23:00:00;9536;3439;2331;1028
18.03.2022 23:00:00;19.03.2022 00:00:00;9118;3327;2278;1075
19.03.2022 00:00:00;19.03.2022 01:00:00;8823;3100;2272;1111
19.03.2022 01:00:00;19.03.2022 02:00:00;8629;3035;2256;1142
19.03.2022 02:00:00;19.03.2022 03:00:00;8546;3042;2202;1105
19.03.2022 03:00:00;19.03.2022 04:00:00;8640;2970;2249;1033
19.03.2022 04:00:00;19.03.2022 05:00:00;8788;3042;2251;1010
19.03.2022 05:00:00;19.03.2022 06:00:00;8919;3107;2279;977
19.03.2022 06:00:00;19.03.2022 07:00:00;9033;3118;2337;970
19.03.2022 07:00:00;19.03.2022 08:00:00;9211;3173;2509;1136
19.03.2022 08:00:00;19.03.2022 09:00:00;9330;3231;2606;1286
19.03.2022 09:00:00;19.03.2022 10:00:00;9238;3239;2590;1260
19.03.2022 10:00:00;19.03.2022 11:00:00;9108;3246;2577;1309
19.03.2022 11:00:00;19.03.2022 12:00:00;8998;3160;2568;1097
19.03.2022 12:00:00;19.03.2022 13:00:00;8837;3146;2515;991
19.03.2022 13:00:00;19.03.2022 14:00:00;8835;3069;2508;1068
19.03.2022 14:00:00;19.03.2022 15:00:00;8831;3117;2361;1147
19.03.2022 15:00:00;19.03.2022 16:00:00;9049;3046;2374;1140
19.03.2022 16:00:00;19.03.2022 17:00:00;9240;3108;2323;1137
19.03.2022 17:00:00;19.03.2022 18:00:00;9668;3050;2381;1076
19.03.2022 18:00:00;19.03.2022 19:00:00;10059;3110;2386;1125
19.03.2022 19:00:00;19.03.2022 20:00:00;9858;3276;2404;1140
19.03.2022 20:00:00;19.03.2022 21:00:00;9424;3167;2382;1193
19.03.2022 21:00:00;19.03.2022 22:00:00;9487;3103;2347;1100
19.03.2022 22:00:00;19.03.2022 23:00:00;9291;3188;2327;1052
19.03.2022 23:00:00;20.03.2022 00:00:00;8876;3238;2260;1009
20.03.2022 00:00:00;20.03.2022 01:00:00;8600;3241;2204;932
20.03.2022 01:00:00;20.03.2022 02:00:00;8461;3145;2186;1169
20.03.2022 02:00:00;20.03.2022 03:00:00;8355;3112;2159;1076
20.03.2022 03:00:00;20.03.2022 04:00:00;8411;3055;2134;1088
20.03.2022 04:00:00;20.03.2022 05:00:00;8521;3009;1948;919
20.03.2022 05:00:00;20.03.2022 06:00:00;8483;3180;1928;1009
20.03.2022 06:00:00;20.03.2022 07:00:00;8534;3242;2003;980
20.03.2022 07:00:00;20.03.2022 08:00:00;8670;3275;2079;944
20.03.2022 08:00:00;20.03.2022 09:00:00;8646;3143;2115;1084
20.03.2022 09:00:00;20.03.2022 10:00:00;8605;3130;2069;1105
20.03.2022 10:00:00;20.03.2022 11:00:00;8554;3123;2091;1204
20.03.2022 11:00:00;20.03.2022 12:00:00;8520;3077;2120;1150
20.03.2022 12:00:00;20.03.2022 13:00:00;8363;3136;2097;887
20.03.2022 13:00:00;20.03.2022 14:00:00;8305;3068;2112;1128
20.03.2022 14:00:00;20.03.2022 15:00:00;8269;3061;2133;1227
20.03.2022 15:00:00;20.03.2022 16:00:00;8407;3103;2114;1299
20.03.2022 16:00:00;20.03.2022 17:00:00;8513;3116;2118;1135
20.03.2022 17:00:00;20.03.2022 18:00:00;8783;3075;2147;1196
20.03.2022 18:00:00;20.03.2022 19:00:00;9300;3113;2211;1215
20.03.2022 19:00:00;20.03.2022 20:00:00;9225;3112;2273;1120
20.03.2022 20:00:00;20.03.2022 21:00:00;8889;3136;2308;1128
20.03.2022 21:00:00;20.03.2022 22:00:00;9097;3172;2272;1233
20.03.2022 22:00:00;20.03.2022 23:00:00;9069;3048;2238;1124
20.03.2022 23:00:00;21.03.2022 00:00:00;8723;2949;2191;1245
21.03.2022 00:00:00;21.03.2022 01:00:00;8479;3016;2045;990
21.03.2022 01:00:00;21.03.2022 02:00:00;8353;3009;1985;931
21.03.2022 02:00:00;21.03.2022 03:00:00;8380;3053;2056;963
21.03.2022 03:00:00;21.03.2022 04:00:00;8548;3088;2110;975
21.03.2022 04:00:00;21.03.2022 05:00:00;8944;3070;2141;978
21.03.2022 05:00:00;21.03.2022 06:00:00;9570;3198;2139;1002
21.03.2022 06:00:00;21.03.2022 07:00:00;10054;3410;2200;1055
21.03.2022 07:00:00;21.03.2022 08:00:00;10163;3588;2305;1175
21.03.2022 08:00:00;21.03.2022 09:00:00;10007;3569;2386;1558
21.03.2022 09:00:00;21.03.2022 10:00:00;9732;3542;2499;1251
21.03.2022 10:00:00;21.03.2022 11:00:00;9580;3474;2481;1017
21.03.2022 11:00:00;21.03.2022 12:00:00;9398;3400;2458;1087
21.03.2022 12:00:00;21.03.2022 13:00:00;9333;3320;2435;1076
21.03.2022 13:00:00;21.03.2022 14:00:00;9230;3346;2420;1058
21.03.2022 14:00:00;21.03.2022 15:00:00;9152;3391;2430;1199
21.03.2022 15:00:00;21.03.2022 16:00:00;9160;3378;2447;1183
21.03.2022 16:00:00;21.03.2022 17:00:00;9251;3344;2414;1150
21.03.2022 17:00:00;21.03.2022 18:00:00;9400;3360;2407;1040
21.03.2022 18:00:00;21.03.2022 19:00:00;9819;3425;2350;1106
21.03.2022 19:00:00;21.03.2022 20:00:00;9787;3486;2319;1044
21.03.2022 20:00:00;21.03.2022 21:00:00;9374;3527;2301;881
21.03.2022 21:00:00;21.03.2022 22:00:00;9453;3465;2309;1003
21.03.2022 22:00:00;21.03.2022 23:00:00;9316;3412;2286;924
21.03.2022 23:00:00;22.03.2022 00:00:00;8958;3386;2299;1178
22.03.2022 00:00:00;22.03.2022 01:00:00;8735;3315;2190;1140
22.03.2022 01:00:00;22.03.2022 02:00:00;8580;3224;2225;1316
22.03.2022 02:00:00;22.03.2022 03:00:00;8636;3197;2276;1278
22.03.2022 03:00:00;22.03.2022 04:00:00;8819;3233;2307;1245
22.03.2022 04:00:00;22.03.2022 05:00:00;9079;3238;2307;1130
22.03.2022 05:00:00;22.03.2022 06:00:00;9661;3252;2256;1159
22.03.2022 06:00:00;22.03.2022 07:00:00;10056;3416;2282;1200
22.03.2022 07:00:00;22.03.2022 08:00:00;10116;3589;2444;1199
22.03.2022 08:00:00;22.03.2022 09:00:00;10034;3641;2497;1157
22.03.2022 09:00:00;22.03.2022 10:00:00;9743;3604;2555;1015
22.03.2022 10:00:00;22.03.2022 11:00:00;9643;3571;2487;1160
22.03.2022 11:00:00;22.03.2022 12:00:00;9503;3481;2409;1182
22.03.2022 12:00:00;22.03.2022 13:00:00;9277;3432;2328;1267
22.03.2022 13:00:00;22.03.2022 14:00:00;9246;3401;2456;1308
22.03.2022 14:00:00;22.03.2022 15:00:00;9203;3346;2437;1246
22.03.2022 15:00:00;22.03.2022 16:00:00;9163;3364;2413;1104
22.03.2022 16:00:00;22.03.2022 17:00:00;9255;3385;2430;1155
22.03.2022 17:00:00;22.03.2022 18:00:00;9350;3314;2440;1274
22.03.2022 18:00:00;22.03.2022 19:00:00;9823;3285;2428;972
22.03.2022 19:00:00;22.03.2022 20:00:00;9866;3383;2472;1179
22.03.2022 20:00:00;22.03.2022 21:00:00;9444;3373;2418;1152
22.03.2022 21:00:00;22.03.2022 22:00:00;9456;3406;2432;1071
22.03.2022 22:00:00;22.03.2022 23:00:00;9267;3360;2293;1075
22.03.2022 23:00:00;23.03.2022 00:00:00;8862;3171;2272;1029
23.03.2022 00:00:00;23.03.2022 01:00:00;8634;2977;2236;982
