Delivery Start (CET);Delivery End (CET);Price (NOK)
02.01.2023 20:00:00;02.01.2023 21:00:00;1583.57
02.01.2023 21:00:00;02.01.2023 22:00:00;1486.56
02.01.2023 22:00:00;02.01.2023 23:00:00;1435.42
02.01.2023 23:00:00;03.01.2023 00:00:00;1322.2
03.01.2023 00:00:00;03.01.2023 01:00:00;1189.68
03.01.2023 01:00:00;03.01.2023 02:00:00;1050.77
03.01.2023 02:00:00;03.01.2023 03:00:00;1037.95
03.01.2023 03:00:00;03.01.2023 04:00:00;982.89
03.01.2023 04:00:00;03.01.2023 05:00:00;987.72
03.01.2023 05:00:00;03.01.2023 06:00:00;1061.59
03.01.2023 06:00:00;03.01.2023 07:00:00;1331.01
03.01.2023 07:00:00;03.01.2023 08:00:00;1532.12
03.01.2023 08:00:00;03.01.2023 09:00:00;1597.59
03.01.2023 09:00:00;03.01.2023 10:00:00;1622.49
03.01.2023 10:00:00;03.01.2023 11:00:00;1623.54
03.01.2023 11:00:00;03.01.2023 12:00:00;1666.1
03.01.2023 12:00:00;03.01.2023 13:00:00;1628.69
03.01.2023 13:00:00;03.01.2023 14:00:00;1625.64
03.01.2023 14:00:00;03.01.2023 15:00:00;1637.62
03.01.2023 15:00:00;03.01.2023 16:00:00;1679.02
03.01.2023 16:00:00;03.01.2023 17:00:00;1674.4
03.01.2023 17:00:00;03.01.2023 18:00:00;1681.86
03.01.2023 18:00:00;03.01.2023 19:00:00;1680.7
03.01.2023 19:00:00;03.01.2023 20:00:00;1628.58
03.01.2023 20:00:00;03.01.2023 21:00:00;1527.92
03.01.2023 21:00:00;03.01.2023 22:00:00;1375.66
03.01.2023 22:00:00;03.01.2023 23:00:00;1220.78
03.01.2023 23:00:00;04.01.2023 00:00:00;1011.99
04.01.2023 00:00:00;04.01.2023 01:00:00;892.51
04.01.2023 01:00:00;04.01.2023 02:00:00;832.4
04.01.2023 02:00:00;04.01.2023 03:00:00;699.55
04.01.2023 03:00:00;04.01.2023 04:00:00;648.36
04.01.2023 04:00:00;04.01.2023 05:00:00;668.12
04.01.2023 05:00:00;04.01.2023 06:00:00;746.63
04.01.2023 06:00:00;04.01.2023 07:00:00;831.97
04.01.2023 07:00:00;04.01.2023 08:00:00;971.76
04.01.2023 08:00:00;04.01.2023 09:00:00;1093.04
04.01.2023 09:00:00;04.01.2023 10:00:00;1155.26
04.01.2023 10:00:00;04.01.2023 11:00:00;1096.93
04.01.2023 11:00:00;04.01.2023 12:00:00;1124.57
04.01.2023 12:00:00;04.01.2023 13:00:00;1096.2
04.01.2023 13:00:00;04.01.2023 14:00:00;1077.59
04.01.2023 14:00:00;04.01.2023 15:00:00;1062.14
04.01.2023 15:00:00;04.01.2023 16:00:00;1098.3
04.01.2023 16:00:00;04.01.2023 17:00:00;1142.44
04.01.2023 17:00:00;04.01.2023 18:00:00;1176.7
04.01.2023 18:00:00;04.01.2023 19:00:00;1018.11
04.01.2023 19:00:00;04.01.2023 20:00:00;892.72
04.01.2023 20:00:00;04.01.2023 21:00:00;838.18
04.01.2023 21:00:00;04.01.2023 22:00:00;808.54
04.01.2023 22:00:00;04.01.2023 23:00:00;691.46
04.01.2023 23:00:00;05.01.2023 00:00:00;499.12
05.01.2023 00:00:00;05.01.2023 01:00:00;460.42
05.01.2023 01:00:00;05.01.2023 02:00:00;388.29
05.01.2023 02:00:00;05.01.2023 03:00:00;380.68
05.01.2023 03:00:00;05.01.2023 04:00:00;354.85
05.01.2023 04:00:00;05.01.2023 05:00:00;452.92
05.01.2023 05:00:00;05.01.2023 06:00:00;599.21
05.01.2023 06:00:00;05.01.2023 07:00:00;812.06
05.01.2023 07:00:00;05.01.2023 08:00:00;1069.17
05.01.2023 08:00:00;05.01.2023 09:00:00;1160.59
05.01.2023 09:00:00;05.01.2023 10:00:00;1301.09
05.01.2023 10:00:00;05.01.2023 11:00:00;1363.25
05.01.2023 11:00:00;05.01.2023 12:00:00;1415.55
05.01.2023 12:00:00;05.01.2023 13:00:00;1416.52
05.01.2023 13:00:00;05.01.2023 14:00:00;1433.99
05.01.2023 14:00:00;05.01.2023 15:00:00;1490.25
05.01.2023 15:00:00;05.01.2023 16:00:00;1575.67
05.01.2023 16:00:00;05.01.2023 17:00:00;1615.01
05.01.2023 17:00:00;05.01.2023 18:00:00;1655.3
05.01.2023 18:00:00;05.01.2023 19:00:00;1652.84
05.01.2023 19:00:00;05.01.2023 20:00:00;1630.55
05.01.2023 20:00:00;05.01.2023 21:00:00;1576.42
05.01.2023 21:00:00;05.01.2023 22:00:00;1480.29
05.01.2023 22:00:00;05.01.2023 23:00:00;1433.67
05.01.2023 23:00:00;06.01.2023 00:00:00;1304.09
06.01.2023 00:00:00;06.01.2023 01:00:00;1096.3
06.01.2023 01:00:00;06.01.2023 02:00:00;1011.07
06.01.2023 02:00:00;06.01.2023 03:00:00;918.24
06.01.2023 03:00:00;06.01.2023 04:00:00;806.89
06.01.2023 04:00:00;06.01.2023 05:00:00;801.1
06.01.2023 05:00:00;06.01.2023 06:00:00;837.19
06.01.2023 06:00:00;06.01.2023 07:00:00;955.71
06.01.2023 07:00:00;06.01.2023 08:00:00;1132.92
06.01.2023 08:00:00;06.01.2023 09:00:00;1247.8
06.01.2023 09:00:00;06.01.2023 10:00:00;1237.85
06.01.2023 10:00:00;06.01.2023 11:00:00;1198.87
06.01.2023 11:00:00;06.01.2023 12:00:00;1197.7
06.01.2023 12:00:00;06.01.2023 13:00:00;1202.51
06.01.2023 13:00:00;06.01.2023 14:00:00;1169.64
06.01.2023 14:00:00;06.01.2023 15:00:00;1239.67
06.01.2023 15:00:00;06.01.2023 16:00:00;1298.77
06.01.2023 16:00:00;06.01.2023 17:00:00;1325.75
06.01.2023 17:00:00;06.01.2023 18:00:00;1445.78
06.01.2023 18:00:00;06.01.2023 19:00:00;1380.14
06.01.2023 19:00:00;06.01.2023 20:00:00;1312.8
06.01.2023 20:00:00;06.01.2023 21:00:00;1270.18
06.01.2023 21:00:00;06.01.2023 22:00:00;1239.56
06.01.2023 22:00:00;06.01.2023 23:00:00;1196.3
06.01.2023 23:00:00;07.01.2023 00:00:00;1112.47
07.01.2023 00:00:00;07.01.2023 01:00:00;937.94
07.01.2023 01:00:00;07.01.2023 02:00:00;855.49
07.01.2023 02:00:00;07.01.2023 03:00:00;834.77
07.01.2023 03:00:00;07.01.2023 04:00:00;790.63
07.01.2023 04:00:00;07.01.2023 05:00:00;777.57
07.01.2023 05:00:00;07.01.2023 06:00:00;792.36
07.01.2023 06:00:00;07.01.2023 07:00:00;858.08
07.01.2023 07:00:00;07.01.2023 08:00:00;897.04
07.01.2023 08:00:00;07.01.2023 09:00:00;945.93
07.01.2023 09:00:00;07.01.2023 10:00:00;987.26
07.01.2023 10:00:00;07.01.2023 11:00:00;937.83
07.01.2023 11:00:00;07.01.2023 12:00:00;897.04
07.01.2023 12:00:00;07.01.2023 13:00:00;901.57
07.01.2023 13:00:00;07.01.2023 14:00:00;903.84
07.01.2023 14:00:00;07.01.2023 15:00:00;897.36
07.01.2023 15:00:00;07.01.2023 16:00:00;887.54
07.01.2023 16:00:00;07.01.2023 17:00:00;901.25
07.01.2023 17:00:00;07.01.2023 18:00:00;896.82
07.01.2023 18:00:00;07.01.2023 19:00:00;888.84
07.01.2023 19:00:00;07.01.2023 20:00:00;862.4
07.01.2023 20:00:00;07.01.2023 21:00:00;766.67
07.01.2023 21:00:00;07.01.2023 22:00:00;649.69
07.01.2023 22:00:00;07.01.2023 23:00:00;518.78
07.01.2023 23:00:00;08.01.2023 00:00:00;389.92
08.01.2023 00:00:00;08.01.2023 01:00:00;243.18
08.01.2023 01:00:00;08.01.2023 02:00:00;117.17
08.01.2023 02:00:00;08.01.2023 03:00:00;111.84
08.01.2023 03:00:00;08.01.2023 04:00:00;53.47
08.01.2023 04:00:00;08.01.2023 05:00:00;64.66
08.01.2023 05:00:00;08.01.2023 06:00:00;117.38
08.01.2023 06:00:00;08.01.2023 07:00:00;115.57
08.01.2023 07:00:00;08.01.2023 08:00:00;181.61
08.01.2023 08:00:00;08.01.2023 09:00:00;300.49
08.01.2023 09:00:00;08.01.2023 10:00:00;521.73
08.01.2023 10:00:00;08.01.2023 11:00:00;680.97
08.01.2023 11:00:00;08.01.2023 12:00:00;799.2
08.01.2023 12:00:00;08.01.2023 13:00:00;778.22
08.01.2023 13:00:00;08.01.2023 14:00:00;757.66
08.01.2023 14:00:00;08.01.2023 15:00:00;807.51
08.01.2023 15:00:00;08.01.2023 16:00:00;834.04
08.01.2023 16:00:00;08.01.2023 17:00:00;896.78
08.01.2023 17:00:00;08.01.2023 18:00:00;957.81
08.01.2023 18:00:00;08.01.2023 19:00:00;973.15
08.01.2023 19:00:00;08.01.2023 20:00:00;883.78
08.01.2023 20:00:00;08.01.2023 21:00:00;831.59
08.01.2023 21:00:00;08.01.2023 22:00:00;787.06
08.01.2023 22:00:00;08.01.2023 23:00:00;760.65
08.01.2023 23:00:00;09.01.2023 00:00:00;594.05
09.01.2023 00:00:00;09.01.2023 01:00:00;728.48
09.01.2023 01:00:00;09.01.2023 02:00:00;672.55
09.01.2023 02:00:00;09.01.2023 03:00:00;581.06
09.01.2023 03:00:00;09.01.2023 04:00:00;423.52
09.01.2023 04:00:00;09.01.2023 05:00:00;532.27
09.01.2023 05:00:00;09.01.2023 06:00:00;780.14
09.01.2023 06:00:00;09.01.2023 07:00:00;1005.74
09.01.2023 07:00:00;09.01.2023 08:00:00;1205.57
09.01.2023 08:00:00;09.01.2023 09:00:00;1342.13
09.01.2023 09:00:00;09.01.2023 10:00:00;1389.63
09.01.2023 10:00:00;09.01.2023 11:00:00;1352.78
09.01.2023 11:00:00;09.01.2023 12:00:00;1360.23
09.01.2023 12:00:00;09.01.2023 13:00:00;1274.17
09.01.2023 13:00:00;09.01.2023 14:00:00;1252.55
09.01.2023 14:00:00;09.01.2023 15:00:00;1287.16
09.01.2023 15:00:00;09.01.2023 16:00:00;1324.55
09.01.2023 16:00:00;09.01.2023 17:00:00;1352.35
09.01.2023 17:00:00;09.01.2023 18:00:00;1385.69
09.01.2023 18:00:00;09.01.2023 19:00:00;1367.48
09.01.2023 19:00:00;09.01.2023 20:00:00;1330.73
09.01.2023 20:00:00;09.01.2023 21:00:00;1300.27
09.01.2023 21:00:00;09.01.2023 22:00:00;1255.95
09.01.2023 22:00:00;09.01.2023 23:00:00;1172.66
09.01.2023 23:00:00;10.01.2023 00:00:00;1015.97
10.01.2023 00:00:00;10.01.2023 01:00:00;943.76
10.01.2023 01:00:00;10.01.2023 02:00:00;862.54
10.01.2023 02:00:00;10.01.2023 03:00:00;849.18
10.01.2023 03:00:00;10.01.2023 04:00:00;838.68
10.01.2023 04:00:00;10.01.2023 05:00:00;887.14
10.01.2023 05:00:00;10.01.2023 06:00:00;997.21
10.01.2023 06:00:00;10.01.2023 07:00:00;1269.31
10.01.2023 07:00:00;10.01.2023 08:00:00;1444.7
10.01.2023 08:00:00;10.01.2023 09:00:00;1480.01
10.01.2023 09:00:00;10.01.2023 10:00:00;1463.68
10.01.2023 10:00:00;10.01.2023 11:00:00;1455.84
10.01.2023 11:00:00;10.01.2023 12:00:00;1439.4
10.01.2023 12:00:00;10.01.2023 13:00:00;1428.69
10.01.2023 13:00:00;10.01.2023 14:00:00;1452.02
10.01.2023 14:00:00;10.01.2023 15:00:00;1473.76
10.01.2023 15:00:00;10.01.2023 16:00:00;1475.24
10.01.2023 16:00:00;10.01.2023 17:00:00;1448.73
10.01.2023 17:00:00;10.01.2023 18:00:00;1471.42
10.01.2023 18:00:00;10.01.2023 19:00:00;1418.51
10.01.2023 19:00:00;10.01.2023 20:00:00;1263.69
10.01.2023 20:00:00;10.01.2023 21:00:00;1108.23
10.01.2023 21:00:00;10.01.2023 22:00:00;962.75
10.01.2023 22:00:00;10.01.2023 23:00:00;848.33
10.01.2023 23:00:00;11.01.2023 00:00:00;576.23
11.01.2023 00:00:00;11.01.2023 01:00:00;422.77
11.01.2023 01:00:00;11.01.2023 02:00:00;286.33
11.01.2023 02:00:00;11.01.2023 03:00:00;242.03
11.01.2023 03:00:00;11.01.2023 04:00:00;112.1
11.01.2023 04:00:00;11.01.2023 05:00:00;235.19
11.01.2023 05:00:00;11.01.2023 06:00:00;288.36
11.01.2023 06:00:00;11.01.2023 07:00:00;554.41
11.01.2023 07:00:00;11.01.2023 08:00:00;853.66
11.01.2023 08:00:00;11.01.2023 09:00:00;1030.34
11.01.2023 09:00:00;11.01.2023 10:00:00;1080.73
11.01.2023 10:00:00;11.01.2023 11:00:00;1067.6
11.01.2023 11:00:00;11.01.2023 12:00:00;1052.34
11.01.2023 12:00:00;11.01.2023 13:00:00;968.96
11.01.2023 13:00:00;11.01.2023 14:00:00;933.94
11.01.2023 14:00:00;11.01.2023 15:00:00;967.89
11.01.2023 15:00:00;11.01.2023 16:00:00;1042.19
11.01.2023 16:00:00;11.01.2023 17:00:00;1065.04
11.01.2023 17:00:00;11.01.2023 18:00:00;1117.89
11.01.2023 18:00:00;11.01.2023 19:00:00;1100.91
11.01.2023 19:00:00;11.01.2023 20:00:00;1042.94
11.01.2023 20:00:00;11.01.2023 21:00:00;914.94
11.01.2023 21:00:00;11.01.2023 22:00:00;760.56
11.01.2023 22:00:00;11.01.2023 23:00:00;668.21
11.01.2023 23:00:00;12.01.2023 00:00:00;488.43
12.01.2023 00:00:00;12.01.2023 01:00:00;272.29
12.01.2023 01:00:00;12.01.2023 02:00:00;154.79
12.01.2023 02:00:00;12.01.2023 03:00:00;117.28
12.01.2023 03:00:00;12.01.2023 04:00:00;25.26
12.01.2023 04:00:00;12.01.2023 05:00:00;101.48
12.01.2023 05:00:00;12.01.2023 06:00:00;274.97
12.01.2023 06:00:00;12.01.2023 07:00:00;574.56
12.01.2023 07:00:00;12.01.2023 08:00:00;872.76
12.01.2023 08:00:00;12.01.2023 09:00:00;891.03
12.01.2023 09:00:00;12.01.2023 10:00:00;845.45
12.01.2023 10:00:00;12.01.2023 11:00:00;870.5
12.01.2023 11:00:00;12.01.2023 12:00:00;891.24
12.01.2023 12:00:00;12.01.2023 13:00:00;885.12
12.01.2023 13:00:00;12.01.2023 14:00:00;909.41
12.01.2023 14:00:00;12.01.2023 15:00:00;937.9
12.01.2023 15:00:00;12.01.2023 16:00:00;969.18
12.01.2023 16:00:00;12.01.2023 17:00:00;968.75
12.01.2023 17:00:00;12.01.2023 18:00:00;1067.21
12.01.2023 18:00:00;12.01.2023 19:00:00;1103.98
12.01.2023 19:00:00;12.01.2023 20:00:00;1011.42
12.01.2023 20:00:00;12.01.2023 21:00:00;931.88
12.01.2023 21:00:00;12.01.2023 22:00:00;872.86
12.01.2023 22:00:00;12.01.2023 23:00:00;754.51
12.01.2023 23:00:00;13.01.2023 00:00:00;516.09
13.01.2023 00:00:00;13.01.2023 01:00:00;429.71
13.01.2023 01:00:00;13.01.2023 02:00:00;288.3
13.01.2023 02:00:00;13.01.2023 03:00:00;269.73
13.01.2023 03:00:00;13.01.2023 04:00:00;267.8
13.01.2023 04:00:00;13.01.2023 05:00:00;291.94
13.01.2023 05:00:00;13.01.2023 06:00:00;418.44
13.01.2023 06:00:00;13.01.2023 07:00:00;650.62
13.01.2023 07:00:00;13.01.2023 08:00:00;927.01
13.01.2023 08:00:00;13.01.2023 09:00:00;1088.81
13.01.2023 09:00:00;13.01.2023 10:00:00;1072.07
13.01.2023 10:00:00;13.01.2023 11:00:00;1010.38
13.01.2023 11:00:00;13.01.2023 12:00:00;937.2
13.01.2023 12:00:00;13.01.2023 13:00:00;879.16
13.01.2023 13:00:00;13.01.2023 14:00:00;866.61
13.01.2023 14:00:00;13.01.2023 15:00:00;858.99
13.01.2023 15:00:00;13.01.2023 16:00:00;922.93
13.01.2023 16:00:00;13.01.2023 17:00:00;951.9
13.01.2023 17:00:00;13.01.2023 18:00:00;1035.81
13.01.2023 18:00:00;13.01.2023 19:00:00;1034.3
13.01.2023 19:00:00;13.01.2023 20:00:00;1009.41
13.01.2023 20:00:00;13.01.2023 21:00:00;945.04
13.01.2023 21:00:00;13.01.2023 22:00:00;892.46
13.01.2023 22:00:00;13.01.2023 23:00:00;911.99
13.01.2023 23:00:00;14.01.2023 00:00:00;857.49
14.01.2023 00:00:00;14.01.2023 01:00:00;716.34
14.01.2023 01:00:00;14.01.2023 02:00:00;618.68
14.01.2023 02:00:00;14.01.2023 03:00:00;600.6
14.01.2023 03:00:00;14.01.2023 04:00:00;515.03
14.01.2023 04:00:00;14.01.2023 05:00:00;479.2
14.01.2023 05:00:00;14.01.2023 06:00:00;483.26
14.01.2023 06:00:00;14.01.2023 07:00:00;534.61
14.01.2023 07:00:00;14.01.2023 08:00:00;627.88
14.01.2023 08:00:00;14.01.2023 09:00:00;641.46
14.01.2023 09:00:00;14.01.2023 10:00:00;714.73
14.01.2023 10:00:00;14.01.2023 11:00:00;825.55
14.01.2023 11:00:00;14.01.2023 12:00:00;833.04
14.01.2023 12:00:00;14.01.2023 13:00:00;858.6
14.01.2023 13:00:00;14.01.2023 14:00:00;820.2
14.01.2023 14:00:00;14.01.2023 15:00:00;821.49
14.01.2023 15:00:00;14.01.2023 16:00:00;827.37
14.01.2023 16:00:00;14.01.2023 17:00:00;856.78
14.01.2023 17:00:00;14.01.2023 18:00:00;870.9
14.01.2023 18:00:00;14.01.2023 19:00:00;863.95
14.01.2023 19:00:00;14.01.2023 20:00:00;789.72
14.01.2023 20:00:00;14.01.2023 21:00:00;713.99
14.01.2023 21:00:00;14.01.2023 22:00:00;633.98
14.01.2023 22:00:00;14.01.2023 23:00:00;530.54
14.01.2023 23:00:00;15.01.2023 00:00:00;423.26
15.01.2023 00:00:00;15.01.2023 01:00:00;307.36
15.01.2023 01:00:00;15.01.2023 02:00:00;298.26
15.01.2023 02:00:00;15.01.2023 03:00:00;264.54
15.01.2023 03:00:00;15.01.2023 04:00:00;250.84
15.01.2023 04:00:00;15.01.2023 05:00:00;233.17
15.01.2023 05:00:00;15.01.2023 06:00:00;213.69
15.01.2023 06:00:00;15.01.2023 07:00:00;248.27
15.01.2023 07:00:00;15.01.2023 08:00:00;255.12
15.01.2023 08:00:00;15.01.2023 09:00:00;266.47
15.01.2023 09:00:00;15.01.2023 10:00:00;287.35
15.01.2023 10:00:00;15.01.2023 11:00:00;319.03
15.01.2023 11:00:00;15.01.2023 12:00:00;350.19
15.01.2023 12:00:00;15.01.2023 13:00:00;367.64
15.01.2023 13:00:00;15.01.2023 14:00:00;347.19
15.01.2023 14:00:00;15.01.2023 15:00:00;372.78
15.01.2023 15:00:00;15.01.2023 16:00:00;449.75
15.01.2023 16:00:00;15.01.2023 17:00:00;554.67
15.01.2023 17:00:00;15.01.2023 18:00:00;623.51
15.01.2023 18:00:00;15.01.2023 19:00:00;598.56
15.01.2023 19:00:00;15.01.2023 20:00:00;542.89
15.01.2023 20:00:00;15.01.2023 21:00:00;479.52
15.01.2023 21:00:00;15.01.2023 22:00:00;498.36
15.01.2023 22:00:00;15.01.2023 23:00:00;595.78
15.01.2023 23:00:00;16.01.2023 00:00:00;576.51
16.01.2023 00:00:00;16.01.2023 01:00:00;609.7
16.01.2023 01:00:00;16.01.2023 02:00:00;592.35
16.01.2023 02:00:00;16.01.2023 03:00:00;575.55
16.01.2023 03:00:00;16.01.2023 04:00:00;569.77
16.01.2023 04:00:00;16.01.2023 05:00:00;695.02
16.01.2023 05:00:00;16.01.2023 06:00:00;843.62
16.01.2023 06:00:00;16.01.2023 07:00:00;1194.88
16.01.2023 07:00:00;16.01.2023 08:00:00;1372.06
16.01.2023 08:00:00;16.01.2023 09:00:00;1464.77
16.01.2023 09:00:00;16.01.2023 10:00:00;1531.79
16.01.2023 10:00:00;16.01.2023 11:00:00;1456
16.01.2023 11:00:00;16.01.2023 12:00:00;1460.38
16.01.2023 12:00:00;16.01.2023 13:00:00;1413.81
16.01.2023 13:00:00;16.01.2023 14:00:00;1386.19
16.01.2023 14:00:00;16.01.2023 15:00:00;1397.54
16.01.2023 15:00:00;16.01.2023 16:00:00;1405.46
16.01.2023 16:00:00;16.01.2023 17:00:00;1442.93
16.01.2023 17:00:00;16.01.2023 18:00:00;1464.13
16.01.2023 18:00:00;16.01.2023 19:00:00;1432.01
16.01.2023 19:00:00;16.01.2023 20:00:00;1335.55
16.01.2023 20:00:00;16.01.2023 21:00:00;1218.75
16.01.2023 21:00:00;16.01.2023 22:00:00;1130.32
16.01.2023 22:00:00;16.01.2023 23:00:00;979.05
16.01.2023 23:00:00;17.01.2023 00:00:00;845.66
17.01.2023 00:00:00;17.01.2023 01:00:00;718.08
17.01.2023 01:00:00;17.01.2023 02:00:00;646.61
17.01.2023 02:00:00;17.01.2023 03:00:00;619.19
17.01.2023 03:00:00;17.01.2023 04:00:00;612.44
17.01.2023 04:00:00;17.01.2023 05:00:00;640.19
17.01.2023 05:00:00;17.01.2023 06:00:00;717.01
17.01.2023 06:00:00;17.01.2023 07:00:00;976.83
17.01.2023 07:00:00;17.01.2023 08:00:00;1216.19
17.01.2023 08:00:00;17.01.2023 09:00:00;1300.3
17.01.2023 09:00:00;17.01.2023 10:00:00;1257.55
17.01.2023 10:00:00;17.01.2023 11:00:00;1216.73
17.01.2023 11:00:00;17.01.2023 12:00:00;1178.48
17.01.2023 12:00:00;17.01.2023 13:00:00;1127.8
17.01.2023 13:00:00;17.01.2023 14:00:00;1178.37
17.01.2023 14:00:00;17.01.2023 15:00:00;1211.26
17.01.2023 15:00:00;17.01.2023 16:00:00;1285.51
17.01.2023 16:00:00;17.01.2023 17:00:00;1351.52
17.01.2023 17:00:00;17.01.2023 18:00:00;1357.94
17.01.2023 18:00:00;17.01.2023 19:00:00;1301.59
17.01.2023 19:00:00;17.01.2023 20:00:00;1234.09
17.01.2023 20:00:00;17.01.2023 21:00:00;1172.05
17.01.2023 21:00:00;17.01.2023 22:00:00;1107.44
17.01.2023 22:00:00;17.01.2023 23:00:00;981.98
17.01.2023 23:00:00;18.01.2023 00:00:00;868.62
18.01.2023 00:00:00;18.01.2023 01:00:00;791.1
18.01.2023 01:00:00;18.01.2023 02:00:00;791.96
18.01.2023 02:00:00;18.01.2023 03:00:00;805.29
18.01.2023 03:00:00;18.01.2023 04:00:00;793.03
18.01.2023 04:00:00;18.01.2023 05:00:00;792.6
18.01.2023 05:00:00;18.01.2023 06:00:00;922.68
18.01.2023 06:00:00;18.01.2023 07:00:00;1174.55
18.01.2023 07:00:00;18.01.2023 08:00:00;1320.43
18.01.2023 08:00:00;18.01.2023 09:00:00;1379.13
18.01.2023 09:00:00;18.01.2023 10:00:00;1383
18.01.2023 10:00:00;18.01.2023 11:00:00;1307.96
18.01.2023 11:00:00;18.01.2023 12:00:00;1266.04
18.01.2023 12:00:00;18.01.2023 13:00:00;1225.51
18.01.2023 13:00:00;18.01.2023 14:00:00;1215.51
18.01.2023 14:00:00;18.01.2023 15:00:00;1246.47
18.01.2023 15:00:00;18.01.2023 16:00:00;1296.35
18.01.2023 16:00:00;18.01.2023 17:00:00;1400.09
18.01.2023 17:00:00;18.01.2023 18:00:00;1427.07
18.01.2023 18:00:00;18.01.2023 19:00:00;1324.19
18.01.2023 19:00:00;18.01.2023 20:00:00;1270.34
18.01.2023 20:00:00;18.01.2023 21:00:00;1223.57
18.01.2023 21:00:00;18.01.2023 22:00:00;1212.93
18.01.2023 22:00:00;18.01.2023 23:00:00;1147.36
18.01.2023 23:00:00;19.01.2023 00:00:00;1071.68
19.01.2023 00:00:00;19.01.2023 01:00:00;1086.95
19.01.2023 01:00:00;19.01.2023 02:00:00;1051.89
19.01.2023 02:00:00;19.01.2023 03:00:00;1026.63
19.01.2023 03:00:00;19.01.2023 04:00:00;1013.2
19.01.2023 04:00:00;19.01.2023 05:00:00;1019.28
19.01.2023 05:00:00;19.01.2023 06:00:00;1121.69
19.01.2023 06:00:00;19.01.2023 07:00:00;1246.6
19.01.2023 07:00:00;19.01.2023 08:00:00;1555.66
19.01.2023 08:00:00;19.01.2023 09:00:00;1641.24
19.01.2023 09:00:00;19.01.2023 10:00:00;1616.52
19.01.2023 10:00:00;19.01.2023 11:00:00;1591.37
19.01.2023 11:00:00;19.01.2023 12:00:00;1474.67
19.01.2023 12:00:00;19.01.2023 13:00:00;1541.6
19.01.2023 13:00:00;19.01.2023 14:00:00;1598.61
19.01.2023 14:00:00;19.01.2023 15:00:00;1647.85
19.01.2023 15:00:00;19.01.2023 16:00:00;1763.38
19.01.2023 16:00:00;19.01.2023 17:00:00;1819.97
19.01.2023 17:00:00;19.01.2023 18:00:00;1705.08
19.01.2023 18:00:00;19.01.2023 19:00:00;1657.34
19.01.2023 19:00:00;19.01.2023 20:00:00;1612.79
19.01.2023 20:00:00;19.01.2023 21:00:00;1504.72
19.01.2023 21:00:00;19.01.2023 22:00:00;1474.67
19.01.2023 22:00:00;19.01.2023 23:00:00;1398.89
19.01.2023 23:00:00;20.01.2023 00:00:00;1285.6
20.01.2023 00:00:00;20.01.2023 01:00:00;1336.44
