Delivery Start (CET);Delivery End (CET);Price (NOK)
18.04.2022 10:00:00;18.04.2022 11:00:00;861.35
18.04.2022 11:00:00;18.04.2022 12:00:00;821.53
18.04.2022 12:00:00;18.04.2022 13:00:00;706.36
18.04.2022 13:00:00;18.04.2022 14:00:00;572.1
18.04.2022 14:00:00;18.04.2022 15:00:00;423.7
18.04.2022 15:00:00;18.04.2022 16:00:00;514.52
18.04.2022 16:00:00;18.04.2022 17:00:00;707.51
18.04.2022 17:00:00;18.04.2022 18:00:00;1222.89
18.04.2022 18:00:00;18.04.2022 19:00:00;1558.45
18.04.2022 19:00:00;18.04.2022 20:00:00;1748.96
18.04.2022 20:00:00;18.04.2022 21:00:00;1794.03
18.04.2022 21:00:00;18.04.2022 22:00:00;1812.75
18.04.2022 22:00:00;18.04.2022 23:00:00;1796.51
18.04.2022 23:00:00;19.04.2022 00:00:00;1752.97
19.04.2022 00:00:00;19.04.2022 01:00:00;1764.81
19.04.2022 01:00:00;19.04.2022 02:00:00;1671.99
19.04.2022 02:00:00;19.04.2022 03:00:00;1624.53
19.04.2022 03:00:00;19.04.2022 04:00:00;1630.07
19.04.2022 04:00:00;19.04.2022 05:00:00;1690.8
19.04.2022 05:00:00;19.04.2022 06:00:00;1805.01
19.04.2022 06:00:00;19.04.2022 07:00:00;1849.23
19.04.2022 07:00:00;19.04.2022 08:00:00;1909.48
19.04.2022 08:00:00;19.04.2022 09:00:00;2087.48
19.04.2022 09:00:00;19.04.2022 10:00:00;1959.04
19.04.2022 10:00:00;19.04.2022 11:00:00;1891.05
19.04.2022 11:00:00;19.04.2022 12:00:00;1816.47
19.04.2022 12:00:00;19.04.2022 13:00:00;1764.91
19.04.2022 13:00:00;19.04.2022 14:00:00;1701.02
19.04.2022 14:00:00;19.04.2022 15:00:00;1538.01
19.04.2022 15:00:00;19.04.2022 16:00:00;1534.38
19.04.2022 16:00:00;19.04.2022 17:00:00;1618.13
19.04.2022 17:00:00;19.04.2022 18:00:00;1748.48
19.04.2022 18:00:00;19.04.2022 19:00:00;1813.99
19.04.2022 19:00:00;19.04.2022 20:00:00;1842.73
19.04.2022 20:00:00;19.04.2022 21:00:00;1848.27
19.04.2022 21:00:00;19.04.2022 22:00:00;1842.92
19.04.2022 22:00:00;19.04.2022 23:00:00;1773.6
19.04.2022 23:00:00;20.04.2022 00:00:00;1650.7
20.04.2022 00:00:00;20.04.2022 01:00:00;1402.23
20.04.2022 01:00:00;20.04.2022 02:00:00;1155.26
20.04.2022 02:00:00;20.04.2022 03:00:00;973.09
20.04.2022 03:00:00;20.04.2022 04:00:00;992.36
20.04.2022 04:00:00;20.04.2022 05:00:00;1262.43
20.04.2022 05:00:00;20.04.2022 06:00:00;1677.64
20.04.2022 06:00:00;20.04.2022 07:00:00;1817.73
20.04.2022 07:00:00;20.04.2022 08:00:00;1871.84
20.04.2022 08:00:00;20.04.2022 09:00:00;1882.43
20.04.2022 09:00:00;20.04.2022 10:00:00;1851.99
20.04.2022 10:00:00;20.04.2022 11:00:00;1761.33
20.04.2022 11:00:00;20.04.2022 12:00:00;1661.03
20.04.2022 12:00:00;20.04.2022 13:00:00;1365.49
20.04.2022 13:00:00;20.04.2022 14:00:00;939.97
20.04.2022 14:00:00;20.04.2022 15:00:00;878.52
20.04.2022 15:00:00;20.04.2022 16:00:00;955.43
20.04.2022 16:00:00;20.04.2022 17:00:00;1478.96
20.04.2022 17:00:00;20.04.2022 18:00:00;1705.6
20.04.2022 18:00:00;20.04.2022 19:00:00;1766.86
20.04.2022 19:00:00;20.04.2022 20:00:00;1772.21
20.04.2022 20:00:00;20.04.2022 21:00:00;1773.74
20.04.2022 21:00:00;20.04.2022 22:00:00;1769.54
20.04.2022 22:00:00;20.04.2022 23:00:00;1730.6
20.04.2022 23:00:00;21.04.2022 00:00:00;1678.59
21.04.2022 00:00:00;21.04.2022 01:00:00;1229.82
21.04.2022 01:00:00;21.04.2022 02:00:00;774.46
21.04.2022 02:00:00;21.04.2022 03:00:00;726.77
21.04.2022 03:00:00;21.04.2022 04:00:00;755.67
21.04.2022 04:00:00;21.04.2022 05:00:00;802.97
21.04.2022 05:00:00;21.04.2022 06:00:00;1507.24
21.04.2022 06:00:00;21.04.2022 07:00:00;1784.46
21.04.2022 07:00:00;21.04.2022 08:00:00;1828.24
21.04.2022 08:00:00;21.04.2022 09:00:00;1861.23
21.04.2022 09:00:00;21.04.2022 10:00:00;1829.09
21.04.2022 10:00:00;21.04.2022 11:00:00;1788.76
21.04.2022 11:00:00;21.04.2022 12:00:00;1651.24
21.04.2022 12:00:00;21.04.2022 13:00:00;1354.56
21.04.2022 13:00:00;21.04.2022 14:00:00;820.33
21.04.2022 14:00:00;21.04.2022 15:00:00;658.3
21.04.2022 15:00:00;21.04.2022 16:00:00;660.69
21.04.2022 16:00:00;21.04.2022 17:00:00;777.03
21.04.2022 17:00:00;21.04.2022 18:00:00;1323.85
21.04.2022 18:00:00;21.04.2022 19:00:00;1638.17
21.04.2022 19:00:00;21.04.2022 20:00:00;1679.56
21.04.2022 20:00:00;21.04.2022 21:00:00;1665.74
21.04.2022 21:00:00;21.04.2022 22:00:00;1613.86
21.04.2022 22:00:00;21.04.2022 23:00:00;1143.52
21.04.2022 23:00:00;22.04.2022 00:00:00;654.01
22.04.2022 00:00:00;22.04.2022 01:00:00;669.52
22.04.2022 01:00:00;22.04.2022 02:00:00;586.73
22.04.2022 02:00:00;22.04.2022 03:00:00;614.97
22.04.2022 03:00:00;22.04.2022 04:00:00;522.6
22.04.2022 04:00:00;22.04.2022 05:00:00;603.1
22.04.2022 05:00:00;22.04.2022 06:00:00;786.77
22.04.2022 06:00:00;22.04.2022 07:00:00;1608.29
22.04.2022 07:00:00;22.04.2022 08:00:00;1688.21
22.04.2022 08:00:00;22.04.2022 09:00:00;1718.93
22.04.2022 09:00:00;22.04.2022 10:00:00;1701.61
22.04.2022 10:00:00;22.04.2022 11:00:00;1618.82
22.04.2022 11:00:00;22.04.2022 12:00:00;831.66
22.04.2022 12:00:00;22.04.2022 13:00:00;660.33
22.04.2022 13:00:00;22.04.2022 14:00:00;452.15
22.04.2022 14:00:00;22.04.2022 15:00:00;354.33
22.04.2022 15:00:00;22.04.2022 16:00:00;332.61
22.04.2022 16:00:00;22.04.2022 17:00:00;361.03
22.04.2022 17:00:00;22.04.2022 18:00:00;508.72
22.04.2022 18:00:00;22.04.2022 19:00:00;708
22.04.2022 19:00:00;22.04.2022 20:00:00;1150.2
22.04.2022 20:00:00;22.04.2022 21:00:00;1446.82
22.04.2022 21:00:00;22.04.2022 22:00:00;1185.04
22.04.2022 22:00:00;22.04.2022 23:00:00;667.51
22.04.2022 23:00:00;23.04.2022 00:00:00;421.24
23.04.2022 00:00:00;23.04.2022 01:00:00;362.72
23.04.2022 01:00:00;23.04.2022 02:00:00;364.46
23.04.2022 02:00:00;23.04.2022 03:00:00;354.45
23.04.2022 03:00:00;23.04.2022 04:00:00;288.91
23.04.2022 04:00:00;23.04.2022 05:00:00;242.43
23.04.2022 05:00:00;23.04.2022 06:00:00;243.97
23.04.2022 06:00:00;23.04.2022 07:00:00;304.69
23.04.2022 07:00:00;23.04.2022 08:00:00;382.74
23.04.2022 08:00:00;23.04.2022 09:00:00;432.98
23.04.2022 09:00:00;23.04.2022 10:00:00;446.74
23.04.2022 10:00:00;23.04.2022 11:00:00;431.15
23.04.2022 11:00:00;23.04.2022 12:00:00;246.76
23.04.2022 12:00:00;23.04.2022 13:00:00;179.97
23.04.2022 13:00:00;23.04.2022 14:00:00;147.73
23.04.2022 14:00:00;23.04.2022 15:00:00;128.77
23.04.2022 15:00:00;23.04.2022 16:00:00;128.77
23.04.2022 16:00:00;23.04.2022 17:00:00;179.39
23.04.2022 17:00:00;23.04.2022 18:00:00;390.83
23.04.2022 18:00:00;23.04.2022 19:00:00;411.42
23.04.2022 19:00:00;23.04.2022 20:00:00;538.94
23.04.2022 20:00:00;23.04.2022 21:00:00;655.19
23.04.2022 21:00:00;23.04.2022 22:00:00;491.97
23.04.2022 22:00:00;23.04.2022 23:00:00;406.9
23.04.2022 23:00:00;24.04.2022 00:00:00;364.36
24.04.2022 00:00:00;24.04.2022 01:00:00;361.77
24.04.2022 01:00:00;24.04.2022 02:00:00;340.22
24.04.2022 02:00:00;24.04.2022 03:00:00;312.07
24.04.2022 03:00:00;24.04.2022 04:00:00;339.15
24.04.2022 04:00:00;24.04.2022 05:00:00;301.39
24.04.2022 05:00:00;24.04.2022 06:00:00;304.4
24.04.2022 06:00:00;24.04.2022 07:00:00;341.48
24.04.2022 07:00:00;24.04.2022 08:00:00;461.94
24.04.2022 08:00:00;24.04.2022 09:00:00;608.99
24.04.2022 09:00:00;24.04.2022 10:00:00;671.89
24.04.2022 10:00:00;24.04.2022 11:00:00;667.14
24.04.2022 11:00:00;24.04.2022 12:00:00;644.52
24.04.2022 12:00:00;24.04.2022 13:00:00;432.53
24.04.2022 13:00:00;24.04.2022 14:00:00;330.32
24.04.2022 14:00:00;24.04.2022 15:00:00;312.65
24.04.2022 15:00:00;24.04.2022 16:00:00;427.77
24.04.2022 16:00:00;24.04.2022 17:00:00;650.73
24.04.2022 17:00:00;24.04.2022 18:00:00;768.28
24.04.2022 18:00:00;24.04.2022 19:00:00;1195.47
24.04.2022 19:00:00;24.04.2022 20:00:00;1686.24
24.04.2022 20:00:00;24.04.2022 21:00:00;1745.35
24.04.2022 21:00:00;24.04.2022 22:00:00;1793.98
24.04.2022 22:00:00;24.04.2022 23:00:00;1772.24
24.04.2022 23:00:00;25.04.2022 00:00:00;1658.09
25.04.2022 00:00:00;25.04.2022 01:00:00;1507.05
25.04.2022 01:00:00;25.04.2022 02:00:00;1407.85
25.04.2022 02:00:00;25.04.2022 03:00:00;1481.62
25.04.2022 03:00:00;25.04.2022 04:00:00;1504.92
25.04.2022 04:00:00;25.04.2022 05:00:00;1624.21
25.04.2022 05:00:00;25.04.2022 06:00:00;1769.23
25.04.2022 06:00:00;25.04.2022 07:00:00;1885.22
25.04.2022 07:00:00;25.04.2022 08:00:00;1938.51
25.04.2022 08:00:00;25.04.2022 09:00:00;1982.97
25.04.2022 09:00:00;25.04.2022 10:00:00;1945.21
25.04.2022 10:00:00;25.04.2022 11:00:00;1917.55
25.04.2022 11:00:00;25.04.2022 12:00:00;1892.21
25.04.2022 12:00:00;25.04.2022 13:00:00;1842.42
25.04.2022 13:00:00;25.04.2022 14:00:00;1781.07
25.04.2022 14:00:00;25.04.2022 15:00:00;1685.95
25.04.2022 15:00:00;25.04.2022 16:00:00;1511.42
25.04.2022 16:00:00;25.04.2022 17:00:00;1523.75
25.04.2022 17:00:00;25.04.2022 18:00:00;1699.63
25.04.2022 18:00:00;25.04.2022 19:00:00;1735.26
25.04.2022 19:00:00;25.04.2022 20:00:00;1743.99
25.04.2022 20:00:00;25.04.2022 21:00:00;1721.28
25.04.2022 21:00:00;25.04.2022 22:00:00;1707.69
25.04.2022 22:00:00;25.04.2022 23:00:00;1581.5
25.04.2022 23:00:00;26.04.2022 00:00:00;907.38
26.04.2022 00:00:00;26.04.2022 01:00:00;532.85
26.04.2022 01:00:00;26.04.2022 02:00:00;429.58
26.04.2022 02:00:00;26.04.2022 03:00:00;396.29
26.04.2022 03:00:00;26.04.2022 04:00:00;388.14
26.04.2022 04:00:00;26.04.2022 05:00:00;515.19
26.04.2022 05:00:00;26.04.2022 06:00:00;721.53
26.04.2022 06:00:00;26.04.2022 07:00:00;1549.93
26.04.2022 07:00:00;26.04.2022 08:00:00;1793.35
26.04.2022 08:00:00;26.04.2022 09:00:00;1837.03
26.04.2022 09:00:00;26.04.2022 10:00:00;1838.78
26.04.2022 10:00:00;26.04.2022 11:00:00;1827.23
26.04.2022 11:00:00;26.04.2022 12:00:00;1777.73
26.04.2022 12:00:00;26.04.2022 13:00:00;1754.92
26.04.2022 13:00:00;26.04.2022 14:00:00;1709.88
26.04.2022 14:00:00;26.04.2022 15:00:00;1710.17
26.04.2022 15:00:00;26.04.2022 16:00:00;1658.25
26.04.2022 16:00:00;26.04.2022 17:00:00;1658.15
26.04.2022 17:00:00;26.04.2022 18:00:00;1779.96
26.04.2022 18:00:00;26.04.2022 19:00:00;1816.65
26.04.2022 19:00:00;26.04.2022 20:00:00;1835.77
26.04.2022 20:00:00;26.04.2022 21:00:00;1834.7
26.04.2022 21:00:00;26.04.2022 22:00:00;1830.82
26.04.2022 22:00:00;26.04.2022 23:00:00;1808.79
26.04.2022 23:00:00;27.04.2022 00:00:00;1713.67
27.04.2022 00:00:00;27.04.2022 01:00:00;1459.15
27.04.2022 01:00:00;27.04.2022 02:00:00;1304.44
27.04.2022 02:00:00;27.04.2022 03:00:00;1232.09
27.04.2022 03:00:00;27.04.2022 04:00:00;1087.87
27.04.2022 04:00:00;27.04.2022 05:00:00;1543.07
27.04.2022 05:00:00;27.04.2022 06:00:00;1781.51
27.04.2022 06:00:00;27.04.2022 07:00:00;1902.3
27.04.2022 07:00:00;27.04.2022 08:00:00;2002.69
27.04.2022 08:00:00;27.04.2022 09:00:00;2046.71
27.04.2022 09:00:00;27.04.2022 10:00:00;2022
27.04.2022 10:00:00;27.04.2022 11:00:00;1991.51
27.04.2022 11:00:00;27.04.2022 12:00:00;1941.71
27.04.2022 12:00:00;27.04.2022 13:00:00;1865.14
27.04.2022 13:00:00;27.04.2022 14:00:00;1810.23
27.04.2022 14:00:00;27.04.2022 15:00:00;1738.76
27.04.2022 15:00:00;27.04.2022 16:00:00;1697.39
27.04.2022 16:00:00;27.04.2022 17:00:00;1698.08
27.04.2022 17:00:00;27.04.2022 18:00:00;1822
27.04.2022 18:00:00;27.04.2022 19:00:00;1876.41
27.04.2022 19:00:00;27.04.2022 20:00:00;1894.45
27.04.2022 20:00:00;27.04.2022 21:00:00;1875.92
27.04.2022 21:00:00;27.04.2022 22:00:00;1859.26
27.04.2022 22:00:00;27.04.2022 23:00:00;1831.9
27.04.2022 23:00:00;28.04.2022 00:00:00;1686.21
28.04.2022 00:00:00;28.04.2022 01:00:00;1697.29
28.04.2022 01:00:00;28.04.2022 02:00:00;1387.74
28.04.2022 02:00:00;28.04.2022 03:00:00;1077.8
28.04.2022 03:00:00;28.04.2022 04:00:00;1244.48
28.04.2022 04:00:00;28.04.2022 05:00:00;1409.88
28.04.2022 05:00:00;28.04.2022 06:00:00;1632.32
28.04.2022 06:00:00;28.04.2022 07:00:00;1834.38
28.04.2022 07:00:00;28.04.2022 08:00:00;1885.53
28.04.2022 08:00:00;28.04.2022 09:00:00;1925.12
28.04.2022 09:00:00;28.04.2022 10:00:00;1886.61
28.04.2022 10:00:00;28.04.2022 11:00:00;1849.76
28.04.2022 11:00:00;28.04.2022 12:00:00;1802.04
28.04.2022 12:00:00;28.04.2022 13:00:00;1594.99
28.04.2022 13:00:00;28.04.2022 14:00:00;1078.29
28.04.2022 14:00:00;28.04.2022 15:00:00;937.87
28.04.2022 15:00:00;28.04.2022 16:00:00;832.92
28.04.2022 16:00:00;28.04.2022 17:00:00;1212.24
28.04.2022 17:00:00;28.04.2022 18:00:00;1694.84
28.04.2022 18:00:00;28.04.2022 19:00:00;1779.21
28.04.2022 19:00:00;28.04.2022 20:00:00;1810.08
28.04.2022 20:00:00;28.04.2022 21:00:00;1818.6
28.04.2022 21:00:00;28.04.2022 22:00:00;1827.13
28.04.2022 22:00:00;28.04.2022 23:00:00;1800.47
28.04.2022 23:00:00;29.04.2022 00:00:00;1743.15
29.04.2022 00:00:00;29.04.2022 01:00:00;1586.01
29.04.2022 01:00:00;29.04.2022 02:00:00;1374.28
29.04.2022 02:00:00;29.04.2022 03:00:00;1344.98
29.04.2022 03:00:00;29.04.2022 04:00:00;1507.51
29.04.2022 04:00:00;29.04.2022 05:00:00;1714.69
29.04.2022 05:00:00;29.04.2022 06:00:00;1850.29
29.04.2022 06:00:00;29.04.2022 07:00:00;1959.37
29.04.2022 07:00:00;29.04.2022 08:00:00;2035.59
29.04.2022 08:00:00;29.04.2022 09:00:00;2095.38
29.04.2022 09:00:00;29.04.2022 10:00:00;2035.09
29.04.2022 10:00:00;29.04.2022 11:00:00;1978.67
29.04.2022 11:00:00;29.04.2022 12:00:00;1943.63
29.04.2022 12:00:00;29.04.2022 13:00:00;1886.92
29.04.2022 13:00:00;29.04.2022 14:00:00;1765.86
29.04.2022 14:00:00;29.04.2022 15:00:00;1575.61
29.04.2022 15:00:00;29.04.2022 16:00:00;1429.12
29.04.2022 16:00:00;29.04.2022 17:00:00;1760.22
29.04.2022 17:00:00;29.04.2022 18:00:00;1907.7
29.04.2022 18:00:00;29.04.2022 19:00:00;1969.57
29.04.2022 19:00:00;29.04.2022 20:00:00;1974.42
29.04.2022 20:00:00;29.04.2022 21:00:00;1974.81
29.04.2022 21:00:00;29.04.2022 22:00:00;1950.96
29.04.2022 22:00:00;29.04.2022 23:00:00;1856.83
29.04.2022 23:00:00;30.04.2022 00:00:00;1739.73
30.04.2022 00:00:00;30.04.2022 01:00:00;1251.05
30.04.2022 01:00:00;30.04.2022 02:00:00;551.77
30.04.2022 02:00:00;30.04.2022 03:00:00;428.09
30.04.2022 03:00:00;30.04.2022 04:00:00;387.91
30.04.2022 04:00:00;30.04.2022 05:00:00;434.46
30.04.2022 05:00:00;30.04.2022 06:00:00;507.96
30.04.2022 06:00:00;30.04.2022 07:00:00;733.97
30.04.2022 07:00:00;30.04.2022 08:00:00;1414.72
30.04.2022 08:00:00;30.04.2022 09:00:00;1769.99
30.04.2022 09:00:00;30.04.2022 10:00:00;1694.42
30.04.2022 10:00:00;30.04.2022 11:00:00;1414.62
30.04.2022 11:00:00;30.04.2022 12:00:00;980.35
30.04.2022 12:00:00;30.04.2022 13:00:00;857.26
30.04.2022 13:00:00;30.04.2022 14:00:00;470.72
30.04.2022 14:00:00;30.04.2022 15:00:00;466.02
30.04.2022 15:00:00;30.04.2022 16:00:00;596.66
30.04.2022 16:00:00;30.04.2022 17:00:00;979.67
30.04.2022 17:00:00;30.04.2022 18:00:00;1743.13
30.04.2022 18:00:00;30.04.2022 19:00:00;1888.57
30.04.2022 19:00:00;30.04.2022 20:00:00;1975.6
30.04.2022 20:00:00;30.04.2022 21:00:00;1994.32
30.04.2022 21:00:00;30.04.2022 22:00:00;2027.35
30.04.2022 22:00:00;30.04.2022 23:00:00;1987.56
30.04.2022 23:00:00;01.05.2022 00:00:00;1951.79
01.05.2022 00:00:00;01.05.2022 01:00:00;1836.4
01.05.2022 01:00:00;01.05.2022 02:00:00;1745
01.05.2022 02:00:00;01.05.2022 03:00:00;1685.13
01.05.2022 03:00:00;01.05.2022 04:00:00;1685.13
01.05.2022 04:00:00;01.05.2022 05:00:00;1688.4
01.05.2022 05:00:00;01.05.2022 06:00:00;1701.58
01.05.2022 06:00:00;01.05.2022 07:00:00;1702.57
01.05.2022 07:00:00;01.05.2022 08:00:00;1695.34
01.05.2022 08:00:00;01.05.2022 09:00:00;1699.1
01.05.2022 09:00:00;01.05.2022 10:00:00;1594.02
01.05.2022 10:00:00;01.05.2022 11:00:00;1343.12
01.05.2022 11:00:00;01.05.2022 12:00:00;1110.27
01.05.2022 12:00:00;01.05.2022 13:00:00;756.86
01.05.2022 13:00:00;01.05.2022 14:00:00;465.22
01.05.2022 14:00:00;01.05.2022 15:00:00;322.08
01.05.2022 15:00:00;01.05.2022 16:00:00;326.74
01.05.2022 16:00:00;01.05.2022 17:00:00;616.1
01.05.2022 17:00:00;01.05.2022 18:00:00;1311.01
01.05.2022 18:00:00;01.05.2022 19:00:00;1715.36
01.05.2022 19:00:00;01.05.2022 20:00:00;1836.4
01.05.2022 20:00:00;01.05.2022 21:00:00;1872.58
01.05.2022 21:00:00;01.05.2022 22:00:00;1859.5
01.05.2022 22:00:00;01.05.2022 23:00:00;1808.64
01.05.2022 23:00:00;02.05.2022 00:00:00;1655.78
02.05.2022 00:00:00;02.05.2022 01:00:00;973.76
02.05.2022 01:00:00;02.05.2022 02:00:00;622.15
02.05.2022 02:00:00;02.05.2022 03:00:00;461.45
02.05.2022 03:00:00;02.05.2022 04:00:00;402.27
02.05.2022 04:00:00;02.05.2022 05:00:00;473.45
02.05.2022 05:00:00;02.05.2022 06:00:00;814.96
02.05.2022 06:00:00;02.05.2022 07:00:00;1746.29
02.05.2022 07:00:00;02.05.2022 08:00:00;1897.46
02.05.2022 08:00:00;02.05.2022 09:00:00;1917.69
02.05.2022 09:00:00;02.05.2022 10:00:00;1857.61
02.05.2022 10:00:00;02.05.2022 11:00:00;1437.3
02.05.2022 11:00:00;02.05.2022 12:00:00;643.95
02.05.2022 12:00:00;02.05.2022 13:00:00;459.08
02.05.2022 13:00:00;02.05.2022 14:00:00;426.86
02.05.2022 14:00:00;02.05.2022 15:00:00;287.38
02.05.2022 15:00:00;02.05.2022 16:00:00;277.07
02.05.2022 16:00:00;02.05.2022 17:00:00;441.13
02.05.2022 17:00:00;02.05.2022 18:00:00;910.42
02.05.2022 18:00:00;02.05.2022 19:00:00;1431.25
02.05.2022 19:00:00;02.05.2022 20:00:00;1681.56
02.05.2022 20:00:00;02.05.2022 21:00:00;1685.03
02.05.2022 21:00:00;02.05.2022 22:00:00;1727.65
02.05.2022 22:00:00;02.05.2022 23:00:00;1486.37
02.05.2022 23:00:00;03.05.2022 00:00:00;789.88
03.05.2022 00:00:00;03.05.2022 01:00:00;447.96
03.05.2022 01:00:00;03.05.2022 02:00:00;269.41
03.05.2022 02:00:00;03.05.2022 03:00:00;187.17
03.05.2022 03:00:00;03.05.2022 04:00:00;209.56
03.05.2022 04:00:00;03.05.2022 05:00:00;296.66
03.05.2022 05:00:00;03.05.2022 06:00:00;879.86
03.05.2022 06:00:00;03.05.2022 07:00:00;1717.22
03.05.2022 07:00:00;03.05.2022 08:00:00;1893.59
03.05.2022 08:00:00;03.05.2022 09:00:00;1924.4
03.05.2022 09:00:00;03.05.2022 10:00:00;1916.38
03.05.2022 10:00:00;03.05.2022 11:00:00;1745.66
03.05.2022 11:00:00;03.05.2022 12:00:00;1648.16
03.05.2022 12:00:00;03.05.2022 13:00:00;1486.06
03.05.2022 13:00:00;03.05.2022 14:00:00;1429.88
03.05.2022 14:00:00;03.05.2022 15:00:00;1372.21
03.05.2022 15:00:00;03.05.2022 16:00:00;1394.6
03.05.2022 16:00:00;03.05.2022 17:00:00;1620.81
03.05.2022 17:00:00;03.05.2022 18:00:00;1891.41
03.05.2022 18:00:00;03.05.2022 19:00:00;1981.38
03.05.2022 19:00:00;03.05.2022 20:00:00;2047.37
03.05.2022 20:00:00;03.05.2022 21:00:00;2089.58
03.05.2022 21:00:00;03.05.2022 22:00:00;2090.96
03.05.2022 22:00:00;03.05.2022 23:00:00;2055.39
03.05.2022 23:00:00;04.05.2022 00:00:00;1981.77
04.05.2022 00:00:00;04.05.2022 01:00:00;1892.93
04.05.2022 01:00:00;04.05.2022 02:00:00;1771.77
04.05.2022 02:00:00;04.05.2022 03:00:00;1744.46
04.05.2022 03:00:00;04.05.2022 04:00:00;1787.26
04.05.2022 04:00:00;04.05.2022 05:00:00;1892.93
04.05.2022 05:00:00;04.05.2022 06:00:00;1997.7
04.05.2022 06:00:00;04.05.2022 07:00:00;2183.9
04.05.2022 07:00:00;04.05.2022 08:00:00;2300.79
04.05.2022 08:00:00;04.05.2022 09:00:00;2334.45
04.05.2022 09:00:00;04.05.2022 10:00:00;2283.8
04.05.2022 10:00:00;04.05.2022 11:00:00;2121.73
04.05.2022 11:00:00;04.05.2022 12:00:00;2020.64
04.05.2022 12:00:00;04.05.2022 13:00:00;1986.08
04.05.2022 13:00:00;04.05.2022 14:00:00;1939.9
04.05.2022 14:00:00;04.05.2022 15:00:00;1906.63
04.05.2022 15:00:00;04.05.2022 16:00:00;1936.72
04.05.2022 16:00:00;04.05.2022 17:00:00;1976.54
04.05.2022 17:00:00;04.05.2022 18:00:00;2069.6
04.05.2022 18:00:00;04.05.2022 19:00:00;2178.14
04.05.2022 19:00:00;04.05.2022 20:00:00;2235.14
04.05.2022 20:00:00;04.05.2022 21:00:00;2232.86
04.05.2022 21:00:00;04.05.2022 22:00:00;2218.36
04.05.2022 22:00:00;04.05.2022 23:00:00;2126.5
04.05.2022 23:00:00;05.05.2022 00:00:00;2025.7
05.05.2022 00:00:00;05.05.2022 01:00:00;1976.66
05.05.2022 01:00:00;05.05.2022 02:00:00;1809.03
05.05.2022 02:00:00;05.05.2022 03:00:00;1638.53
05.05.2022 03:00:00;05.05.2022 04:00:00;1587.21
05.05.2022 04:00:00;05.05.2022 05:00:00;1695.79
05.05.2022 05:00:00;05.05.2022 06:00:00;1954.56
05.05.2022 06:00:00;05.05.2022 07:00:00;2042.44
05.05.2022 07:00:00;05.05.2022 08:00:00;2210.96
05.05.2022 08:00:00;05.05.2022 09:00:00;2342.13
05.05.2022 09:00:00;05.05.2022 10:00:00;2228.2
05.05.2022 10:00:00;05.05.2022 11:00:00;2078.5
05.05.2022 11:00:00;05.05.2022 12:00:00;2064.53
05.05.2022 12:00:00;05.05.2022 13:00:00;2030.75
05.05.2022 13:00:00;05.05.2022 14:00:00;1964.27
05.05.2022 14:00:00;05.05.2022 15:00:00;1833.1
05.05.2022 15:00:00;05.05.2022 16:00:00;1782.68
05.05.2022 16:00:00;05.05.2022 17:00:00;1844.3
05.05.2022 17:00:00;05.05.2022 18:00:00;1966.85
05.05.2022 18:00:00;05.05.2022 19:00:00;2022.43
05.05.2022 19:00:00;05.05.2022 20:00:00;2031.34
05.05.2022 20:00:00;05.05.2022 21:00:00;2025.5
05.05.2022 21:00:00;05.05.2022 22:00:00;2016.58
05.05.2022 22:00:00;05.05.2022 23:00:00;1973.59
05.05.2022 23:00:00;06.05.2022 00:00:00;1935.94
06.05.2022 00:00:00;06.05.2022 01:00:00;1787.99
06.05.2022 01:00:00;06.05.2022 02:00:00;1528.63
06.05.2022 02:00:00;06.05.2022 03:00:00;1203.96
06.05.2022 03:00:00;06.05.2022 04:00:00;1031.42
06.05.2022 04:00:00;06.05.2022 05:00:00;1544.52
06.05.2022 05:00:00;06.05.2022 06:00:00;1931.04
06.05.2022 06:00:00;06.05.2022 07:00:00;2074.19
06.05.2022 07:00:00;06.05.2022 08:00:00;2163.57
06.05.2022 08:00:00;06.05.2022 09:00:00;2220.29
06.05.2022 09:00:00;06.05.2022 10:00:00;2125.39
06.05.2022 10:00:00;06.05.2022 11:00:00;2043.21
06.05.2022 11:00:00;06.05.2022 12:00:00;1942.68
06.05.2022 12:00:00;06.05.2022 13:00:00;1802.3
06.05.2022 13:00:00;06.05.2022 14:00:00;1424.45
06.05.2022 14:00:00;06.05.2022 15:00:00;987.03
06.05.2022 15:00:00;06.05.2022 16:00:00;476.2
06.05.2022 16:00:00;06.05.2022 17:00:00;547.43
06.05.2022 17:00:00;06.05.2022 18:00:00;1142.31
06.05.2022 18:00:00;06.05.2022 19:00:00;1518.18
06.05.2022 19:00:00;06.05.2022 20:00:00;1469.14
06.05.2022 20:00:00;06.05.2022 21:00:00;1053.72
06.05.2022 21:00:00;06.05.2022 22:00:00;1158.19
06.05.2022 22:00:00;06.05.2022 23:00:00;996.3
06.05.2022 23:00:00;07.05.2022 00:00:00;745.13
07.05.2022 00:00:00;07.05.2022 01:00:00;330.27
07.05.2022 01:00:00;07.05.2022 02:00:00;302.03
07.05.2022 02:00:00;07.05.2022 03:00:00;230.49
07.05.2022 03:00:00;07.05.2022 04:00:00;148.87
07.05.2022 04:00:00;07.05.2022 05:00:00;121.13
07.05.2022 05:00:00;07.05.2022 06:00:00;123.53
07.05.2022 06:00:00;07.05.2022 07:00:00;209.14
07.05.2022 07:00:00;07.05.2022 08:00:00;301.23
07.05.2022 08:00:00;07.05.2022 09:00:00;383.45
