Delivery Start (CET);Delivery End (CET);Price (NOK)
08.03.2021 00:00:00;08.03.2021 01:00:00;364.38
08.03.2021 01:00:00;08.03.2021 02:00:00;358.07
08.03.2021 02:00:00;08.03.2021 03:00:00;359.59
08.03.2021 03:00:00;08.03.2021 04:00:00;367.43
08.03.2021 04:00:00;08.03.2021 05:00:00;384.23
08.03.2021 05:00:00;08.03.2021 06:00:00;414.98
08.03.2021 06:00:00;08.03.2021 07:00:00;509.76
08.03.2021 07:00:00;08.03.2021 08:00:00;651.58
08.03.2021 08:00:00;08.03.2021 09:00:00;806.84
08.03.2021 09:00:00;08.03.2021 10:00:00;572.78
08.03.2021 10:00:00;08.03.2021 11:00:00;560.97
08.03.2021 11:00:00;08.03.2021 12:00:00;510.17
08.03.2021 12:00:00;08.03.2021 13:00:00;493.57
08.03.2021 13:00:00;08.03.2021 14:00:00;459.26
08.03.2021 14:00:00;08.03.2021 15:00:00;448.37
08.03.2021 15:00:00;08.03.2021 16:00:00;447.96
08.03.2021 16:00:00;08.03.2021 17:00:00;453.87
08.03.2021 17:00:00;08.03.2021 18:00:00;461.81
08.03.2021 18:00:00;08.03.2021 19:00:00;465.48
08.03.2021 19:00:00;08.03.2021 20:00:00;467.51
08.03.2021 20:00:00;08.03.2021 21:00:00;439.31
08.03.2021 21:00:00;08.03.2021 22:00:00;430.15
08.03.2021 22:00:00;08.03.2021 23:00:00;410.6
08.03.2021 23:00:00;09.03.2021 00:00:00;383.21
09.03.2021 00:00:00;09.03.2021 01:00:00;383.45
09.03.2021 01:00:00;09.03.2021 02:00:00;378.05
09.03.2021 02:00:00;09.03.2021 03:00:00;373.47
09.03.2021 03:00:00;09.03.2021 04:00:00;375.2
09.03.2021 04:00:00;09.03.2021 05:00:00;383.35
09.03.2021 05:00:00;09.03.2021 06:00:00;405.65
09.03.2021 06:00:00;09.03.2021 07:00:00;447.51
09.03.2021 07:00:00;09.03.2021 08:00:00;530.72
09.03.2021 08:00:00;09.03.2021 09:00:00;567.18
09.03.2021 09:00:00;09.03.2021 10:00:00;554.76
09.03.2021 10:00:00;09.03.2021 11:00:00;520.33
09.03.2021 11:00:00;09.03.2021 12:00:00;509.54
09.03.2021 12:00:00;09.03.2021 13:00:00;500.37
09.03.2021 13:00:00;09.03.2021 14:00:00;493.44
09.03.2021 14:00:00;09.03.2021 15:00:00;495.07
09.03.2021 15:00:00;09.03.2021 16:00:00;501.9
09.03.2021 16:00:00;09.03.2021 17:00:00;506.28
09.03.2021 17:00:00;09.03.2021 18:00:00;561.48
09.03.2021 18:00:00;09.03.2021 19:00:00;563.92
09.03.2021 19:00:00;09.03.2021 20:00:00;535
09.03.2021 20:00:00;09.03.2021 21:00:00;449.24
09.03.2021 21:00:00;09.03.2021 22:00:00;425.51
09.03.2021 22:00:00;09.03.2021 23:00:00;402.19
09.03.2021 23:00:00;10.03.2021 00:00:00;391.9
10.03.2021 00:00:00;10.03.2021 01:00:00;375.46
10.03.2021 01:00:00;10.03.2021 02:00:00;367.19
10.03.2021 02:00:00;10.03.2021 03:00:00;362.86
10.03.2021 03:00:00;10.03.2021 04:00:00;359.63
10.03.2021 04:00:00;10.03.2021 05:00:00;370.83
10.03.2021 05:00:00;10.03.2021 06:00:00;394.42
10.03.2021 06:00:00;10.03.2021 07:00:00;409.05
10.03.2021 07:00:00;10.03.2021 08:00:00;442.43
10.03.2021 08:00:00;10.03.2021 09:00:00;459.98
10.03.2021 09:00:00;10.03.2021 10:00:00;434.97
10.03.2021 10:00:00;10.03.2021 11:00:00;416.11
10.03.2021 11:00:00;10.03.2021 12:00:00;407.33
10.03.2021 12:00:00;10.03.2021 13:00:00;400.88
10.03.2021 13:00:00;10.03.2021 14:00:00;393.82
10.03.2021 14:00:00;10.03.2021 15:00:00;389.89
10.03.2021 15:00:00;10.03.2021 16:00:00;388.37
10.03.2021 16:00:00;10.03.2021 17:00:00;380.1
10.03.2021 17:00:00;10.03.2021 18:00:00;381.01
10.03.2021 18:00:00;10.03.2021 19:00:00;376.98
10.03.2021 19:00:00;10.03.2021 20:00:00;357.61
10.03.2021 20:00:00;10.03.2021 21:00:00;331.39
10.03.2021 21:00:00;10.03.2021 22:00:00;320.9
10.03.2021 22:00:00;10.03.2021 23:00:00;293.27
10.03.2021 23:00:00;11.03.2021 00:00:00;258.28
11.03.2021 00:00:00;11.03.2021 01:00:00;231.13
11.03.2021 01:00:00;11.03.2021 02:00:00;192.08
11.03.2021 02:00:00;11.03.2021 03:00:00;153.44
11.03.2021 03:00:00;11.03.2021 04:00:00;156.27
11.03.2021 04:00:00;11.03.2021 05:00:00;183.1
11.03.2021 05:00:00;11.03.2021 06:00:00;231.83
11.03.2021 06:00:00;11.03.2021 07:00:00;264.11
11.03.2021 07:00:00;11.03.2021 08:00:00;292.87
11.03.2021 08:00:00;11.03.2021 09:00:00;321.52
11.03.2021 09:00:00;11.03.2021 10:00:00;320.1
11.03.2021 10:00:00;11.03.2021 11:00:00;300.03
11.03.2021 11:00:00;11.03.2021 12:00:00;297.91
11.03.2021 12:00:00;11.03.2021 13:00:00;299.93
11.03.2021 13:00:00;11.03.2021 14:00:00;278.74
11.03.2021 14:00:00;11.03.2021 15:00:00;276.93
11.03.2021 15:00:00;11.03.2021 16:00:00;277.53
11.03.2021 16:00:00;11.03.2021 17:00:00;281.97
11.03.2021 17:00:00;11.03.2021 18:00:00;319.3
11.03.2021 18:00:00;11.03.2021 19:00:00;342
11.03.2021 19:00:00;11.03.2021 20:00:00;293.17
11.03.2021 20:00:00;11.03.2021 21:00:00;273.7
11.03.2021 21:00:00;11.03.2021 22:00:00;270.97
11.03.2021 22:00:00;11.03.2021 23:00:00;254.23
11.03.2021 23:00:00;12.03.2021 00:00:00;212.16
12.03.2021 00:00:00;12.03.2021 01:00:00;228.36
12.03.2021 01:00:00;12.03.2021 02:00:00;219.38
12.03.2021 02:00:00;12.03.2021 03:00:00;213.44
12.03.2021 03:00:00;12.03.2021 04:00:00;218.17
12.03.2021 04:00:00;12.03.2021 05:00:00;243.08
12.03.2021 05:00:00;12.03.2021 06:00:00;266.06
12.03.2021 06:00:00;12.03.2021 07:00:00;323.03
12.03.2021 07:00:00;12.03.2021 08:00:00;367.79
12.03.2021 08:00:00;12.03.2021 09:00:00;363.36
12.03.2021 09:00:00;12.03.2021 10:00:00;342.99
12.03.2021 10:00:00;12.03.2021 11:00:00;325.35
12.03.2021 11:00:00;12.03.2021 12:00:00;311.74
12.03.2021 12:00:00;12.03.2021 13:00:00;295.5
12.03.2021 13:00:00;12.03.2021 14:00:00;290.46
12.03.2021 14:00:00;12.03.2021 15:00:00;291.97
12.03.2021 15:00:00;12.03.2021 16:00:00;301.75
12.03.2021 16:00:00;12.03.2021 17:00:00;341.07
12.03.2021 17:00:00;12.03.2021 18:00:00;392.59
12.03.2021 18:00:00;12.03.2021 19:00:00;418.6
12.03.2021 19:00:00;12.03.2021 20:00:00;419.71
12.03.2021 20:00:00;12.03.2021 21:00:00;372.43
12.03.2021 21:00:00;12.03.2021 22:00:00;355.79
12.03.2021 22:00:00;12.03.2021 23:00:00;335.63
12.03.2021 23:00:00;13.03.2021 00:00:00;299.94
13.03.2021 00:00:00;13.03.2021 01:00:00;303.25
13.03.2021 01:00:00;13.03.2021 02:00:00;282.23
13.03.2021 02:00:00;13.03.2021 03:00:00;272.23
13.03.2021 03:00:00;13.03.2021 04:00:00;272.43
13.03.2021 04:00:00;13.03.2021 05:00:00;283.55
13.03.2021 05:00:00;13.03.2021 06:00:00;292.03
13.03.2021 06:00:00;13.03.2021 07:00:00;288.7
13.03.2021 07:00:00;13.03.2021 08:00:00;295.47
13.03.2021 08:00:00;13.03.2021 09:00:00;312.85
13.03.2021 09:00:00;13.03.2021 10:00:00;324.67
13.03.2021 10:00:00;13.03.2021 11:00:00;322.75
13.03.2021 11:00:00;13.03.2021 12:00:00;304.87
13.03.2021 12:00:00;13.03.2021 13:00:00;300.62
13.03.2021 13:00:00;13.03.2021 14:00:00;294.66
13.03.2021 14:00:00;13.03.2021 15:00:00;291.43
13.03.2021 15:00:00;13.03.2021 16:00:00;291.73
13.03.2021 16:00:00;13.03.2021 17:00:00;305.78
13.03.2021 17:00:00;13.03.2021 18:00:00;361.15
13.03.2021 18:00:00;13.03.2021 19:00:00;393.19
13.03.2021 19:00:00;13.03.2021 20:00:00;404.2
13.03.2021 20:00:00;13.03.2021 21:00:00;339.93
13.03.2021 21:00:00;13.03.2021 22:00:00;318.41
13.03.2021 22:00:00;13.03.2021 23:00:00;302.14
13.03.2021 23:00:00;14.03.2021 00:00:00;292.94
14.03.2021 00:00:00;14.03.2021 01:00:00;295.65
14.03.2021 01:00:00;14.03.2021 02:00:00;291.73
14.03.2021 02:00:00;14.03.2021 03:00:00;288.51
14.03.2021 03:00:00;14.03.2021 04:00:00;286.39
14.03.2021 04:00:00;14.03.2021 05:00:00;288.2
14.03.2021 05:00:00;14.03.2021 06:00:00;291.93
14.03.2021 06:00:00;14.03.2021 07:00:00;288.91
14.03.2021 07:00:00;14.03.2021 08:00:00;291.73
14.03.2021 08:00:00;14.03.2021 09:00:00;302
14.03.2021 09:00:00;14.03.2021 10:00:00;308.24
14.03.2021 10:00:00;14.03.2021 11:00:00;310.55
14.03.2021 11:00:00;14.03.2021 12:00:00;306.83
14.03.2021 12:00:00;14.03.2021 13:00:00;300.79
14.03.2021 13:00:00;14.03.2021 14:00:00;287.6
14.03.2021 14:00:00;14.03.2021 15:00:00;286.49
14.03.2021 15:00:00;14.03.2021 16:00:00;293.14
14.03.2021 16:00:00;14.03.2021 17:00:00;305.82
14.03.2021 17:00:00;14.03.2021 18:00:00;370.15
14.03.2021 18:00:00;14.03.2021 19:00:00;441.01
14.03.2021 19:00:00;14.03.2021 20:00:00;449.27
14.03.2021 20:00:00;14.03.2021 21:00:00;438.5
14.03.2021 21:00:00;14.03.2021 22:00:00;422.99
14.03.2021 22:00:00;14.03.2021 23:00:00;410.31
14.03.2021 23:00:00;15.03.2021 00:00:00;383.43
15.03.2021 00:00:00;15.03.2021 01:00:00;374.27
15.03.2021 01:00:00;15.03.2021 02:00:00;363.1
15.03.2021 02:00:00;15.03.2021 03:00:00;354.24
15.03.2021 03:00:00;15.03.2021 04:00:00;349.21
15.03.2021 04:00:00;15.03.2021 05:00:00;369.54
15.03.2021 05:00:00;15.03.2021 06:00:00;403.87
15.03.2021 06:00:00;15.03.2021 07:00:00;462.86
15.03.2021 07:00:00;15.03.2021 08:00:00;571.17
15.03.2021 08:00:00;15.03.2021 09:00:00;647.88
15.03.2021 09:00:00;15.03.2021 10:00:00;530.2
15.03.2021 10:00:00;15.03.2021 11:00:00;488.02
15.03.2021 11:00:00;15.03.2021 12:00:00;448.97
15.03.2021 12:00:00;15.03.2021 13:00:00;440.01
15.03.2021 13:00:00;15.03.2021 14:00:00;427.42
15.03.2021 14:00:00;15.03.2021 15:00:00;402.36
15.03.2021 15:00:00;15.03.2021 16:00:00;400.75
15.03.2021 16:00:00;15.03.2021 17:00:00;421.48
15.03.2021 17:00:00;15.03.2021 18:00:00;445.24
15.03.2021 18:00:00;15.03.2021 19:00:00;452.59
15.03.2021 19:00:00;15.03.2021 20:00:00;462.76
15.03.2021 20:00:00;15.03.2021 21:00:00;443.63
15.03.2021 21:00:00;15.03.2021 22:00:00;426.82
15.03.2021 22:00:00;15.03.2021 23:00:00;403.36
15.03.2021 23:00:00;16.03.2021 00:00:00;377.39
16.03.2021 00:00:00;16.03.2021 01:00:00;384.19
16.03.2021 01:00:00;16.03.2021 02:00:00;378.34
16.03.2021 02:00:00;16.03.2021 03:00:00;376.42
16.03.2021 03:00:00;16.03.2021 04:00:00;378.54
16.03.2021 04:00:00;16.03.2021 05:00:00;392.55
16.03.2021 05:00:00;16.03.2021 06:00:00;404.05
16.03.2021 06:00:00;16.03.2021 07:00:00;431.16
16.03.2021 07:00:00;16.03.2021 08:00:00;468.56
16.03.2021 08:00:00;16.03.2021 09:00:00;499.21
16.03.2021 09:00:00;16.03.2021 10:00:00;504.65
16.03.2021 10:00:00;16.03.2021 11:00:00;472.19
16.03.2021 11:00:00;16.03.2021 12:00:00;447.5
16.03.2021 12:00:00;16.03.2021 13:00:00;433.99
16.03.2021 13:00:00;16.03.2021 14:00:00;425.01
16.03.2021 14:00:00;16.03.2021 15:00:00;423.5
16.03.2021 15:00:00;16.03.2021 16:00:00;423.6
16.03.2021 16:00:00;16.03.2021 17:00:00;443.66
16.03.2021 17:00:00;16.03.2021 18:00:00;494.07
16.03.2021 18:00:00;16.03.2021 19:00:00;507.88
16.03.2021 19:00:00;16.03.2021 20:00:00;512.62
16.03.2021 20:00:00;16.03.2021 21:00:00;468.36
16.03.2021 21:00:00;16.03.2021 22:00:00;438.42
16.03.2021 22:00:00;16.03.2021 23:00:00;423.5
16.03.2021 23:00:00;17.03.2021 00:00:00;410.2
17.03.2021 00:00:00;17.03.2021 01:00:00;397.42
17.03.2021 01:00:00;17.03.2021 02:00:00;392.38
17.03.2021 02:00:00;17.03.2021 03:00:00;391.77
17.03.2021 03:00:00;17.03.2021 04:00:00;392.68
17.03.2021 04:00:00;17.03.2021 05:00:00;400.45
17.03.2021 05:00:00;17.03.2021 06:00:00;426.68
17.03.2021 06:00:00;17.03.2021 07:00:00;492.67
17.03.2021 07:00:00;17.03.2021 08:00:00;530.7
17.03.2021 08:00:00;17.03.2021 09:00:00;571.36
17.03.2021 09:00:00;17.03.2021 10:00:00;572.47
17.03.2021 10:00:00;17.03.2021 11:00:00;532.32
17.03.2021 11:00:00;17.03.2021 12:00:00;514.16
17.03.2021 12:00:00;17.03.2021 13:00:00;495.89
17.03.2021 13:00:00;17.03.2021 14:00:00;451.4
17.03.2021 14:00:00;17.03.2021 15:00:00;440.4
17.03.2021 15:00:00;17.03.2021 16:00:00;440.3
17.03.2021 16:00:00;17.03.2021 17:00:00;486.41
17.03.2021 17:00:00;17.03.2021 18:00:00;513.55
17.03.2021 18:00:00;17.03.2021 19:00:00;521.32
17.03.2021 19:00:00;17.03.2021 20:00:00;513.65
17.03.2021 20:00:00;17.03.2021 21:00:00;436.57
17.03.2021 21:00:00;17.03.2021 22:00:00;426.18
17.03.2021 22:00:00;17.03.2021 23:00:00;410.94
17.03.2021 23:00:00;18.03.2021 00:00:00;389.05
18.03.2021 00:00:00;18.03.2021 01:00:00;388.75
18.03.2021 01:00:00;18.03.2021 02:00:00;386.43
18.03.2021 02:00:00;18.03.2021 03:00:00;385.62
18.03.2021 03:00:00;18.03.2021 04:00:00;386.22
18.03.2021 04:00:00;18.03.2021 05:00:00;396.75
18.03.2021 05:00:00;18.03.2021 06:00:00;415.77
18.03.2021 06:00:00;18.03.2021 07:00:00;441.57
18.03.2021 07:00:00;18.03.2021 08:00:00;557.73
18.03.2021 08:00:00;18.03.2021 09:00:00;587.18
18.03.2021 09:00:00;18.03.2021 10:00:00;587.08
18.03.2021 10:00:00;18.03.2021 11:00:00;531.52
18.03.2021 11:00:00;18.03.2021 12:00:00;494.69
18.03.2021 12:00:00;18.03.2021 13:00:00;462.82
18.03.2021 13:00:00;18.03.2021 14:00:00;439.65
18.03.2021 14:00:00;18.03.2021 15:00:00;430.24
18.03.2021 15:00:00;18.03.2021 16:00:00;424.98
18.03.2021 16:00:00;18.03.2021 17:00:00;434.29
18.03.2021 17:00:00;18.03.2021 18:00:00;455.03
18.03.2021 18:00:00;18.03.2021 19:00:00;514.93
18.03.2021 19:00:00;18.03.2021 20:00:00;513.72
18.03.2021 20:00:00;18.03.2021 21:00:00;443.39
18.03.2021 21:00:00;18.03.2021 22:00:00;427.41
18.03.2021 22:00:00;18.03.2021 23:00:00;414.45
18.03.2021 23:00:00;19.03.2021 00:00:00;395.23
19.03.2021 00:00:00;19.03.2021 01:00:00;398.34
19.03.2021 01:00:00;19.03.2021 02:00:00;392.39
19.03.2021 02:00:00;19.03.2021 03:00:00;390.58
19.03.2021 03:00:00;19.03.2021 04:00:00;395.22
19.03.2021 04:00:00;19.03.2021 05:00:00;408.42
19.03.2021 05:00:00;19.03.2021 06:00:00;431.7
19.03.2021 06:00:00;19.03.2021 07:00:00;475.35
19.03.2021 07:00:00;19.03.2021 08:00:00;513.25
19.03.2021 08:00:00;19.03.2021 09:00:00;524.54
19.03.2021 09:00:00;19.03.2021 10:00:00;475.55
19.03.2021 10:00:00;19.03.2021 11:00:00;441.48
19.03.2021 11:00:00;19.03.2021 12:00:00;428.08
19.03.2021 12:00:00;19.03.2021 13:00:00;415.28
19.03.2021 13:00:00;19.03.2021 14:00:00;399.95
19.03.2021 14:00:00;19.03.2021 15:00:00;393.3
19.03.2021 15:00:00;19.03.2021 16:00:00;389.37
19.03.2021 16:00:00;19.03.2021 17:00:00;391.29
19.03.2021 17:00:00;19.03.2021 18:00:00;395.72
19.03.2021 18:00:00;19.03.2021 19:00:00;400.66
19.03.2021 19:00:00;19.03.2021 20:00:00;404.09
19.03.2021 20:00:00;19.03.2021 21:00:00;393.3
19.03.2021 21:00:00;19.03.2021 22:00:00;381.61
19.03.2021 22:00:00;19.03.2021 23:00:00;368.3
19.03.2021 23:00:00;20.03.2021 00:00:00;339.68
20.03.2021 00:00:00;20.03.2021 01:00:00;315.46
20.03.2021 01:00:00;20.03.2021 02:00:00;305.91
20.03.2021 02:00:00;20.03.2021 03:00:00;302.77
20.03.2021 03:00:00;20.03.2021 04:00:00;300.12
20.03.2021 04:00:00;20.03.2021 05:00:00;300.12
20.03.2021 05:00:00;20.03.2021 06:00:00;306.32
20.03.2021 06:00:00;20.03.2021 07:00:00;307.54
20.03.2021 07:00:00;20.03.2021 08:00:00;310.69
20.03.2021 08:00:00;20.03.2021 09:00:00;320.64
20.03.2021 09:00:00;20.03.2021 10:00:00;330.39
20.03.2021 10:00:00;20.03.2021 11:00:00;329.88
20.03.2021 11:00:00;20.03.2021 12:00:00;320.54
20.03.2021 12:00:00;20.03.2021 13:00:00;313.02
20.03.2021 13:00:00;20.03.2021 14:00:00;303.88
20.03.2021 14:00:00;20.03.2021 15:00:00;289.05
20.03.2021 15:00:00;20.03.2021 16:00:00;279.71
20.03.2021 16:00:00;20.03.2021 17:00:00;274.73
20.03.2021 17:00:00;20.03.2021 18:00:00;286.82
20.03.2021 18:00:00;20.03.2021 19:00:00;306.93
20.03.2021 19:00:00;20.03.2021 20:00:00;289.16
20.03.2021 20:00:00;20.03.2021 21:00:00;262.75
20.03.2021 21:00:00;20.03.2021 22:00:00;252.29
20.03.2021 22:00:00;20.03.2021 23:00:00;228.52
20.03.2021 23:00:00;21.03.2021 00:00:00;205.57
21.03.2021 00:00:00;21.03.2021 01:00:00;225.65
21.03.2021 01:00:00;21.03.2021 02:00:00;219.73
21.03.2021 02:00:00;21.03.2021 03:00:00;214.84
21.03.2021 03:00:00;21.03.2021 04:00:00;216.78
21.03.2021 04:00:00;21.03.2021 05:00:00;222.18
21.03.2021 05:00:00;21.03.2021 06:00:00;225.85
21.03.2021 06:00:00;21.03.2021 07:00:00;219.53
21.03.2021 07:00:00;21.03.2021 08:00:00;226.26
21.03.2021 08:00:00;21.03.2021 09:00:00;241.05
21.03.2021 09:00:00;21.03.2021 10:00:00;240.13
21.03.2021 10:00:00;21.03.2021 11:00:00;241.05
21.03.2021 11:00:00;21.03.2021 12:00:00;240.13
21.03.2021 12:00:00;21.03.2021 13:00:00;240.23
21.03.2021 13:00:00;21.03.2021 14:00:00;235.85
21.03.2021 14:00:00;21.03.2021 15:00:00;232.68
21.03.2021 15:00:00;21.03.2021 16:00:00;239.92
21.03.2021 16:00:00;21.03.2021 17:00:00;254.91
21.03.2021 17:00:00;21.03.2021 18:00:00;305.69
21.03.2021 18:00:00;21.03.2021 19:00:00;332.61
21.03.2021 19:00:00;21.03.2021 20:00:00;346.58
21.03.2021 20:00:00;21.03.2021 21:00:00;333.12
21.03.2021 21:00:00;21.03.2021 22:00:00;330.67
21.03.2021 22:00:00;21.03.2021 23:00:00;322.82
21.03.2021 23:00:00;22.03.2021 00:00:00;307.83
22.03.2021 00:00:00;22.03.2021 01:00:00;304.06
22.03.2021 01:00:00;22.03.2021 02:00:00;305.08
22.03.2021 02:00:00;22.03.2021 03:00:00;307.53
22.03.2021 03:00:00;22.03.2021 04:00:00;312.22
22.03.2021 04:00:00;22.03.2021 05:00:00;336.08
22.03.2021 05:00:00;22.03.2021 06:00:00;371.25
22.03.2021 06:00:00;22.03.2021 07:00:00;408.27
22.03.2021 07:00:00;22.03.2021 08:00:00;444.98
22.03.2021 08:00:00;22.03.2021 09:00:00;451.5
22.03.2021 09:00:00;22.03.2021 10:00:00;447.22
22.03.2021 10:00:00;22.03.2021 11:00:00;433.76
22.03.2021 11:00:00;22.03.2021 12:00:00;414.9
22.03.2021 12:00:00;22.03.2021 13:00:00;406.53
22.03.2021 13:00:00;22.03.2021 14:00:00;385.22
22.03.2021 14:00:00;22.03.2021 15:00:00;379.11
22.03.2021 15:00:00;22.03.2021 16:00:00;376.76
22.03.2021 16:00:00;22.03.2021 17:00:00;381.15
22.03.2021 17:00:00;22.03.2021 18:00:00;393.79
22.03.2021 18:00:00;22.03.2021 19:00:00;401.54
22.03.2021 19:00:00;22.03.2021 20:00:00;384.51
22.03.2021 20:00:00;22.03.2021 21:00:00;361.47
22.03.2021 21:00:00;22.03.2021 22:00:00;364.73
22.03.2021 22:00:00;22.03.2021 23:00:00;345.97
22.03.2021 23:00:00;23.03.2021 00:00:00;312.62
23.03.2021 00:00:00;23.03.2021 01:00:00;302.15
23.03.2021 01:00:00;23.03.2021 02:00:00;302.26
23.03.2021 02:00:00;23.03.2021 03:00:00;301.34
23.03.2021 03:00:00;23.03.2021 04:00:00;303.98
23.03.2021 04:00:00;23.03.2021 05:00:00;321.23
23.03.2021 05:00:00;23.03.2021 06:00:00;327.73
23.03.2021 06:00:00;23.03.2021 07:00:00;373.1
23.03.2021 07:00:00;23.03.2021 08:00:00;405.17
23.03.2021 08:00:00;23.03.2021 09:00:00;414.71
23.03.2021 09:00:00;23.03.2021 10:00:00;404.56
23.03.2021 10:00:00;23.03.2021 11:00:00;395.83
23.03.2021 11:00:00;23.03.2021 12:00:00;378.99
23.03.2021 12:00:00;23.03.2021 13:00:00;374.52
23.03.2021 13:00:00;23.03.2021 14:00:00;357.87
23.03.2021 14:00:00;23.03.2021 15:00:00;351.38
23.03.2021 15:00:00;23.03.2021 16:00:00;349.45
23.03.2021 16:00:00;23.03.2021 17:00:00;347.01
23.03.2021 17:00:00;23.03.2021 18:00:00;355.24
23.03.2021 18:00:00;23.03.2021 19:00:00;376.65
23.03.2021 19:00:00;23.03.2021 20:00:00;362.34
23.03.2021 20:00:00;23.03.2021 21:00:00;326.72
23.03.2021 21:00:00;23.03.2021 22:00:00;312.3
23.03.2021 22:00:00;23.03.2021 23:00:00;302.05
23.03.2021 23:00:00;24.03.2021 00:00:00;275.46
24.03.2021 00:00:00;24.03.2021 01:00:00;249.47
24.03.2021 01:00:00;24.03.2021 02:00:00;243.77
24.03.2021 02:00:00;24.03.2021 03:00:00;237.05
24.03.2021 03:00:00;24.03.2021 04:00:00;239.19
24.03.2021 04:00:00;24.03.2021 05:00:00;246.62
24.03.2021 05:00:00;24.03.2021 06:00:00;275.86
24.03.2021 06:00:00;24.03.2021 07:00:00;326.79
24.03.2021 07:00:00;24.03.2021 08:00:00;368.97
24.03.2021 08:00:00;24.03.2021 09:00:00;380.48
24.03.2021 09:00:00;24.03.2021 10:00:00;370.7
24.03.2021 10:00:00;24.03.2021 11:00:00;350.94
24.03.2021 11:00:00;24.03.2021 12:00:00;346.15
24.03.2021 12:00:00;24.03.2021 13:00:00;338.1
24.03.2021 13:00:00;24.03.2021 14:00:00;334.33
24.03.2021 14:00:00;24.03.2021 15:00:00;326.39
24.03.2021 15:00:00;24.03.2021 16:00:00;324.76
24.03.2021 16:00:00;24.03.2021 17:00:00;325.57
24.03.2021 17:00:00;24.03.2021 18:00:00;346.25
24.03.2021 18:00:00;24.03.2021 19:00:00;371.82
24.03.2021 19:00:00;24.03.2021 20:00:00;364.59
24.03.2021 20:00:00;24.03.2021 21:00:00;336.78
24.03.2021 21:00:00;24.03.2021 22:00:00;319.97
24.03.2021 22:00:00;24.03.2021 23:00:00;301.43
24.03.2021 23:00:00;25.03.2021 00:00:00;271.99
25.03.2021 00:00:00;25.03.2021 01:00:00;233.25
25.03.2021 01:00:00;25.03.2021 02:00:00;231.42
25.03.2021 02:00:00;25.03.2021 03:00:00;232.33
25.03.2021 03:00:00;25.03.2021 04:00:00;233.96
25.03.2021 04:00:00;25.03.2021 05:00:00;254.87
25.03.2021 05:00:00;25.03.2021 06:00:00;326.93
25.03.2021 06:00:00;25.03.2021 07:00:00;380.22
25.03.2021 07:00:00;25.03.2021 08:00:00;410.47
25.03.2021 08:00:00;25.03.2021 09:00:00;428.63
25.03.2021 09:00:00;25.03.2021 10:00:00;423.66
25.03.2021 10:00:00;25.03.2021 11:00:00;418.79
25.03.2021 11:00:00;25.03.2021 12:00:00;399.4
25.03.2021 12:00:00;25.03.2021 13:00:00;396.56
25.03.2021 13:00:00;25.03.2021 14:00:00;386.72
25.03.2021 14:00:00;25.03.2021 15:00:00;371.9
25.03.2021 15:00:00;25.03.2021 16:00:00;385.29
25.03.2021 16:00:00;25.03.2021 17:00:00;388.34
25.03.2021 17:00:00;25.03.2021 18:00:00;401.94
25.03.2021 18:00:00;25.03.2021 19:00:00;408.64
25.03.2021 19:00:00;25.03.2021 20:00:00;403.56
25.03.2021 20:00:00;25.03.2021 21:00:00;395.75
25.03.2021 21:00:00;25.03.2021 22:00:00;364.28
25.03.2021 22:00:00;25.03.2021 23:00:00;354.84
25.03.2021 23:00:00;26.03.2021 00:00:00;320.13
26.03.2021 00:00:00;26.03.2021 01:00:00;313.54
26.03.2021 01:00:00;26.03.2021 02:00:00;305.62
26.03.2021 02:00:00;26.03.2021 03:00:00;295.96
26.03.2021 03:00:00;26.03.2021 04:00:00;303.38
26.03.2021 04:00:00;26.03.2021 05:00:00;331.94
26.03.2021 05:00:00;26.03.2021 06:00:00;362.02
26.03.2021 06:00:00;26.03.2021 07:00:00;398
26.03.2021 07:00:00;26.03.2021 08:00:00;413.76
26.03.2021 08:00:00;26.03.2021 09:00:00;416.91
26.03.2021 09:00:00;26.03.2021 10:00:00;397.9
26.03.2021 10:00:00;26.03.2021 11:00:00;388.04
26.03.2021 11:00:00;26.03.2021 12:00:00;354.71
26.03.2021 12:00:00;26.03.2021 13:00:00;321.47
26.03.2021 13:00:00;26.03.2021 14:00:00;301.14
26.03.2021 14:00:00;26.03.2021 15:00:00;305.62
26.03.2021 15:00:00;26.03.2021 16:00:00;314.66
26.03.2021 16:00:00;26.03.2021 17:00:00;320.35
26.03.2021 17:00:00;26.03.2021 18:00:00;330.01
26.03.2021 18:00:00;26.03.2021 19:00:00;336.01
26.03.2021 19:00:00;26.03.2021 20:00:00;310.7
26.03.2021 20:00:00;26.03.2021 21:00:00;265.47
26.03.2021 21:00:00;26.03.2021 22:00:00;239.15
26.03.2021 22:00:00;26.03.2021 23:00:00;225.32
26.03.2021 23:00:00;27.03.2021 00:00:00;212.82
27.03.2021 00:00:00;27.03.2021 01:00:00;229.43
27.03.2021 01:00:00;27.03.2021 02:00:00;224.36
27.03.2021 02:00:00;27.03.2021 03:00:00;213.81
27.03.2021 03:00:00;27.03.2021 04:00:00;203.67
27.03.2021 04:00:00;27.03.2021 05:00:00;203.16
27.03.2021 05:00:00;27.03.2021 06:00:00;209.55
27.03.2021 06:00:00;27.03.2021 07:00:00;214.02
27.03.2021 07:00:00;27.03.2021 08:00:00;218.99
27.03.2021 08:00:00;27.03.2021 09:00:00;218.17
27.03.2021 09:00:00;27.03.2021 10:00:00;205.8
