Delivery Start (CET);Delivery End (CET);Price (NOK)
06.01.2021 03:00:00;06.01.2021 04:00:00;286.84
06.01.2021 04:00:00;06.01.2021 05:00:00;289.45
06.01.2021 05:00:00;06.01.2021 06:00:00;298.67
06.01.2021 06:00:00;06.01.2021 07:00:00;315.22
06.01.2021 07:00:00;06.01.2021 08:00:00;356.37
06.01.2021 08:00:00;06.01.2021 09:00:00;401.93
06.01.2021 09:00:00;06.01.2021 10:00:00;415.02
06.01.2021 10:00:00;06.01.2021 11:00:00;450.94
06.01.2021 11:00:00;06.01.2021 12:00:00;454.6
06.01.2021 12:00:00;06.01.2021 13:00:00;471.46
06.01.2021 13:00:00;06.01.2021 14:00:00;471.99
06.01.2021 14:00:00;06.01.2021 15:00:00;502.78
06.01.2021 15:00:00;06.01.2021 16:00:00;553.98
06.01.2021 16:00:00;06.01.2021 17:00:00;583.94
06.01.2021 17:00:00;06.01.2021 18:00:00;584.14
06.01.2021 18:00:00;06.01.2021 19:00:00;570.85
06.01.2021 19:00:00;06.01.2021 20:00:00;483.4
06.01.2021 20:00:00;06.01.2021 21:00:00;409.68
06.01.2021 21:00:00;06.01.2021 22:00:00;409.26
06.01.2021 22:00:00;06.01.2021 23:00:00;393.86
06.01.2021 23:00:00;07.01.2021 00:00:00;326.11
07.01.2021 00:00:00;07.01.2021 01:00:00;412.05
07.01.2021 01:00:00;07.01.2021 02:00:00;399.18
07.01.2021 02:00:00;07.01.2021 03:00:00;389.01
07.01.2021 03:00:00;07.01.2021 04:00:00;394.51
07.01.2021 04:00:00;07.01.2021 05:00:00;402.82
07.01.2021 05:00:00;07.01.2021 06:00:00;458.95
07.01.2021 06:00:00;07.01.2021 07:00:00;545.29
07.01.2021 07:00:00;07.01.2021 08:00:00;633.28
07.01.2021 08:00:00;07.01.2021 09:00:00;792.76
07.01.2021 09:00:00;07.01.2021 10:00:00;783.43
07.01.2021 10:00:00;07.01.2021 11:00:00;806.36
07.01.2021 11:00:00;07.01.2021 12:00:00;830.64
07.01.2021 12:00:00;07.01.2021 13:00:00;808.23
07.01.2021 13:00:00;07.01.2021 14:00:00;801.27
07.01.2021 14:00:00;07.01.2021 15:00:00;801.27
07.01.2021 15:00:00;07.01.2021 16:00:00;825.04
07.01.2021 16:00:00;07.01.2021 17:00:00;880.96
07.01.2021 17:00:00;07.01.2021 18:00:00;946.96
07.01.2021 18:00:00;07.01.2021 19:00:00;861.35
07.01.2021 19:00:00;07.01.2021 20:00:00;743.68
07.01.2021 20:00:00;07.01.2021 21:00:00;639.92
07.01.2021 21:00:00;07.01.2021 22:00:00;575.38
07.01.2021 22:00:00;07.01.2021 23:00:00;556.28
07.01.2021 23:00:00;08.01.2021 00:00:00;519.34
08.01.2021 00:00:00;08.01.2021 01:00:00;495.22
08.01.2021 01:00:00;08.01.2021 02:00:00;454.37
08.01.2021 02:00:00;08.01.2021 03:00:00;448.25
08.01.2021 03:00:00;08.01.2021 04:00:00;439.54
08.01.2021 04:00:00;08.01.2021 05:00:00;448.36
08.01.2021 05:00:00;08.01.2021 06:00:00;499.89
08.01.2021 06:00:00;08.01.2021 07:00:00;579.83
08.01.2021 07:00:00;08.01.2021 08:00:00;725.21
08.01.2021 08:00:00;08.01.2021 09:00:00;989.72
08.01.2021 09:00:00;08.01.2021 10:00:00;1036.07
08.01.2021 10:00:00;08.01.2021 11:00:00;1055.25
08.01.2021 11:00:00;08.01.2021 12:00:00;1036.9
08.01.2021 12:00:00;08.01.2021 13:00:00;975.62
08.01.2021 13:00:00;08.01.2021 14:00:00;934.77
08.01.2021 14:00:00;08.01.2021 15:00:00;900.96
08.01.2021 15:00:00;08.01.2021 16:00:00;917.66
08.01.2021 16:00:00;08.01.2021 17:00:00;898.68
08.01.2021 17:00:00;08.01.2021 18:00:00;1036.69
08.01.2021 18:00:00;08.01.2021 19:00:00;910.4
08.01.2021 19:00:00;08.01.2021 20:00:00;762.02
08.01.2021 20:00:00;08.01.2021 21:00:00;606.38
08.01.2021 21:00:00;08.01.2021 22:00:00;588.34
08.01.2021 22:00:00;08.01.2021 23:00:00;560.24
08.01.2021 23:00:00;09.01.2021 00:00:00;507.77
09.01.2021 00:00:00;09.01.2021 01:00:00;483.67
09.01.2021 01:00:00;09.01.2021 02:00:00;475.11
09.01.2021 02:00:00;09.01.2021 03:00:00;469.64
09.01.2021 03:00:00;09.01.2021 04:00:00;482.74
09.01.2021 04:00:00;09.01.2021 05:00:00;485.93
09.01.2021 05:00:00;09.01.2021 06:00:00;481.6
09.01.2021 06:00:00;09.01.2021 07:00:00;485.73
09.01.2021 07:00:00;09.01.2021 08:00:00;511.92
09.01.2021 08:00:00;09.01.2021 09:00:00;568.93
09.01.2021 09:00:00;09.01.2021 10:00:00;602.75
09.01.2021 10:00:00;09.01.2021 11:00:00;615.74
09.01.2021 11:00:00;09.01.2021 12:00:00;611.1
09.01.2021 12:00:00;09.01.2021 13:00:00;596.98
09.01.2021 13:00:00;09.01.2021 14:00:00;570.89
09.01.2021 14:00:00;09.01.2021 15:00:00;569.76
09.01.2021 15:00:00;09.01.2021 16:00:00;570.27
09.01.2021 16:00:00;09.01.2021 17:00:00;573.06
09.01.2021 17:00:00;09.01.2021 18:00:00;595.23
09.01.2021 18:00:00;09.01.2021 19:00:00;584.09
09.01.2021 19:00:00;09.01.2021 20:00:00;570.17
09.01.2021 20:00:00;09.01.2021 21:00:00;510.99
09.01.2021 21:00:00;09.01.2021 22:00:00;473.77
09.01.2021 22:00:00;09.01.2021 23:00:00;426.03
09.01.2021 23:00:00;10.01.2021 00:00:00;371.49
10.01.2021 00:00:00;10.01.2021 01:00:00;396.3
10.01.2021 01:00:00;10.01.2021 02:00:00;368.57
10.01.2021 02:00:00;10.01.2021 03:00:00;349.84
10.01.2021 03:00:00;10.01.2021 04:00:00;341.87
10.01.2021 04:00:00;10.01.2021 05:00:00;341.04
10.01.2021 05:00:00;10.01.2021 06:00:00;346.53
10.01.2021 06:00:00;10.01.2021 07:00:00;344.87
10.01.2021 07:00:00;10.01.2021 08:00:00;375.81
10.01.2021 08:00:00;10.01.2021 09:00:00;392.99
10.01.2021 09:00:00;10.01.2021 10:00:00;409.65
10.01.2021 10:00:00;10.01.2021 11:00:00;445.03
10.01.2021 11:00:00;10.01.2021 12:00:00;462
10.01.2021 12:00:00;10.01.2021 13:00:00;456.52
10.01.2021 13:00:00;10.01.2021 14:00:00;451.86
10.01.2021 14:00:00;10.01.2021 15:00:00;464.69
10.01.2021 15:00:00;10.01.2021 16:00:00;476.8
10.01.2021 16:00:00;10.01.2021 17:00:00;527.29
10.01.2021 17:00:00;10.01.2021 18:00:00;583.06
10.01.2021 18:00:00;10.01.2021 19:00:00;570.86
10.01.2021 19:00:00;10.01.2021 20:00:00;510.74
10.01.2021 20:00:00;10.01.2021 21:00:00;481.25
10.01.2021 21:00:00;10.01.2021 22:00:00;458.69
10.01.2021 22:00:00;10.01.2021 23:00:00;413.37
10.01.2021 23:00:00;11.01.2021 00:00:00;370.33
11.01.2021 00:00:00;11.01.2021 01:00:00;417.61
11.01.2021 01:00:00;11.01.2021 02:00:00;407.47
11.01.2021 02:00:00;11.01.2021 03:00:00;386.05
11.01.2021 03:00:00;11.01.2021 04:00:00;364.43
11.01.2021 04:00:00;11.01.2021 05:00:00;383.05
11.01.2021 05:00:00;11.01.2021 06:00:00;427.03
11.01.2021 06:00:00;11.01.2021 07:00:00;441.62
11.01.2021 07:00:00;11.01.2021 08:00:00;521.91
11.01.2021 08:00:00;11.01.2021 09:00:00;568.37
11.01.2021 09:00:00;11.01.2021 10:00:00;517.15
11.01.2021 10:00:00;11.01.2021 11:00:00;493.66
11.01.2021 11:00:00;11.01.2021 12:00:00;461.17
11.01.2021 12:00:00;11.01.2021 13:00:00;447.62
11.01.2021 13:00:00;11.01.2021 14:00:00;441.41
11.01.2021 14:00:00;11.01.2021 15:00:00;436.13
11.01.2021 15:00:00;11.01.2021 16:00:00;439.76
11.01.2021 16:00:00;11.01.2021 17:00:00;447.31
11.01.2021 17:00:00;11.01.2021 18:00:00;456.1
11.01.2021 18:00:00;11.01.2021 19:00:00;440.17
11.01.2021 19:00:00;11.01.2021 20:00:00;410.89
11.01.2021 20:00:00;11.01.2021 21:00:00;383.98
11.01.2021 21:00:00;11.01.2021 22:00:00;354.29
11.01.2021 22:00:00;11.01.2021 23:00:00;344.25
11.01.2021 23:00:00;12.01.2021 00:00:00;290.45
12.01.2021 00:00:00;12.01.2021 01:00:00;242.42
12.01.2021 01:00:00;12.01.2021 02:00:00;237.35
12.01.2021 02:00:00;12.01.2021 03:00:00;237.14
12.01.2021 03:00:00;12.01.2021 04:00:00;256.7
12.01.2021 04:00:00;12.01.2021 05:00:00;286.93
12.01.2021 05:00:00;12.01.2021 06:00:00;362.18
12.01.2021 06:00:00;12.01.2021 07:00:00;381.43
12.01.2021 07:00:00;12.01.2021 08:00:00;427.29
12.01.2021 08:00:00;12.01.2021 09:00:00;458.76
12.01.2021 09:00:00;12.01.2021 10:00:00;430.91
12.01.2021 10:00:00;12.01.2021 11:00:00;441.68
12.01.2021 11:00:00;12.01.2021 12:00:00;437.95
12.01.2021 12:00:00;12.01.2021 13:00:00;429.15
12.01.2021 13:00:00;12.01.2021 14:00:00;422.94
12.01.2021 14:00:00;12.01.2021 15:00:00;425.53
12.01.2021 15:00:00;12.01.2021 16:00:00;437.85
12.01.2021 16:00:00;12.01.2021 17:00:00;498.3
12.01.2021 17:00:00;12.01.2021 18:00:00;497.47
12.01.2021 18:00:00;12.01.2021 19:00:00;489.4
12.01.2021 19:00:00;12.01.2021 20:00:00;433.29
12.01.2021 20:00:00;12.01.2021 21:00:00;408.45
12.01.2021 21:00:00;12.01.2021 22:00:00;393.03
12.01.2021 22:00:00;12.01.2021 23:00:00;377.09
12.01.2021 23:00:00;13.01.2021 00:00:00;355.56
13.01.2021 00:00:00;13.01.2021 01:00:00;340.53
13.01.2021 01:00:00;13.01.2021 02:00:00;333.07
13.01.2021 02:00:00;13.01.2021 03:00:00;324.25
13.01.2021 03:00:00;13.01.2021 04:00:00;317.93
13.01.2021 04:00:00;13.01.2021 05:00:00;326.12
13.01.2021 05:00:00;13.01.2021 06:00:00;380.98
13.01.2021 06:00:00;13.01.2021 07:00:00;418.31
13.01.2021 07:00:00;13.01.2021 08:00:00;451.9
13.01.2021 08:00:00;13.01.2021 09:00:00;538.59
13.01.2021 09:00:00;13.01.2021 10:00:00;486.64
13.01.2021 10:00:00;13.01.2021 11:00:00;498.46
13.01.2021 11:00:00;13.01.2021 12:00:00;478.24
13.01.2021 12:00:00;13.01.2021 13:00:00;444.23
13.01.2021 13:00:00;13.01.2021 14:00:00;425.25
13.01.2021 14:00:00;13.01.2021 15:00:00;418.41
13.01.2021 15:00:00;13.01.2021 16:00:00;440.7
13.01.2021 16:00:00;13.01.2021 17:00:00;498.46
13.01.2021 17:00:00;13.01.2021 18:00:00;587.74
13.01.2021 18:00:00;13.01.2021 19:00:00;570.32
13.01.2021 19:00:00;13.01.2021 20:00:00;514.95
13.01.2021 20:00:00;13.01.2021 21:00:00;490.68
13.01.2021 21:00:00;13.01.2021 22:00:00;431.37
13.01.2021 22:00:00;13.01.2021 23:00:00;415.3
13.01.2021 23:00:00;14.01.2021 00:00:00;392.59
14.01.2021 00:00:00;14.01.2021 01:00:00;384.27
14.01.2021 01:00:00;14.01.2021 02:00:00;380.65
14.01.2021 02:00:00;14.01.2021 03:00:00;380.03
14.01.2021 03:00:00;14.01.2021 04:00:00;403.37
14.01.2021 04:00:00;14.01.2021 05:00:00;429.09
14.01.2021 05:00:00;14.01.2021 06:00:00;496.52
14.01.2021 06:00:00;14.01.2021 07:00:00;681.38
14.01.2021 07:00:00;14.01.2021 08:00:00;835.45
14.01.2021 08:00:00;14.01.2021 09:00:00;878.41
14.01.2021 09:00:00;14.01.2021 10:00:00;800.86
14.01.2021 10:00:00;14.01.2021 11:00:00;800.96
14.01.2021 11:00:00;14.01.2021 12:00:00;835.25
14.01.2021 12:00:00;14.01.2021 13:00:00;822.44
14.01.2021 13:00:00;14.01.2021 14:00:00;834.42
14.01.2021 14:00:00;14.01.2021 15:00:00;807.78
14.01.2021 15:00:00;14.01.2021 16:00:00;879.86
14.01.2021 16:00:00;14.01.2021 17:00:00;987.57
14.01.2021 17:00:00;14.01.2021 18:00:00;1033.63
14.01.2021 18:00:00;14.01.2021 19:00:00;930.26
14.01.2021 19:00:00;14.01.2021 20:00:00;871.08
14.01.2021 20:00:00;14.01.2021 21:00:00;768.12
14.01.2021 21:00:00;14.01.2021 22:00:00;649.57
14.01.2021 22:00:00;14.01.2021 23:00:00;592.46
14.01.2021 23:00:00;15.01.2021 00:00:00;539.07
15.01.2021 00:00:00;15.01.2021 01:00:00;477.39
15.01.2021 01:00:00;15.01.2021 02:00:00;474.3
15.01.2021 02:00:00;15.01.2021 03:00:00;470.17
15.01.2021 03:00:00;15.01.2021 04:00:00;465.22
15.01.2021 04:00:00;15.01.2021 05:00:00;470.99
15.01.2021 05:00:00;15.01.2021 06:00:00;521.03
15.01.2021 06:00:00;15.01.2021 07:00:00;567.05
15.01.2021 07:00:00;15.01.2021 08:00:00;585.21
15.01.2021 08:00:00;15.01.2021 09:00:00;630.09
15.01.2021 09:00:00;15.01.2021 10:00:00;690.86
15.01.2021 10:00:00;15.01.2021 11:00:00;652.17
15.01.2021 11:00:00;15.01.2021 12:00:00;585.21
15.01.2021 12:00:00;15.01.2021 13:00:00;584.18
15.01.2021 13:00:00;15.01.2021 14:00:00;584.18
15.01.2021 14:00:00;15.01.2021 15:00:00;580.05
15.01.2021 15:00:00;15.01.2021 16:00:00;584.18
15.01.2021 16:00:00;15.01.2021 17:00:00;584.38
15.01.2021 17:00:00;15.01.2021 18:00:00;585.11
15.01.2021 18:00:00;15.01.2021 19:00:00;610.49
15.01.2021 19:00:00;15.01.2021 20:00:00;584.18
15.01.2021 20:00:00;15.01.2021 21:00:00;560.55
15.01.2021 21:00:00;15.01.2021 22:00:00;533.72
15.01.2021 22:00:00;15.01.2021 23:00:00;526.81
15.01.2021 23:00:00;16.01.2021 00:00:00;470.07
16.01.2021 00:00:00;16.01.2021 01:00:00;450.28
16.01.2021 01:00:00;16.01.2021 02:00:00;450.59
16.01.2021 02:00:00;16.01.2021 03:00:00;450.59
16.01.2021 03:00:00;16.01.2021 04:00:00;450.7
16.01.2021 04:00:00;16.01.2021 05:00:00;451.32
16.01.2021 05:00:00;16.01.2021 06:00:00;451.32
16.01.2021 06:00:00;16.01.2021 07:00:00;448.43
16.01.2021 07:00:00;16.01.2021 08:00:00;454.72
16.01.2021 08:00:00;16.01.2021 09:00:00;500.34
16.01.2021 09:00:00;16.01.2021 10:00:00;566.7
16.01.2021 10:00:00;16.01.2021 11:00:00;569.18
16.01.2021 11:00:00;16.01.2021 12:00:00;560.3
16.01.2021 12:00:00;16.01.2021 13:00:00;522.84
16.01.2021 13:00:00;16.01.2021 14:00:00;511.38
16.01.2021 14:00:00;16.01.2021 15:00:00;485.27
16.01.2021 15:00:00;16.01.2021 16:00:00;517.06
16.01.2021 16:00:00;16.01.2021 17:00:00;567.21
16.01.2021 17:00:00;16.01.2021 18:00:00;630.27
16.01.2021 18:00:00;16.01.2021 19:00:00;609.74
16.01.2021 19:00:00;16.01.2021 20:00:00;582.49
16.01.2021 20:00:00;16.01.2021 21:00:00;567.11
16.01.2021 21:00:00;16.01.2021 22:00:00;506.53
16.01.2021 22:00:00;16.01.2021 23:00:00;495.69
16.01.2021 23:00:00;17.01.2021 00:00:00;463.7
17.01.2021 00:00:00;17.01.2021 01:00:00;466.52
17.01.2021 01:00:00;17.01.2021 02:00:00;460.08
17.01.2021 02:00:00;17.01.2021 03:00:00;459.77
17.01.2021 03:00:00;17.01.2021 04:00:00;460.7
17.01.2021 04:00:00;17.01.2021 05:00:00;458.42
17.01.2021 05:00:00;17.01.2021 06:00:00;458.31
17.01.2021 06:00:00;17.01.2021 07:00:00;459.14
17.01.2021 07:00:00;17.01.2021 08:00:00;461.32
17.01.2021 08:00:00;17.01.2021 09:00:00;464.23
17.01.2021 09:00:00;17.01.2021 10:00:00;470.15
17.01.2021 10:00:00;17.01.2021 11:00:00;526.86
17.01.2021 11:00:00;17.01.2021 12:00:00;539.42
17.01.2021 12:00:00;17.01.2021 13:00:00;525.71
17.01.2021 13:00:00;17.01.2021 14:00:00;501.52
17.01.2021 14:00:00;17.01.2021 15:00:00;488.43
17.01.2021 15:00:00;17.01.2021 16:00:00;532.57
17.01.2021 16:00:00;17.01.2021 17:00:00;570.27
17.01.2021 17:00:00;17.01.2021 18:00:00;626.56
17.01.2021 18:00:00;17.01.2021 19:00:00;647.95
17.01.2021 19:00:00;17.01.2021 20:00:00;620.74
17.01.2021 20:00:00;17.01.2021 21:00:00;576.4
17.01.2021 21:00:00;17.01.2021 22:00:00;566.32
17.01.2021 22:00:00;17.01.2021 23:00:00;540.77
17.01.2021 23:00:00;18.01.2021 00:00:00;477.73
18.01.2021 00:00:00;18.01.2021 01:00:00;454.47
18.01.2021 01:00:00;18.01.2021 02:00:00;461.53
18.01.2021 02:00:00;18.01.2021 03:00:00;459.04
18.01.2021 03:00:00;18.01.2021 04:00:00;462.67
18.01.2021 04:00:00;18.01.2021 05:00:00;465.89
18.01.2021 05:00:00;18.01.2021 06:00:00;526.75
18.01.2021 06:00:00;18.01.2021 07:00:00;585.95
18.01.2021 07:00:00;18.01.2021 08:00:00;729.27
18.01.2021 08:00:00;18.01.2021 09:00:00;753.16
18.01.2021 09:00:00;18.01.2021 10:00:00;740.59
18.01.2021 10:00:00;18.01.2021 11:00:00;733.84
18.01.2021 11:00:00;18.01.2021 12:00:00;651.79
18.01.2021 12:00:00;18.01.2021 13:00:00;609.94
18.01.2021 13:00:00;18.01.2021 14:00:00;589.07
18.01.2021 14:00:00;18.01.2021 15:00:00;583.77
18.01.2021 15:00:00;18.01.2021 16:00:00;616.79
18.01.2021 16:00:00;18.01.2021 17:00:00;577.02
18.01.2021 17:00:00;18.01.2021 18:00:00;633.62
18.01.2021 18:00:00;18.01.2021 19:00:00;584.91
18.01.2021 19:00:00;18.01.2021 20:00:00;552.2
18.01.2021 20:00:00;18.01.2021 21:00:00;496.22
18.01.2021 21:00:00;18.01.2021 22:00:00;495.91
18.01.2021 22:00:00;18.01.2021 23:00:00;449.38
18.01.2021 23:00:00;19.01.2021 00:00:00;393.3
19.01.2021 00:00:00;19.01.2021 01:00:00;382.01
19.01.2021 01:00:00;19.01.2021 02:00:00;374
19.01.2021 02:00:00;19.01.2021 03:00:00;361.33
19.01.2021 03:00:00;19.01.2021 04:00:00;373.9
19.01.2021 04:00:00;19.01.2021 05:00:00;381.69
19.01.2021 05:00:00;19.01.2021 06:00:00;408.09
19.01.2021 06:00:00;19.01.2021 07:00:00;444.46
19.01.2021 07:00:00;19.01.2021 08:00:00;532.07
19.01.2021 08:00:00;19.01.2021 09:00:00;607.61
19.01.2021 09:00:00;19.01.2021 10:00:00;571.45
19.01.2021 10:00:00;19.01.2021 11:00:00;565.84
19.01.2021 11:00:00;19.01.2021 12:00:00;566.57
19.01.2021 12:00:00;19.01.2021 13:00:00;550.15
19.01.2021 13:00:00;19.01.2021 14:00:00;553.78
19.01.2021 14:00:00;19.01.2021 15:00:00;554.82
19.01.2021 15:00:00;19.01.2021 16:00:00;555.55
19.01.2021 16:00:00;19.01.2021 17:00:00;544.74
19.01.2021 17:00:00;19.01.2021 18:00:00;566.05
19.01.2021 18:00:00;19.01.2021 19:00:00;524.48
19.01.2021 19:00:00;19.01.2021 20:00:00;466.8
19.01.2021 20:00:00;19.01.2021 21:00:00;426.59
19.01.2021 21:00:00;19.01.2021 22:00:00;411.83
19.01.2021 22:00:00;19.01.2021 23:00:00;379.93
19.01.2021 23:00:00;20.01.2021 00:00:00;322.46
20.01.2021 00:00:00;20.01.2021 01:00:00;313.81
20.01.2021 01:00:00;20.01.2021 02:00:00;293.84
20.01.2021 02:00:00;20.01.2021 03:00:00;282.15
20.01.2021 03:00:00;20.01.2021 04:00:00;276.77
20.01.2021 04:00:00;20.01.2021 05:00:00;298.5
20.01.2021 05:00:00;20.01.2021 06:00:00;330.36
20.01.2021 06:00:00;20.01.2021 07:00:00;373.3
20.01.2021 07:00:00;20.01.2021 08:00:00;414.58
