Delivery Start (CET);Delivery End (CET);NO3 Price (NOK);NO4 Price (NOK);SE1 Price (NOK)
23.11.2024 00:00:00;23.11.2024 01:00:00;351.02;113.92;139.34
23.11.2024 01:00:00;23.11.2024 02:00:00;348.47;113.81;125.59
23.11.2024 02:00:00;23.11.2024 03:00:00;330.91;113.23;120.28
23.11.2024 03:00:00;23.11.2024 04:00:00;319.59;113.23;115.54
23.11.2024 04:00:00;23.11.2024 05:00:00;310;113.92;105.84
23.11.2024 05:00:00;23.11.2024 06:00:00;300.29;114.27;90.01
23.11.2024 06:00:00;23.11.2024 07:00:00;306.07;113;111.04
23.11.2024 07:00:00;23.11.2024 08:00:00;326.18;112.77;98.44
23.11.2024 08:00:00;23.11.2024 09:00:00;337.61;112.42;115.54
23.11.2024 09:00:00;23.11.2024 10:00:00;357.6;112.65;109.3
23.11.2024 10:00:00;23.11.2024 11:00:00;320.86;112.08;131.02
23.11.2024 11:00:00;23.11.2024 12:00:00;310.58;113.23;137.26
23.11.2024 12:00:00;23.11.2024 13:00:00;292.9;112.08;173.78
23.11.2024 13:00:00;23.11.2024 14:00:00;276.72;112.42;182.56
23.11.2024 14:00:00;23.11.2024 15:00:00;317.28;111.15;154.25
23.11.2024 15:00:00;23.11.2024 16:00:00;262.86;110.92;190.99
23.11.2024 16:00:00;23.11.2024 17:00:00;276.03;109.53;198.04
23.11.2024 17:00:00;23.11.2024 18:00:00;277.65;111.5;183.71
23.11.2024 18:00:00;23.11.2024 19:00:00;246.34;112.88;172.16
23.11.2024 19:00:00;23.11.2024 20:00:00;285.97;112.54;143.85
23.11.2024 20:00:00;23.11.2024 21:00:00;229.24;113;143.16
23.11.2024 21:00:00;23.11.2024 22:00:00;238.94;112.65;116.7
23.11.2024 22:00:00;23.11.2024 23:00:00;264.01;111.96;89.31
23.11.2024 23:00:00;24.11.2024 00:00:00;192.72;104.1;78.57
24.11.2024 00:00:00;24.11.2024 01:00:00;184.2;89.33;55.12
24.11.2024 01:00:00;24.11.2024 02:00:00;167.79;73.27;39.52
24.11.2024 02:00:00;24.11.2024 03:00:00;165.25;68.99;34.9
24.11.2024 03:00:00;24.11.2024 04:00:00;115.79;69.8;34.55
24.11.2024 04:00:00;24.11.2024 05:00:00;160.17;68.41;35.13
24.11.2024 05:00:00;24.11.2024 06:00:00;136.82;62.75;35.36
24.11.2024 06:00:00;24.11.2024 07:00:00;109.32;58.7;40.45
24.11.2024 07:00:00;24.11.2024 08:00:00;109.9;62.29;45.07
24.11.2024 08:00:00;24.11.2024 09:00:00;141.91;73.84;48.65
24.11.2024 09:00:00;24.11.2024 10:00:00;153.7;83.32;57.55
24.11.2024 10:00:00;24.11.2024 11:00:00;184.55;93.26;61.36
24.11.2024 11:00:00;24.11.2024 12:00:00;191.83;98;63.67
24.11.2024 12:00:00;24.11.2024 13:00:00;179.23;92.68;60.32
24.11.2024 13:00:00;24.11.2024 14:00:00;176.92;90.25;57.9
24.11.2024 14:00:00;24.11.2024 15:00:00;178.43;92.45;60.32
24.11.2024 15:00:00;24.11.2024 16:00:00;154.85;100.19;79.85
24.11.2024 16:00:00;24.11.2024 17:00:00;173.46;99.96;76.39
24.11.2024 17:00:00;24.11.2024 18:00:00;204.2;102.39;69.11
24.11.2024 18:00:00;24.11.2024 19:00:00;205.58;102.16;68.76
24.11.2024 19:00:00;24.11.2024 20:00:00;203.96;96.26;59.98
24.11.2024 20:00:00;24.11.2024 21:00:00;190.44;80.43;41.95
24.11.2024 21:00:00;24.11.2024 22:00:00;166.18;69.57;35.13
24.11.2024 22:00:00;24.11.2024 23:00:00;141.21;56.86;27.39
24.11.2024 23:00:00;25.11.2024 00:00:00;97.88;36.4;15.14
25.11.2024 00:00:00;25.11.2024 01:00:00;117.06;32.93;5.2
25.11.2024 01:00:00;25.11.2024 02:00:00;90.48;21.03;-2.2
25.11.2024 02:00:00;25.11.2024 03:00:00;70.38;23.23;-4.28
25.11.2024 03:00:00;25.11.2024 04:00:00;78.81;32.13;-8.44
25.11.2024 04:00:00;25.11.2024 05:00:00;96.49;39.17;-1.27
25.11.2024 05:00:00;25.11.2024 06:00:00;141.68;48.88;17.8
25.11.2024 06:00:00;25.11.2024 07:00:00;166.64;70.72;25.89
25.11.2024 07:00:00;25.11.2024 08:00:00;228.12;99.73;61.59
25.11.2024 08:00:00;25.11.2024 09:00:00;246.37;107.12;68.99
25.11.2024 09:00:00;25.11.2024 10:00:00;244.06;105.16;66.79
25.11.2024 10:00:00;25.11.2024 11:00:00;234.01;103.2;67.37
25.11.2024 11:00:00;25.11.2024 12:00:00;231.35;101.58;66.68
25.11.2024 12:00:00;25.11.2024 13:00:00;234.24;100.08;64.02
25.11.2024 13:00:00;25.11.2024 14:00:00;245.1;102.27;67.37
25.11.2024 14:00:00;25.11.2024 15:00:00;246.37;105.04;70.15
25.11.2024 15:00:00;25.11.2024 16:00:00;244.99;105.04;67.95
25.11.2024 16:00:00;25.11.2024 17:00:00;243.83;105.74;68.53
25.11.2024 17:00:00;25.11.2024 18:00:00;247.76;107.12;69.11
25.11.2024 18:00:00;25.11.2024 19:00:00;246.61;105.97;68.99
25.11.2024 19:00:00;25.11.2024 20:00:00;246.49;106.2;70.49
25.11.2024 20:00:00;25.11.2024 21:00:00;241.41;103.89;67.95
25.11.2024 21:00:00;25.11.2024 22:00:00;249.84;102.62;54.2
25.11.2024 22:00:00;25.11.2024 23:00:00;247.18;97.07;47.15
25.11.2024 23:00:00;26.11.2024 00:00:00;235.74;82.05;32.01
26.11.2024 00:00:00;26.11.2024 01:00:00;206.97;90.14;12.53
26.11.2024 01:00:00;26.11.2024 02:00:00;210.1;89.91;13.57
26.11.2024 02:00:00;26.11.2024 03:00:00;201.98;98.61;8.93
26.11.2024 03:00:00;26.11.2024 04:00:00;206.86;98.73;12.07
26.11.2024 04:00:00;26.11.2024 05:00:00;206.39;99.31;12.3
26.11.2024 05:00:00;26.11.2024 06:00:00;208.94;99.66;23.67
26.11.2024 06:00:00;26.11.2024 07:00:00;231.22;100.47;60.21
26.11.2024 07:00:00;26.11.2024 08:00:00;246.07;108.01;74.6
26.11.2024 08:00:00;26.11.2024 09:00:00;263.01;133.19;97.57
26.11.2024 09:00:00;26.11.2024 10:00:00;263.36;138.06;103.95
26.11.2024 10:00:00;26.11.2024 11:00:00;280.41;166.83;136.2
26.11.2024 11:00:00;26.11.2024 12:00:00;302.92;203.84;177.16
26.11.2024 12:00:00;26.11.2024 13:00:00;297.93;197.11;169.73
26.11.2024 13:00:00;26.11.2024 14:00:00;311.15;216.02;190.38
26.11.2024 14:00:00;26.11.2024 15:00:00;332.97;242.94;218.81
26.11.2024 15:00:00;26.11.2024 16:00:00;385.29;311.39;291.66
26.11.2024 16:00:00;26.11.2024 17:00:00;440.74;393.06;380.53
26.11.2024 17:00:00;26.11.2024 18:00:00;501.42;483.55;478.91
26.11.2024 18:00:00;26.11.2024 19:00:00;519.4;510.47;508.15
26.11.2024 19:00:00;26.11.2024 20:00:00;480.3;452.81;445.38
26.11.2024 20:00:00;26.11.2024 21:00:00;449.56;407.68;396.66
26.11.2024 21:00:00;26.11.2024 22:00:00;440.28;388.65;372.87
26.11.2024 22:00:00;26.11.2024 23:00:00;411.28;351.53;334.82
26.11.2024 23:00:00;27.11.2024 00:00:00;360.11;220.31;310.11
27.11.2024 00:00:00;27.11.2024 01:00:00;392.76;209.76;419.88
27.11.2024 01:00:00;27.11.2024 02:00:00;398.02;202.52;386.69
27.11.2024 02:00:00;27.11.2024 03:00:00;381.31;204.27;404.68
27.11.2024 03:00:00;27.11.2024 04:00:00;409.94;204.62;431.44
27.11.2024 04:00:00;27.11.2024 05:00:00;431.91;234.3;492.21
27.11.2024 05:00:00;27.11.2024 06:00:00;427.82;221.68;570.62
27.11.2024 06:00:00;27.11.2024 07:00:00;409.12;292.62;564.43
27.11.2024 07:00:00;27.11.2024 08:00:00;243.89;328.37;569.57
27.11.2024 08:00:00;27.11.2024 09:00:00;176.34;221.68;550.99
27.11.2024 09:00:00;27.11.2024 10:00:00;213.27;320.08;583.24
27.11.2024 10:00:00;27.11.2024 11:00:00;336.55;425.25;646.47
27.11.2024 11:00:00;27.11.2024 12:00:00;335.27;422.1;644.95
27.11.2024 12:00:00;27.11.2024 13:00:00;369.28;452.95;667.03
27.11.2024 13:00:00;27.11.2024 14:00:00;319.38;401.06;613.51
27.11.2024 14:00:00;27.11.2024 15:00:00;339.36;412.98;603.93
27.11.2024 15:00:00;27.11.2024 16:00:00;339.83;285.02;678.13
27.11.2024 16:00:00;27.11.2024 17:00:00;455.05;150.87;854.71
27.11.2024 17:00:00;27.11.2024 18:00:00;914.89;126.21;1434.1
27.11.2024 18:00:00;27.11.2024 19:00:00;928.21;141.75;1447.77
27.11.2024 19:00:00;27.11.2024 20:00:00;834.37;118.14;1305.67
27.11.2024 20:00:00;27.11.2024 21:00:00;648.8;141.05;995.06
27.11.2024 21:00:00;27.11.2024 22:00:00;587.92;126.44;913.61
27.11.2024 22:00:00;27.11.2024 23:00:00;554.85;114.76;846.88
27.11.2024 23:00:00;28.11.2024 00:00:00;467.32;114.76;645.65
28.11.2024 00:00:00;28.11.2024 01:00:00;467.1;111.57;648.38
28.11.2024 01:00:00;28.11.2024 02:00:00;406.76;115.78;552.59
28.11.2024 02:00:00;28.11.2024 03:00:00;363.48;115.78;421.49
28.11.2024 03:00:00;28.11.2024 04:00:00;361.03;115.43;404.65
28.11.2024 04:00:00;28.11.2024 05:00:00;399.74;128.06;474.24
28.11.2024 05:00:00;28.11.2024 06:00:00;455.64;116.25;629.66
28.11.2024 06:00:00;28.11.2024 07:00:00;525.93;115.9;800.65
28.11.2024 07:00:00;28.11.2024 08:00:00;702.76;133.32;1106.94
28.11.2024 08:00:00;28.11.2024 09:00:00;978.53;127.48;1393.47
28.11.2024 09:00:00;28.11.2024 10:00:00;822.52;124.55;1282.02
28.11.2024 10:00:00;28.11.2024 11:00:00;739.36;133.32;1137.7
28.11.2024 11:00:00;28.11.2024 12:00:00;574.46;119.64;596.92
28.11.2024 12:00:00;28.11.2024 13:00:00;543.47;113.91;537.62
28.11.2024 13:00:00;28.11.2024 14:00:00;524.29;115.66;484.06
28.11.2024 14:00:00;28.11.2024 15:00:00;572.01;112.39;548.03
28.11.2024 15:00:00;28.11.2024 16:00:00;528.27;110.64;456.11
28.11.2024 16:00:00;28.11.2024 17:00:00;657.15;110.52;398.57
28.11.2024 17:00:00;28.11.2024 18:00:00;625.1;109;384.54
28.11.2024 18:00:00;28.11.2024 19:00:00;677.03;109;335.88
28.11.2024 19:00:00;28.11.2024 20:00:00;629.9;107.6;244.08
28.11.2024 20:00:00;28.11.2024 21:00:00;540.31;107.36;180.1
28.11.2024 21:00:00;28.11.2024 22:00:00;413.89;106.78;116.13
28.11.2024 22:00:00;28.11.2024 23:00:00;397.87;107.6;112.97
28.11.2024 23:00:00;29.11.2024 00:00:00;315.65;108.41;95.32
29.11.2024 00:00:00;29.11.2024 01:00:00;66.77;106.23;290.9
29.11.2024 01:00:00;29.11.2024 02:00:00;120.47;102.49;237.67
29.11.2024 02:00:00;29.11.2024 03:00:00;113.47;100.97;214.67
29.11.2024 03:00:00;29.11.2024 04:00:00;90;102.03;236.74
29.11.2024 04:00:00;29.11.2024 05:00:00;147.43;103.08;165.76
29.11.2024 05:00:00;29.11.2024 06:00:00;62.1;106.23;274.09
29.11.2024 06:00:00;29.11.2024 07:00:00;35.25;98.17;336.78
29.11.2024 07:00:00;29.11.2024 08:00:00;63.39;103.54;370.75
29.11.2024 08:00:00;29.11.2024 09:00:00;74.59;107.86;372.85
29.11.2024 09:00:00;29.11.2024 10:00:00;65.49;110.2;367.13
29.11.2024 10:00:00;29.11.2024 11:00:00;79.61;118.95;355.8
29.11.2024 11:00:00;29.11.2024 12:00:00;66.89;120.12;354.05
29.11.2024 12:00:00;29.11.2024 13:00:00;78.09;120.12;356.51
29.11.2024 13:00:00;29.11.2024 14:00:00;127.47;163.08;328.49
29.11.2024 14:00:00;29.11.2024 15:00:00;127.59;145.68;332.22
29.11.2024 15:00:00;29.11.2024 16:00:00;103.54;126.54;365.61
29.11.2024 16:00:00;29.11.2024 17:00:00;72.37;120.12;394.56
29.11.2024 17:00:00;29.11.2024 18:00:00;88.83;139.26;383.59
29.11.2024 18:00:00;29.11.2024 19:00:00;202.3;178.25;331.64
29.11.2024 19:00:00;29.11.2024 20:00:00;360.12;127.71;348.57
29.11.2024 20:00:00;29.11.2024 21:00:00;364.91;138.68;372.15
29.11.2024 21:00:00;29.11.2024 22:00:00;321.84;132.84;386.74
29.11.2024 22:00:00;29.11.2024 23:00:00;304.79;140.55;394.21
29.11.2024 23:00:00;30.11.2024 00:00:00;291.83;132.96;382.77
30.11.2024 00:00:00;30.11.2024 01:00:00;246.87;114.84;340.31
30.11.2024 01:00:00;30.11.2024 02:00:00;230.61;110.75;347.91
30.11.2024 02:00:00;30.11.2024 03:00:00;230.5;108.64;344.75
30.11.2024 03:00:00;30.11.2024 04:00:00;149.1;110.63;325.46
30.11.2024 04:00:00;30.11.2024 05:00:00;162.55;110.04;310.6
30.11.2024 05:00:00;30.11.2024 06:00:00;170.5;109.81;249.68
30.11.2024 06:00:00;30.11.2024 07:00:00;173.19;109.81;202.31
30.11.2024 07:00:00;30.11.2024 08:00:00;238.33;109.58;203.48
30.11.2024 08:00:00;30.11.2024 09:00:00;263.47;110.04;220.32
30.11.2024 09:00:00;30.11.2024 10:00:00;281.84;110.63;219.85
30.11.2024 10:00:00;30.11.2024 11:00:00;264.64;111.56;200.33
30.11.2024 11:00:00;30.11.2024 12:00:00;232.13;114.84;189.68
30.11.2024 12:00:00;30.11.2024 13:00:00;175.53;124.55;182.2
30.11.2024 13:00:00;30.11.2024 14:00:00;187.11;132.03;176.35
30.11.2024 14:00:00;30.11.2024 15:00:00;231.43;116.01;189.33
30.11.2024 15:00:00;30.11.2024 16:00:00;199.86;110.4;197.52
30.11.2024 16:00:00;30.11.2024 17:00:00;202.9;109.23;214.01
30.11.2024 17:00:00;30.11.2024 18:00:00;193.07;108.52;215.88
30.11.2024 18:00:00;30.11.2024 19:00:00;158.34;108.64;195.06
30.11.2024 19:00:00;30.11.2024 20:00:00;139.16;108.99;165.48
30.11.2024 20:00:00;30.11.2024 21:00:00;145.36;107.71;144.66
30.11.2024 21:00:00;30.11.2024 22:00:00;128.52;108.52;127.12
30.11.2024 22:00:00;30.11.2024 23:00:00;127.82;108.41;117.41
30.11.2024 23:00:00;01.12.2024 00:00:00;133.2;106.3;107.59
01.12.2024 00:00:00;01.12.2024 01:00:00;148.48;98.75;91.98
01.12.2024 01:00:00;01.12.2024 02:00:00;151.16;97.94;88.83
01.12.2024 02:00:00;01.12.2024 03:00:00;145.44;98.17;90.7
01.12.2024 03:00:00;01.12.2024 04:00:00;145.09;100.74;94.08
01.12.2024 04:00:00;01.12.2024 05:00:00;143.11;104.24;99.8
01.12.2024 05:00:00;01.12.2024 06:00:00;150.58;105.76;99.69
01.12.2024 06:00:00;01.12.2024 07:00:00;166.8;106.46;95.48
01.12.2024 07:00:00;01.12.2024 08:00:00;151.4;107.86;104.36
01.12.2024 08:00:00;01.12.2024 09:00:00;173.81;106.92;95.48
01.12.2024 09:00:00;01.12.2024 10:00:00;188.63;107.39;91.52
01.12.2024 10:00:00;01.12.2024 11:00:00;209.06;108.21;85.68
01.12.2024 11:00:00;01.12.2024 12:00:00;229.14;106.69;77.04
01.12.2024 12:00:00;01.12.2024 13:00:00;228.2;103.3;72.37
01.12.2024 13:00:00;01.12.2024 14:00:00;213.73;97.58;65.6
01.12.2024 14:00:00;01.12.2024 15:00:00;208.83;89.76;57.2
01.12.2024 15:00:00;01.12.2024 16:00:00;208.13;89.18;56.03
01.12.2024 16:00:00;01.12.2024 17:00:00;215.95;85.21;40.85
01.12.2024 17:00:00;01.12.2024 18:00:00;217.58;81.71;37.12
01.12.2024 18:00:00;01.12.2024 19:00:00;200.31;76.57;42.37
01.12.2024 19:00:00;01.12.2024 20:00:00;204.39;67.12;35.02
01.12.2024 20:00:00;01.12.2024 21:00:00;198.56;65.83;32.45
01.12.2024 21:00:00;01.12.2024 22:00:00;192.6;59.65;25.68
01.12.2024 22:00:00;01.12.2024 23:00:00;188.05;54.05;20.08
01.12.2024 23:00:00;02.12.2024 00:00:00;155.02;30.23;1.4
02.12.2024 00:00:00;02.12.2024 01:00:00;41.32;36.19;-0.7
02.12.2024 01:00:00;02.12.2024 02:00:00;40.39;32.57;-1.17
02.12.2024 02:00:00;02.12.2024 03:00:00;49.96;27.31;-1.28
02.12.2024 03:00:00;02.12.2024 04:00:00;56.26;19.84;-1.28
02.12.2024 04:00:00;02.12.2024 05:00:00;41.91;36.3;-0.58
02.12.2024 05:00:00;02.12.2024 06:00:00;41.32;38.64;1.17
02.12.2024 06:00:00;02.12.2024 07:00:00;59.41;36.07;25.1
02.12.2024 07:00:00;02.12.2024 08:00:00;118.25;57.9;40.04
02.12.2024 08:00:00;02.12.2024 09:00:00;140.19;66.77;42.49
02.12.2024 09:00:00;02.12.2024 10:00:00;168.21;75.64;42.37
02.12.2024 10:00:00;02.12.2024 11:00:00;247.7;100.39;42.37
02.12.2024 11:00:00;02.12.2024 12:00:00;252.48;101.79;43.66
02.12.2024 12:00:00;02.12.2024 13:00:00;245.25;103.89;53.11
02.12.2024 13:00:00;02.12.2024 14:00:00;245.13;105.41;54.63
02.12.2024 14:00:00;02.12.2024 15:00:00;244.9;106.46;56.15
02.12.2024 15:00:00;02.12.2024 16:00:00;250.15;109.49;59.06
02.12.2024 16:00:00;02.12.2024 17:00:00;231.01;116.03;75.99
02.12.2024 17:00:00;02.12.2024 18:00:00;210.34;121.4;91.63
02.12.2024 18:00:00;02.12.2024 19:00:00;161.32;111.59;96.53
02.12.2024 19:00:00;02.12.2024 20:00:00;135.76;116.61;116.03
02.12.2024 20:00:00;02.12.2024 21:00:00;129.8;112.18;111.94
02.12.2024 21:00:00;02.12.2024 22:00:00;121.4;109.26;111.94
02.12.2024 22:00:00;02.12.2024 23:00:00;60.35;107.74;134.35
02.12.2024 23:00:00;03.12.2024 00:00:00;56.96;107.16;135.99
03.12.2024 00:00:00;03.12.2024 01:00:00;95.26;109.95;124.99
03.12.2024 01:00:00;03.12.2024 02:00:00;91.41;107.5;122.43
03.12.2024 02:00:00;03.12.2024 03:00:00;125.34;106.1;103.77
03.12.2024 03:00:00;03.12.2024 04:00:00;129.54;102.26;96.66
03.12.2024 04:00:00;03.12.2024 05:00:00;123.94;105.52;104.35
03.12.2024 05:00:00;03.12.2024 06:00:00;209.99;105.05;67.86
03.12.2024 06:00:00;03.12.2024 07:00:00;271.55;115.2;73.46
03.12.2024 07:00:00;03.12.2024 08:00:00;321.57;114.5;70.66
03.12.2024 08:00:00;03.12.2024 09:00:00;358.19;115.66;73.57
03.12.2024 09:00:00;03.12.2024 10:00:00;389.43;115.2;74.39
03.12.2024 10:00:00;03.12.2024 11:00:00;524.8;116.6;85.35
03.12.2024 11:00:00;03.12.2024 12:00:00;389.32;126.97;164.52
03.12.2024 12:00:00;03.12.2024 13:00:00;373.46;140.03;135.95
03.12.2024 13:00:00;03.12.2024 14:00:00;372.53;195.53;188.19
03.12.2024 14:00:00;03.12.2024 15:00:00;378.59;176.06;129.31
03.12.2024 15:00:00;03.12.2024 16:00:00;374.51;161.25;91.18
03.12.2024 16:00:00;03.12.2024 17:00:00;445.05;178.86;81.62
03.12.2024 17:00:00;03.12.2024 18:00:00;526.9;201.71;90.95
03.12.2024 18:00:00;03.12.2024 19:00:00;518.74;203.93;107.97
03.12.2024 19:00:00;03.12.2024 20:00:00;487.49;205.56;142.6
03.12.2024 20:00:00;03.12.2024 21:00:00;449.6;207.43;184.46
03.12.2024 21:00:00;03.12.2024 22:00:00;314.46;207.43;224.22
03.12.2024 22:00:00;03.12.2024 23:00:00;174.9;139.92;309.21
03.12.2024 23:00:00;04.12.2024 00:00:00;175.01;138.17;327.99
04.12.2024 00:00:00;04.12.2024 01:00:00;139.81;181.6;370.65
04.12.2024 01:00:00;04.12.2024 02:00:00;117.34;127.59;437.58
04.12.2024 02:00:00;04.12.2024 03:00:00;157.15;122;477.63
04.12.2024 03:00:00;04.12.2024 04:00:00;263.78;119.44;559.93
04.12.2024 04:00:00;04.12.2024 05:00:00;453.88;115.25;684.02
04.12.2024 05:00:00;04.12.2024 06:00:00;418.61;114.78;829.65
04.12.2024 06:00:00;04.12.2024 07:00:00;394.51;113.62;1445.93
04.12.2024 07:00:00;04.12.2024 08:00:00;988.9;114.78;2466.61
04.12.2024 08:00:00;04.12.2024 09:00:00;1876.53;115.6;3176.83
04.12.2024 09:00:00;04.12.2024 10:00:00;1149.2;116.18;1204.38
04.12.2024 10:00:00;04.12.2024 11:00:00;811.49;115.36;336.54
04.12.2024 11:00:00;04.12.2024 12:00:00;736.53;115.01;244.46
04.12.2024 12:00:00;04.12.2024 13:00:00;332.12;115.83;310.7
04.12.2024 13:00:00;04.12.2024 14:00:00;395.44;115.36;240.62
04.12.2024 14:00:00;04.12.2024 15:00:00;243.76;115.48;356.21
04.12.2024 15:00:00;04.12.2024 16:00:00;183.11;110.82;391.72
04.12.2024 16:00:00;04.12.2024 17:00:00;150.17;113.38;417.56
04.12.2024 17:00:00;04.12.2024 18:00:00;66.47;109.31;457.37
04.12.2024 18:00:00;04.12.2024 19:00:00;139.81;112.57;359.94
04.12.2024 19:00:00;04.12.2024 20:00:00;151.57;112.57;275.78
04.12.2024 20:00:00;04.12.2024 21:00:00;141.32;110.01;307.9
04.12.2024 21:00:00;04.12.2024 22:00:00;150.4;112.1;295.91
04.12.2024 22:00:00;04.12.2024 23:00:00;240.15;116.29;201.62
04.12.2024 23:00:00;05.12.2024 00:00:00;236.54;114.66;148.19
05.12.2024 00:00:00;05.12.2024 01:00:00;271.21;116.32;59.73
05.12.2024 01:00:00;05.12.2024 02:00:00;271.56;115.74;58.45
05.12.2024 02:00:00;05.12.2024 03:00:00;270.63;115.97;58.33
05.12.2024 03:00:00;05.12.2024 04:00:00;270.4;115.04;57.87
05.12.2024 04:00:00;05.12.2024 05:00:00;270.4;115.04;57.75
05.12.2024 05:00:00;05.12.2024 06:00:00;280.05;116.78;57.75
05.12.2024 06:00:00;05.12.2024 07:00:00;354.53;116.09;63.56
05.12.2024 07:00:00;05.12.2024 08:00:00;376.84;116.67;74.72
05.12.2024 08:00:00;05.12.2024 09:00:00;560.21;118.18;80.53
05.12.2024 09:00:00;05.12.2024 10:00:00;389.97;117.13;72.74
05.12.2024 10:00:00;05.12.2024 11:00:00;390.32;119.69;70.88
05.12.2024 11:00:00;05.12.2024 12:00:00;381.95;119.34;67.75
05.12.2024 12:00:00;05.12.2024 13:00:00;361.39;119.22;69.49
05.12.2024 13:00:00;05.12.2024 14:00:00;344.89;119.57;70.19
05.12.2024 14:00:00;05.12.2024 15:00:00;301.89;119.92;70.19
05.12.2024 15:00:00;05.12.2024 16:00:00;298.29;120.38;70.65
05.12.2024 16:00:00;05.12.2024 17:00:00;305.26;121.43;70.42
05.12.2024 17:00:00;05.12.2024 18:00:00;302.47;120.38;68.79
05.12.2024 18:00:00;05.12.2024 19:00:00;282.6;120.97;73.9
05.12.2024 19:00:00;05.12.2024 20:00:00;272.26;120.5;93.31
05.12.2024 20:00:00;05.12.2024 21:00:00;270.63;120.97;109.35
05.12.2024 21:00:00;05.12.2024 22:00:00;264.94;120.15;107.02
05.12.2024 22:00:00;05.12.2024 23:00:00;91.68;101.21;170.93
05.12.2024 23:00:00;06.12.2024 00:00:00;62.28;99;151.29
06.12.2024 00:00:00;06.12.2024 01:00:00;102.4;105.67;114.88
06.12.2024 01:00:00;06.12.2024 02:00:00;121.65;81.76;68.11
06.12.2024 02:00:00;06.12.2024 03:00:00;103.92;69.28;57.62
06.12.2024 03:00:00;06.12.2024 04:00:00;139.84;73.83;52.37
06.12.2024 04:00:00;06.12.2024 05:00:00;134.83;77.79;57.73
06.12.2024 05:00:00;06.12.2024 06:00:00;110.1;107.19;112.55
06.12.2024 06:00:00;06.12.2024 07:00:00;267.32;112.9;101.94
06.12.2024 07:00:00;06.12.2024 08:00:00;332.17;112.09;167.37
06.12.2024 08:00:00;06.12.2024 09:00:00;441.11;113.02;178.57
06.12.2024 09:00:00;06.12.2024 10:00:00;371.25;113.6;177.17
06.12.2024 10:00:00;06.12.2024 11:00:00;373.46;114.77;175.42
06.12.2024 11:00:00;06.12.2024 12:00:00;373.81;114.07;173.9
06.12.2024 12:00:00;06.12.2024 13:00:00;441.46;113.6;173.9
06.12.2024 13:00:00;06.12.2024 14:00:00;360.4;114.18;171.34
06.12.2024 14:00:00;06.12.2024 15:00:00;363.31;114.18;168.19
06.12.2024 15:00:00;06.12.2024 16:00:00;350.13;112.78;124.68
06.12.2024 16:00:00;06.12.2024 17:00:00;393.52;111.15;97.86
06.12.2024 17:00:00;06.12.2024 18:00:00;412.53;109.75;90.27
06.12.2024 18:00:00;06.12.2024 19:00:00;420.35;110.22;88.41
06.12.2024 19:00:00;06.12.2024 20:00:00;366.35;111.74;173.78
06.12.2024 20:00:00;06.12.2024 21:00:00;344.3;111.62;164.34
06.12.2024 21:00:00;06.12.2024 22:00:00;331.47;112.09;158.39
06.12.2024 22:00:00;06.12.2024 23:00:00;240.5;111.15;65.43
06.12.2024 23:00:00;07.12.2024 00:00:00;242.83;108.24;63.57
07.12.2024 00:00:00;07.12.2024 01:00:00;232.34;104.5;60.17
07.12.2024 01:00:00;07.12.2024 02:00:00;216.5;101.45;61.34
07.12.2024 02:00:00;07.12.2024 03:00:00;209.35;100.28;62.28
07.12.2024 03:00:00;07.12.2024 04:00:00;195.98;96.52;63.1
07.12.2024 04:00:00;07.12.2024 05:00:00;198.33;104.73;73.07
07.12.2024 05:00:00;07.12.2024 06:00:00;151.76;106.61;142.5
07.12.2024 06:00:00;07.12.2024 07:00:00;175.1;108.6;133.35
07.12.2024 07:00:00;07.12.2024 08:00:00;231.4;107.9;152.12
07.12.2024 08:00:00;07.12.2024 09:00:00;262.36;108.84;166.54
07.12.2024 09:00:00;07.12.2024 10:00:00;277.96;108.6;168.42
07.12.2024 10:00:00;07.12.2024 11:00:00;375.42;109.54;167.01
07.12.2024 11:00:00;07.12.2024 12:00:00;350.21;110.36;166.31
07.12.2024 12:00:00;07.12.2024 13:00:00;304.82;110.95;166.66
07.12.2024 13:00:00;07.12.2024 14:00:00;305.17;110.72;168.3
07.12.2024 14:00:00;07.12.2024 15:00:00;314.44;110.83;170.41
07.12.2024 15:00:00;07.12.2024 16:00:00;316.43;110.6;171.94
07.12.2024 16:00:00;07.12.2024 17:00:00;330.97;110.13;173.58
07.12.2024 17:00:00;07.12.2024 18:00:00;342.82;110.95;174.87
07.12.2024 18:00:00;07.12.2024 19:00:00;339.3;111.65;175.1
07.12.2024 19:00:00;07.12.2024 20:00:00;326.05;113.41;177.45
07.12.2024 20:00:00;07.12.2024 21:00:00;345.63;112.36;175.57
07.12.2024 21:00:00;07.12.2024 22:00:00;323.7;111.77;174.87
07.12.2024 22:00:00;07.12.2024 23:00:00;281.48;110.01;176.16
07.12.2024 23:00:00;08.12.2024 00:00:00;250.17;109.54;194.34
08.12.2024 00:00:00;08.12.2024 01:00:00;249.47;116.44;206.42
08.12.2024 01:00:00;08.12.2024 02:00:00;176.43;114.68;212.42
08.12.2024 02:00:00;08.12.2024 03:00:00;166.55;113.97;213.48
08.12.2024 03:00:00;08.12.2024 04:00:00;164.19;113.5;211.24
08.12.2024 04:00:00;08.12.2024 05:00:00;163.72;115.27;205.6
08.12.2024 05:00:00;08.12.2024 06:00:00;163.14;114.09;193.72
