Delivery Start (CET);Delivery End (CET);FI Price (NOK);NO3 Price (NOK);NO4 Price (NOK);SE1 Price (NOK);SE2 Price (NOK)
01.01.2021 00:00:00;01.01.2021 01:00:00;260.59;248.27;194.79;260.59;260.59
01.01.2021 01:00:00;01.01.2021 02:00:00;254.32;239.49;194.37;254.32;254.32
01.01.2021 02:00:00;01.01.2021 03:00:00;250.46;247.33;193.95;250.46;250.46
01.01.2021 03:00:00;01.01.2021 04:00:00;247.74;246.8;193.95;247.74;247.74
01.01.2021 04:00:00;01.01.2021 05:00:00;247.85;247.64;194.16;247.85;247.85
01.01.2021 05:00:00;01.01.2021 06:00:00;251.29;249.52;195;251.29;251.29
01.01.2021 06:00:00;01.01.2021 07:00:00;255.26;254.43;195.42;255.26;255.26
01.01.2021 07:00:00;01.01.2021 08:00:00;260.38;260.38;193.43;260.38;260.38
01.01.2021 08:00:00;01.01.2021 09:00:00;260.07;260.07;194.48;260.07;260.07
01.01.2021 09:00:00;01.01.2021 10:00:00;261.84;261.84;196.36;261.84;261.84
01.01.2021 10:00:00;01.01.2021 11:00:00;267.69;267.69;197.82;267.69;267.69
01.01.2021 11:00:00;01.01.2021 12:00:00;270.72;270.72;198.45;270.72;270.72
01.01.2021 12:00:00;01.01.2021 13:00:00;272.91;272.91;238.97;272.91;272.91
01.01.2021 13:00:00;01.01.2021 14:00:00;277.51;277.51;277.51;277.51;277.51
01.01.2021 14:00:00;01.01.2021 15:00:00;285.13;285.13;285.13;285.13;285.13
01.01.2021 15:00:00;01.01.2021 16:00:00;298.82;298.82;298.82;298.82;298.82
01.01.2021 16:00:00;01.01.2021 17:00:00;315.95;315.95;315.95;315.95;315.95
01.01.2021 17:00:00;01.01.2021 18:00:00;315.32;315.32;315.32;315.32;315.32
01.01.2021 18:00:00;01.01.2021 19:00:00;301.01;301.01;301.01;301.01;301.01
01.01.2021 19:00:00;01.01.2021 20:00:00;295.06;295.06;295.06;295.06;295.06
01.01.2021 20:00:00;01.01.2021 21:00:00;285.34;285.34;285.34;285.34;285.34
01.01.2021 21:00:00;01.01.2021 22:00:00;295.06;261.01;261.01;281.79;281.79
01.01.2021 22:00:00;01.01.2021 23:00:00;282.11;239.39;239.39;276.15;276.15
01.01.2021 23:00:00;02.01.2021 00:00:00;267.8;227.79;227.79;267.8;267.8
02.01.2021 00:00:00;02.01.2021 01:00:00;267.27;230.09;203.15;267.27;267.27
02.01.2021 01:00:00;02.01.2021 02:00:00;260.17;230.72;202.62;260.17;260.17
02.01.2021 02:00:00;02.01.2021 03:00:00;258.4;229.78;202.31;258.4;258.4
02.01.2021 03:00:00;02.01.2021 04:00:00;257.56;230.09;202.94;257.56;257.56
02.01.2021 04:00:00;02.01.2021 05:00:00;258.19;230.72;203.35;258.19;258.19
02.01.2021 05:00:00;02.01.2021 06:00:00;260.28;246.07;203.67;260.28;260.28
02.01.2021 06:00:00;02.01.2021 07:00:00;267.59;254.95;203.67;267.59;267.59
02.01.2021 07:00:00;02.01.2021 08:00:00;273.54;268.84;209.41;273.54;273.54
02.01.2021 08:00:00;02.01.2021 09:00:00;292.65;270.2;217.04;292.65;292.65
02.01.2021 09:00:00;02.01.2021 10:00:00;288.79;280.85;237.19;288.79;288.79
02.01.2021 10:00:00;02.01.2021 11:00:00;301.11;289.31;272.5;301.11;301.11
02.01.2021 11:00:00;02.01.2021 12:00:00;310.83;310.83;310.83;310.83;310.83
02.01.2021 12:00:00;02.01.2021 13:00:00;298.92;298.92;298.92;298.92;298.92
02.01.2021 13:00:00;02.01.2021 14:00:00;299.97;299.97;299.97;299.97;299.97
02.01.2021 14:00:00;02.01.2021 15:00:00;383.63;301.74;301.74;301.74;301.74
02.01.2021 15:00:00;02.01.2021 16:00:00;480.97;415.06;371.2;415.06;415.06
02.01.2021 16:00:00;02.01.2021 17:00:00;614.97;614.97;365.66;614.97;614.97
02.01.2021 17:00:00;02.01.2021 18:00:00;632;632;335.16;632;632
02.01.2021 18:00:00;02.01.2021 19:00:00;625;625;330.15;625;625
02.01.2021 19:00:00;02.01.2021 20:00:00;419.35;312.71;246.18;312.71;312.71
02.01.2021 20:00:00;02.01.2021 21:00:00;285.97;285.97;224.66;285.97;285.97
02.01.2021 21:00:00;02.01.2021 22:00:00;325.35;281.58;217.14;281.58;281.58
02.01.2021 22:00:00;02.01.2021 23:00:00;291.51;280.43;216.2;280.43;280.43
02.01.2021 23:00:00;03.01.2021 00:00:00;270.93;270.93;207.53;270.93;270.93
03.01.2021 00:00:00;03.01.2021 01:00:00;263.93;263.93;239.07;263.93;263.93
03.01.2021 01:00:00;03.01.2021 02:00:00;256.83;256.83;226.44;256.83;256.83
03.01.2021 02:00:00;03.01.2021 03:00:00;249.21;249.21;211.81;249.21;249.21
03.01.2021 03:00:00;03.01.2021 04:00:00;246.18;246.18;208.68;246.18;246.18
03.01.2021 04:00:00;03.01.2021 05:00:00;245.34;245.34;208.58;245.34;245.34
03.01.2021 05:00:00;03.01.2021 06:00:00;249.1;249.1;208.79;249.1;249.1
03.01.2021 06:00:00;03.01.2021 07:00:00;251.19;251.19;208.05;251.19;251.19
03.01.2021 07:00:00;03.01.2021 08:00:00;259.02;259.02;207.95;259.02;259.02
03.01.2021 08:00:00;03.01.2021 09:00:00;260.8;260.8;208.05;260.8;260.8
03.01.2021 09:00:00;03.01.2021 10:00:00;267.9;267.9;218.29;267.9;267.9
03.01.2021 10:00:00;03.01.2021 11:00:00;271.56;271.56;251.29;271.56;271.56
03.01.2021 11:00:00;03.01.2021 12:00:00;272.29;272.29;260.9;272.29;272.29
03.01.2021 12:00:00;03.01.2021 13:00:00;270.2;270.2;262.16;270.2;270.2
03.01.2021 13:00:00;03.01.2021 14:00:00;269.78;269.78;262.89;269.78;269.78
03.01.2021 14:00:00;03.01.2021 15:00:00;271.77;271.77;263.93;271.77;271.77
03.01.2021 15:00:00;03.01.2021 16:00:00;276.78;276.78;263.62;276.78;276.78
03.01.2021 16:00:00;03.01.2021 17:00:00;292.97;292.97;258.5;292.97;292.97
03.01.2021 17:00:00;03.01.2021 18:00:00;297.98;297.98;223.09;297.98;297.98
03.01.2021 18:00:00;03.01.2021 19:00:00;294.22;294.22;244.09;294.22;294.22
03.01.2021 19:00:00;03.01.2021 20:00:00;291.61;291.61;230.2;291.61;291.61
03.01.2021 20:00:00;03.01.2021 21:00:00;287.85;287.85;220.38;287.85;287.85
03.01.2021 21:00:00;03.01.2021 22:00:00;293.7;282.42;208.47;282.42;282.42
03.01.2021 22:00:00;03.01.2021 23:00:00;273.44;273.44;208.16;273.44;273.44
03.01.2021 23:00:00;04.01.2021 00:00:00;260.28;260.28;206.07;260.28;260.28
04.01.2021 00:00:00;04.01.2021 01:00:00;257.56;257.56;205.55;257.56;257.56
04.01.2021 01:00:00;04.01.2021 02:00:00;251.19;251.19;202.73;251.19;251.19
04.01.2021 02:00:00;04.01.2021 03:00:00;249.41;249.41;200.74;249.41;249.41
04.01.2021 03:00:00;04.01.2021 04:00:00;250.98;250.98;199.39;250.98;250.98
04.01.2021 04:00:00;04.01.2021 05:00:00;256.73;256.73;198.97;256.73;256.73
04.01.2021 05:00:00;04.01.2021 06:00:00;269.89;269.89;199.49;269.89;269.89
04.01.2021 06:00:00;04.01.2021 07:00:00;294.64;294.64;200.53;294.64;294.64
04.01.2021 07:00:00;04.01.2021 08:00:00;519.72;322.21;206.07;322.21;322.21
04.01.2021 08:00:00;04.01.2021 09:00:00;568.39;513.87;207.85;513.87;513.87
04.01.2021 09:00:00;04.01.2021 10:00:00;529.75;522.43;208.79;522.43;522.43
04.01.2021 10:00:00;04.01.2021 11:00:00;578.63;578.63;207.85;578.63;578.63
04.01.2021 11:00:00;04.01.2021 12:00:00;590.43;590.43;208.68;590.43;590.43
04.01.2021 12:00:00;04.01.2021 13:00:00;543.85;543.85;208.37;543.85;543.85
04.01.2021 13:00:00;04.01.2021 14:00:00;590.43;590.43;207.01;590.43;590.43
04.01.2021 14:00:00;04.01.2021 15:00:00;605.68;605.68;207.95;605.68;605.68
04.01.2021 15:00:00;04.01.2021 16:00:00;606.09;606.09;208.16;606.09;606.09
04.01.2021 16:00:00;04.01.2021 17:00:00;631.89;631.89;207.22;631.89;631.89
04.01.2021 17:00:00;04.01.2021 18:00:00;681.19;681.19;206.28;681.19;681.19
04.01.2021 18:00:00;04.01.2021 19:00:00;627.19;627.19;205.76;627.19;627.19
04.01.2021 19:00:00;04.01.2021 20:00:00;561.18;561.18;205.44;561.18;561.18
04.01.2021 20:00:00;04.01.2021 21:00:00;393.55;393.55;204.61;393.55;393.55
04.01.2021 21:00:00;04.01.2021 22:00:00;402.01;363.68;203.56;363.68;363.68
04.01.2021 22:00:00;04.01.2021 23:00:00;323.26;323.26;202.73;323.26;323.26
04.01.2021 23:00:00;05.01.2021 00:00:00;285.66;285.66;201.68;285.66;285.66
05.01.2021 00:00:00;05.01.2021 01:00:00;290.23;290.23;199.85;290.23;290.23
05.01.2021 01:00:00;05.01.2021 02:00:00;286.47;286.47;199.64;286.47;286.47
05.01.2021 02:00:00;05.01.2021 03:00:00;282.61;282.61;199.54;282.61;282.61
05.01.2021 03:00:00;05.01.2021 04:00:00;283.23;283.23;199.54;283.23;283.23
05.01.2021 04:00:00;05.01.2021 05:00:00;290.02;290.02;199.85;290.02;290.02
05.01.2021 05:00:00;05.01.2021 06:00:00;311.1;311.1;200.68;311.1;311.1
05.01.2021 06:00:00;05.01.2021 07:00:00;373.4;373.4;202.67;373.4;373.4
05.01.2021 07:00:00;05.01.2021 08:00:00;559.79;559.79;205.9;559.79;559.79
05.01.2021 08:00:00;05.01.2021 09:00:00;626.16;626.16;211.02;626.16;626.16
05.01.2021 09:00:00;05.01.2021 10:00:00;627.41;627.41;211.85;627.41;627.41
05.01.2021 10:00:00;05.01.2021 11:00:00;638.47;638.47;214.36;638.47;638.47
05.01.2021 11:00:00;05.01.2021 12:00:00;651.83;651.83;214.88;651.83;651.83
05.01.2021 12:00:00;05.01.2021 13:00:00;641.61;641.61;219.68;641.61;641.61
05.01.2021 13:00:00;05.01.2021 14:00:00;650.06;650.06;219.99;650.06;650.06
05.01.2021 14:00:00;05.01.2021 15:00:00;647.45;647.45;225.21;647.45;647.45
05.01.2021 15:00:00;05.01.2021 16:00:00;652.35;652.35;223.64;652.35;652.35
05.01.2021 16:00:00;05.01.2021 17:00:00;670.62;670.62;218.95;670.62;670.62
05.01.2021 17:00:00;05.01.2021 18:00:00;684.6;684.6;212.58;684.6;684.6
05.01.2021 18:00:00;05.01.2021 19:00:00;627.52;627.52;209.87;627.52;627.52
05.01.2021 19:00:00;05.01.2021 20:00:00;570.43;570.43;209.14;570.43;570.43
05.01.2021 20:00:00;05.01.2021 21:00:00;425.58;425.58;213.1;425.58;425.58
05.01.2021 21:00:00;05.01.2021 22:00:00;413.27;413.27;209.03;413.27;413.27
05.01.2021 22:00:00;05.01.2021 23:00:00;334.58;334.58;206.22;334.58;334.58
05.01.2021 23:00:00;06.01.2021 00:00:00;304.84;304.84;202.98;304.84;304.84
06.01.2021 00:00:00;06.01.2021 01:00:00;312.39;312.39;228.72;312.39;312.39
06.01.2021 01:00:00;06.01.2021 02:00:00;300.76;300.76;224.21;300.76;300.76
06.01.2021 02:00:00;06.01.2021 03:00:00;294.38;294.38;212.59;294.38;294.38
06.01.2021 03:00:00;06.01.2021 04:00:00;293.01;293.01;211.85;293.01;293.01
06.01.2021 04:00:00;06.01.2021 05:00:00;294.9;294.9;219.39;294.9;294.9
06.01.2021 05:00:00;06.01.2021 06:00:00;303.7;303.7;224.74;303.7;303.7
06.01.2021 06:00:00;06.01.2021 07:00:00;321.71;321.71;299.4;321.71;321.71
06.01.2021 07:00:00;06.01.2021 08:00:00;372.19;372.19;249.97;372.19;372.19
06.01.2021 08:00:00;06.01.2021 09:00:00;410.3;410.3;250.6;410.3;410.3
06.01.2021 09:00:00;06.01.2021 10:00:00;438.58;438.58;250.81;438.58;438.58
06.01.2021 10:00:00;06.01.2021 11:00:00;482.46;482.46;231.54;482.46;482.46
06.01.2021 11:00:00;06.01.2021 12:00:00;474.08;474.08;231.33;474.08;474.08
06.01.2021 12:00:00;06.01.2021 13:00:00;483.92;483.92;250.5;483.92;483.92
06.01.2021 13:00:00;06.01.2021 14:00:00;495.86;495.86;271.86;495.86;495.86
06.01.2021 14:00:00;06.01.2021 15:00:00;537.33;537.33;299.4;537.33;537.33
06.01.2021 15:00:00;06.01.2021 16:00:00;574.93;574.93;264.84;574.93;574.93
06.01.2021 16:00:00;06.01.2021 17:00:00;611.58;611.58;260.97;611.58;611.58
06.01.2021 17:00:00;06.01.2021 18:00:00;627.6;627.6;244.53;627.6;627.6
06.01.2021 18:00:00;06.01.2021 19:00:00;582.99;582.99;279.51;582.99;582.99
06.01.2021 19:00:00;06.01.2021 20:00:00;526.23;526.23;264.32;526.23;526.23
06.01.2021 20:00:00;06.01.2021 21:00:00;417.22;417.22;324.75;417.22;417.22
06.01.2021 21:00:00;06.01.2021 22:00:00;418.16;418.16;269.24;418.16;418.16
06.01.2021 22:00:00;06.01.2021 23:00:00;405.28;405.28;242.85;405.28;405.28
06.01.2021 23:00:00;07.01.2021 00:00:00;340.35;340.35;224.53;340.35;340.35
07.01.2021 00:00:00;07.01.2021 01:00:00;447.02;447.02;284.83;447.02;447.02
07.01.2021 01:00:00;07.01.2021 02:00:00;424.4;424.4;257.96;424.4;424.4
07.01.2021 02:00:00;07.01.2021 03:00:00;406.66;406.66;244.06;406.66;406.66
07.01.2021 03:00:00;07.01.2021 04:00:00;412.78;412.78;238.45;412.78;412.78
07.01.2021 04:00:00;07.01.2021 05:00:00;428.34;428.34;240.94;428.34;428.34
07.01.2021 05:00:00;07.01.2021 06:00:00;472.55;472.55;251.01;472.55;472.55
07.01.2021 06:00:00;07.01.2021 07:00:00;580.77;580.77;266.16;580.77;580.77
07.01.2021 07:00:00;07.01.2021 08:00:00;703.53;703.53;271.97;703.53;703.53
07.01.2021 08:00:00;07.01.2021 09:00:00;876.09;876.09;290.13;876.09;876.09
07.01.2021 09:00:00;07.01.2021 10:00:00;870.17;870.17;299.36;870.17;870.17
07.01.2021 10:00:00;07.01.2021 11:00:00;855.44;855.44;301.02;855.44;855.44
07.01.2021 11:00:00;07.01.2021 12:00:00;892.28;892.28;308.08;892.28;892.28
07.01.2021 12:00:00;07.01.2021 13:00:00;878.99;878.99;309.74;878.99;878.99
07.01.2021 13:00:00;07.01.2021 14:00:00;853.88;853.88;361.93;853.88;853.88
07.01.2021 14:00:00;07.01.2021 15:00:00;815.8;815.8;368.37;815.8;815.8
07.01.2021 15:00:00;07.01.2021 16:00:00;846.41;846.41;364.32;846.41;846.41
07.01.2021 16:00:00;07.01.2021 17:00:00;930.56;930.56;320.95;930.56;930.56
07.01.2021 17:00:00;07.01.2021 18:00:00;1036.72;1036.72;309.84;1036.72;1036.72
07.01.2021 18:00:00;07.01.2021 19:00:00;878.06;878.06;305.17;878.06;878.06
07.01.2021 19:00:00;07.01.2021 20:00:00;807.19;807.19;299.98;807.19;807.19
07.01.2021 20:00:00;07.01.2021 21:00:00;676.55;676.55;321.57;676.55;676.55
07.01.2021 21:00:00;07.01.2021 22:00:00;615.64;615.64;299.98;615.64;615.64
07.01.2021 22:00:00;07.01.2021 23:00:00;604.53;604.53;284.83;604.53;604.53
07.01.2021 23:00:00;08.01.2021 00:00:00;529.1;529.1;262.32;529.1;529.1
08.01.2021 00:00:00;08.01.2021 01:00:00;511.3;511.3;289.92;511.3;511.3
08.01.2021 01:00:00;08.01.2021 02:00:00;491.28;491.28;284.01;491.28;491.28
08.01.2021 02:00:00;08.01.2021 03:00:00;474.69;474.69;281;474.69;474.69
08.01.2021 03:00:00;08.01.2021 04:00:00;461.52;461.52;285.35;461.52;461.52
08.01.2021 04:00:00;08.01.2021 05:00:00;473.76;473.76;286.6;473.76;473.76
08.01.2021 05:00:00;08.01.2021 06:00:00;521.87;521.87;298.42;521.87;521.87
08.01.2021 06:00:00;08.01.2021 07:00:00;619.13;619.13;329.32;619.13;619.13
08.01.2021 07:00:00;08.01.2021 08:00:00;824.96;824.96;288.57;824.96;824.96
08.01.2021 08:00:00;08.01.2021 09:00:00;1073.61;1073.61;311.17;1073.61;1073.61
08.01.2021 09:00:00;08.01.2021 10:00:00;1117.78;1117.78;329.84;1117.78;1117.78
08.01.2021 10:00:00;08.01.2021 11:00:00;1112.8;1112.8;370.48;1112.8;1112.8
08.01.2021 11:00:00;08.01.2021 12:00:00;1081.07;1081.07;486.72;1081.07;1081.07
08.01.2021 12:00:00;08.01.2021 13:00:00;1035.97;1035.97;438.3;1035.97;1035.97
08.01.2021 13:00:00;08.01.2021 14:00:00;987.85;987.85;493.36;987.85;987.85
08.01.2021 14:00:00;08.01.2021 15:00:00;961.41;961.41;461.63;961.41;961.41
08.01.2021 15:00:00;08.01.2021 16:00:00;989.41;989.41;453.33;989.41;989.41
08.01.2021 16:00:00;08.01.2021 17:00:00;985.06;985.06;339.17;985.06;985.06
08.01.2021 17:00:00;08.01.2021 18:00:00;1140.59;1140.59;319.26;1140.59;1140.59
08.01.2021 18:00:00;08.01.2021 19:00:00;1036.38;1036.38;324.13;1036.38;1036.38
08.01.2021 19:00:00;08.01.2021 20:00:00;830.76;830.76;309.62;830.76;830.76
08.01.2021 20:00:00;08.01.2021 21:00:00;637.49;637.49;329.22;637.49;637.49
08.01.2021 21:00:00;08.01.2021 22:00:00;616.23;616.23;308.17;616.23;616.23
08.01.2021 22:00:00;08.01.2021 23:00:00;582.95;582.95;309.2;582.95;582.95
08.01.2021 23:00:00;09.01.2021 00:00:00;523.43;523.43;291.47;523.43;523.43
09.01.2021 00:00:00;09.01.2021 01:00:00;490.57;490.57;438.4;490.57;490.57
09.01.2021 01:00:00;09.01.2021 02:00:00;485.01;485.01;392.42;485.01;485.01
09.01.2021 02:00:00;09.01.2021 03:00:00;479.23;479.23;363.45;479.23;479.23
09.01.2021 03:00:00;09.01.2021 04:00:00;491.5;491.5;338.29;491.5;491.5
09.01.2021 04:00:00;09.01.2021 05:00:00;495.32;495.32;337.67;495.32;495.32
09.01.2021 05:00:00;09.01.2021 06:00:00;492.53;444.07;338.08;492.53;492.53
09.01.2021 06:00:00;09.01.2021 07:00:00;497.58;437.99;298.39;497.58;497.58
09.01.2021 07:00:00;09.01.2021 08:00:00;537.8;420.15;275.91;537.8;537.8
09.01.2021 08:00:00;09.01.2021 09:00:00;599.14;424.59;296.32;599.14;599.14
09.01.2021 09:00:00;09.01.2021 10:00:00;666.88;431.91;355.51;666.88;666.88
09.01.2021 10:00:00;09.01.2021 11:00:00;676.47;427.78;398.81;676.47;676.47
09.01.2021 11:00:00;09.01.2021 12:00:00;679.36;412.21;370.97;679.36;679.36
09.01.2021 12:00:00;09.01.2021 13:00:00;669.87;401.18;377.78;669.87;669.87
09.01.2021 13:00:00;09.01.2021 14:00:00;624.3;390.97;373.45;624.3;624.3
09.01.2021 14:00:00;09.01.2021 15:00:00;599.45;387.88;384.17;599.45;599.45
09.01.2021 15:00:00;09.01.2021 16:00:00;618.63;395.1;385.2;618.63;618.63
09.01.2021 16:00:00;09.01.2021 17:00:00;647.29;402.42;361.28;647.29;647.29
09.01.2021 17:00:00;09.01.2021 18:00:00;720.91;406.34;343.03;590.59;590.59
09.01.2021 18:00:00;09.01.2021 19:00:00;718.54;411.7;411.7;492.74;492.74
09.01.2021 19:00:00;09.01.2021 20:00:00;678.12;405.51;398.6;420.67;420.67
09.01.2021 20:00:00;09.01.2021 21:00:00;514.8;398.71;352.31;412.11;412.11
09.01.2021 21:00:00;09.01.2021 22:00:00;494.39;397.16;343.24;420.26;420.26
09.01.2021 22:00:00;09.01.2021 23:00:00;448.2;409.74;337.67;409.74;409.74
09.01.2021 23:00:00;10.01.2021 00:00:00;377.78;377.78;290.55;377.78;377.78
10.01.2021 00:00:00;10.01.2021 01:00:00;401.89;368.77;368.77;401.89;401.89
10.01.2021 01:00:00;10.01.2021 02:00:00;372.19;337.22;337.22;372.19;372.19
10.01.2021 02:00:00;10.01.2021 03:00:00;355.43;323.25;323.25;355.43;355.43
10.01.2021 03:00:00;10.01.2021 04:00:00;350.46;312.9;301;350.46;350.46
10.01.2021 04:00:00;10.01.2021 05:00:00;350.15;302.35;300.59;350.15;350.15
10.01.2021 05:00:00;10.01.2021 06:00:00;353.98;307;307;353.98;353.98
10.01.2021 06:00:00;10.01.2021 07:00:00;352.12;313.62;309.9;352.12;352.12
10.01.2021 07:00:00;10.01.2021 08:00:00;389.16;312.8;282.06;389.16;389.16
10.01.2021 08:00:00;10.01.2021 09:00:00;404.47;333.59;296.14;404.47;404.47
10.01.2021 09:00:00;10.01.2021 10:00:00;421.75;360.81;301;421.75;421.75
10.01.2021 10:00:00;10.01.2021 11:00:00;456.93;401.57;350.87;456.93;456.93
10.01.2021 11:00:00;10.01.2021 12:00:00;469.14;413.78;400.64;469.14;469.14
10.01.2021 12:00:00;10.01.2021 13:00:00;463.14;413.78;401.16;463.14;463.14
10.01.2021 13:00:00;10.01.2021 14:00:00;458.79;416.27;416.27;458.79;458.79
10.01.2021 14:00:00;10.01.2021 15:00:00;470.28;444.93;444.93;470.28;470.28
10.01.2021 15:00:00;10.01.2021 16:00:00;482.9;480.11;447.21;482.9;482.9
10.01.2021 16:00:00;10.01.2021 17:00:00;524.81;516.64;451.03;524.81;524.81
10.01.2021 17:00:00;10.01.2021 18:00:00;568.58;568.58;440.89;568.58;568.58
10.01.2021 18:00:00;10.01.2021 19:00:00;551.92;551.92;400.54;551.92;551.92
10.01.2021 19:00:00;10.01.2021 20:00:00;511.05;511.05;401.26;511.05;511.05
10.01.2021 20:00:00;10.01.2021 21:00:00;480.42;480.42;400.75;480.42;480.42
10.01.2021 21:00:00;10.01.2021 22:00:00;460.35;460.35;401.06;460.35;460.35
10.01.2021 22:00:00;10.01.2021 23:00:00;414.61;414.61;400.95;414.61;414.61
10.01.2021 23:00:00;11.01.2021 00:00:00;371.26;371.26;371.26;371.26;371.26
11.01.2021 00:00:00;11.01.2021 01:00:00;420.1;420.1;400.64;420.1;420.1
11.01.2021 01:00:00;11.01.2021 02:00:00;409.65;409.65;340.11;409.65;409.65
11.01.2021 02:00:00;11.01.2021 03:00:00;390.92;390.92;315.9;390.92;390.92
11.01.2021 03:00:00;11.01.2021 04:00:00;366.6;366.6;317.66;366.6;366.6
11.01.2021 04:00:00;11.01.2021 05:00:00;385.85;385.85;339.7;385.85;385.85
11.01.2021 05:00:00;11.01.2021 06:00:00;428.48;428.48;401.06;428.48;428.48
11.01.2021 06:00:00;11.01.2021 07:00:00;442.65;442.65;442.65;442.65;442.65
11.01.2021 07:00:00;11.01.2021 08:00:00;544.06;514.77;514.77;514.77;514.77
11.01.2021 08:00:00;11.01.2021 09:00:00;592.38;532.05;532.05;532.05;532.05
11.01.2021 09:00:00;11.01.2021 10:00:00;522.02;513.43;513.43;513.43;513.43
11.01.2021 10:00:00;11.01.2021 11:00:00;521.6;492.22;492.22;492.22;492.22
11.01.2021 11:00:00;11.01.2021 12:00:00;519.53;461.9;461.9;461.9;461.9
11.01.2021 12:00:00;11.01.2021 13:00:00;476.9;448.34;448.34;448.34;448.34
11.01.2021 13:00:00;11.01.2021 14:00:00;466.24;440.89;440.89;440.89;440.89
11.01.2021 14:00:00;11.01.2021 15:00:00;504.53;435.1;435.1;435.1;435.1
11.01.2021 15:00:00;11.01.2021 16:00:00;519.95;437.79;437.79;437.79;437.79
11.01.2021 16:00:00;11.01.2021 17:00:00;447.83;447.83;447.83;447.83;447.83
11.01.2021 17:00:00;11.01.2021 18:00:00;465.42;440.17;440.17;440.17;440.17
11.01.2021 18:00:00;11.01.2021 19:00:00;444.21;434.89;434.89;434.89;434.89
11.01.2021 19:00:00;11.01.2021 20:00:00;410.89;410.89;410.89;410.89;410.89
11.01.2021 20:00:00;11.01.2021 21:00:00;383.98;383.98;383.98;383.98;383.98
11.01.2021 21:00:00;11.01.2021 22:00:00;354.29;354.29;354.29;354.29;354.29
11.01.2021 22:00:00;11.01.2021 23:00:00;343.63;343.63;343.63;343.63;343.63
11.01.2021 23:00:00;12.01.2021 00:00:00;283.41;283.41;283.41;283.41;283.41
12.01.2021 00:00:00;12.01.2021 01:00:00;201.12;270.78;223.69;201.12;201.12
12.01.2021 01:00:00;12.01.2021 02:00:00;163.75;263.23;220.17;163.75;163.75
12.01.2021 02:00:00;12.01.2021 03:00:00;196.67;258.05;219.65;196.67;196.67
12.01.2021 03:00:00;12.01.2021 04:00:00;249.87;251.12;249.87;249.87;249.87
12.01.2021 04:00:00;12.01.2021 05:00:00;279.48;279.48;279.48;279.48;279.48
12.01.2021 05:00:00;12.01.2021 06:00:00;362.6;362.6;352.35;362.6;362.6
12.01.2021 06:00:00;12.01.2021 07:00:00;415.49;348.31;348.31;348.31;348.31
12.01.2021 07:00:00;12.01.2021 08:00:00;564.23;347.28;347.28;347.28;347.28
12.01.2021 08:00:00;12.01.2021 09:00:00;627.68;350.28;350.28;350.28;350.28
12.01.2021 09:00:00;12.01.2021 10:00:00;568.89;349.14;349.14;349.14;349.14
12.01.2021 10:00:00;12.01.2021 11:00:00;584.83;352.35;352.35;352.35;352.35
12.01.2021 11:00:00;12.01.2021 12:00:00;572.82;355.14;355.14;355.14;355.14
12.01.2021 12:00:00;12.01.2021 13:00:00;518.59;358.77;358.77;358.77;358.77
12.01.2021 13:00:00;12.01.2021 14:00:00;497.37;361.15;361.15;361.15;361.15
12.01.2021 14:00:00;12.01.2021 15:00:00;497.26;363.84;363.84;363.84;363.84
12.01.2021 15:00:00;12.01.2021 16:00:00;538.36;363.73;363.73;363.73;363.73
12.01.2021 16:00:00;12.01.2021 17:00:00;632.03;363.84;363.84;363.84;363.84
12.01.2021 17:00:00;12.01.2021 18:00:00;663.71;363.63;349.14;363.63;363.63
12.01.2021 18:00:00;12.01.2021 19:00:00;625.2;364.56;364.56;364.56;364.56
12.01.2021 19:00:00;12.01.2021 20:00:00;522.21;366.63;366.63;366.63;366.63
12.01.2021 20:00:00;12.01.2021 21:00:00;432.57;365.7;365.7;365.7;365.7
12.01.2021 21:00:00;12.01.2021 22:00:00;421.39;364.67;320.88;364.67;364.67
12.01.2021 22:00:00;12.01.2021 23:00:00;390.75;362.39;306.7;362.39;362.39
12.01.2021 23:00:00;13.01.2021 00:00:00;358.35;358.35;300.59;358.35;358.35
13.01.2021 00:00:00;13.01.2021 01:00:00;342.5;342.5;288.79;342.5;342.5
13.01.2021 01:00:00;13.01.2021 02:00:00;336.28;336.28;279.56;336.28;336.28
13.01.2021 02:00:00;13.01.2021 03:00:00;327.47;327.47;278.52;327.47;327.47
13.01.2021 03:00:00;13.01.2021 04:00:00;319.8;319.8;280.81;319.8;319.8
13.01.2021 04:00:00;13.01.2021 05:00:00;328.51;328.51;289.72;328.51;328.51
13.01.2021 05:00:00;13.01.2021 06:00:00;381.7;381.7;314.71;381.7;381.7
13.01.2021 06:00:00;13.01.2021 07:00:00;434.17;377.04;374.34;377.04;377.04
13.01.2021 07:00:00;13.01.2021 08:00:00;521.38;380.87;310.98;380.87;380.87
13.01.2021 08:00:00;13.01.2021 09:00:00;582.14;457.61;321.35;457.61;457.61
13.01.2021 09:00:00;13.01.2021 10:00:00;539.73;437.28;370.92;437.28;437.28
13.01.2021 10:00:00;13.01.2021 11:00:00;651;467.46;467.46;467.46;467.46
13.01.2021 11:00:00;13.01.2021 12:00:00;664.89;454.39;454.39;454.39;454.39
13.01.2021 12:00:00;13.01.2021 13:00:00;642.91;427.43;427.43;427.43;427.43
13.01.2021 13:00:00;13.01.2021 14:00:00;664.68;415.19;415.19;415.19;415.19
