Delivery Start (CET);Delivery End (CET);FI Price (NOK);NO3 Price (NOK);NO4 Price (NOK);SE1 Price (NOK);SE2 Price (NOK)
04.06.2021 09:00:00;04.06.2021 10:00:00;845.63;460.08;232.42;460.08;460.08
04.06.2021 10:00:00;04.06.2021 11:00:00;783.27;455.62;232.53;455.62;455.62
04.06.2021 11:00:00;04.06.2021 12:00:00;767.85;447.31;232.42;447.31;447.31
04.06.2021 12:00:00;04.06.2021 13:00:00;754.16;440.71;231.71;440.71;440.71
04.06.2021 13:00:00;04.06.2021 14:00:00;804.06;431.49;231.82;431.49;431.49
04.06.2021 14:00:00;04.06.2021 15:00:00;811.05;425.81;232.02;425.81;425.81
04.06.2021 15:00:00;04.06.2021 16:00:00;506.53;424.69;231.71;424.69;424.69
04.06.2021 16:00:00;04.06.2021 17:00:00;499.63;421.65;231.61;421.65;421.65
04.06.2021 17:00:00;04.06.2021 18:00:00;515.65;422.26;232.12;422.26;422.26
04.06.2021 18:00:00;04.06.2021 19:00:00;810.34;433.11;232.22;433.11;433.11
04.06.2021 19:00:00;04.06.2021 20:00:00;810.95;435.75;232.42;435.75;435.75
04.06.2021 20:00:00;04.06.2021 21:00:00;505.21;405.02;232.42;405.02;405.02
04.06.2021 21:00:00;04.06.2021 22:00:00;486.25;398.73;232.32;398.73;398.73
04.06.2021 22:00:00;04.06.2021 23:00:00;476.61;390.82;232.42;390.82;390.82
04.06.2021 23:00:00;05.06.2021 00:00:00;381.59;381.59;232.32;381.59;381.59
05.06.2021 00:00:00;05.06.2021 01:00:00;406.98;406.98;227.55;406.98;406.98
05.06.2021 01:00:00;05.06.2021 02:00:00;412.17;411.86;227.34;412.17;412.17
05.06.2021 02:00:00;05.06.2021 03:00:00;404.54;396.4;227.04;404.54;404.54
05.06.2021 03:00:00;05.06.2021 04:00:00;408.81;395.49;226.94;408.81;408.81
05.06.2021 04:00:00;05.06.2021 05:00:00;412.17;396.2;226.84;412.17;412.17
05.06.2021 05:00:00;05.06.2021 06:00:00;394.17;394.17;226.73;394.17;394.17
05.06.2021 06:00:00;05.06.2021 07:00:00;409.83;409.83;226.84;409.83;409.83
05.06.2021 07:00:00;05.06.2021 08:00:00;420.31;420.31;227.04;420.31;420.31
05.06.2021 08:00:00;05.06.2021 09:00:00;430.58;430.58;227.14;430.58;430.58
05.06.2021 09:00:00;05.06.2021 10:00:00;461.81;461.81;227.45;461.81;461.81
05.06.2021 10:00:00;05.06.2021 11:00:00;479.51;456.62;227.65;456.62;456.62
05.06.2021 11:00:00;05.06.2021 12:00:00;478.49;451.33;227.55;451.33;451.33
05.06.2021 12:00:00;05.06.2021 13:00:00;429.87;429.87;227.45;429.87;429.87
05.06.2021 13:00:00;05.06.2021 14:00:00;415.93;415.93;227.45;415.93;415.93
05.06.2021 14:00:00;05.06.2021 15:00:00;407.69;407.69;227.34;407.69;407.69
05.06.2021 15:00:00;05.06.2021 16:00:00;425.7;425.7;227.14;425.7;425.7
05.06.2021 16:00:00;05.06.2021 17:00:00;432.72;432.72;227.04;432.72;432.72
05.06.2021 17:00:00;05.06.2021 18:00:00;484.09;423.77;227.14;423.77;423.77
05.06.2021 18:00:00;05.06.2021 19:00:00;500.87;434.34;227.34;434.34;434.34
05.06.2021 19:00:00;05.06.2021 20:00:00;495.89;439.13;227.45;439.13;439.13
05.06.2021 20:00:00;05.06.2021 21:00:00;437.09;437.09;227.45;437.09;437.09
05.06.2021 21:00:00;05.06.2021 22:00:00;430.78;430.78;227.34;430.78;430.78
05.06.2021 22:00:00;05.06.2021 23:00:00;420;420;227.34;420;420
05.06.2021 23:00:00;06.06.2021 00:00:00;398.13;398.13;227.14;398.13;398.13
06.06.2021 00:00:00;06.06.2021 01:00:00;410.95;410.95;223.22;410.95;410.95
06.06.2021 01:00:00;06.06.2021 02:00:00;416.41;416.41;222.91;416.41;416.41
06.06.2021 02:00:00;06.06.2021 03:00:00;409.13;409.13;222.81;409.13;409.13
06.06.2021 03:00:00;06.06.2021 04:00:00;407.92;407.92;222.41;407.92;407.92
06.06.2021 04:00:00;06.06.2021 05:00:00;398.72;398.72;222;398.72;398.72
06.06.2021 05:00:00;06.06.2021 06:00:00;391.74;391.74;221.7;391.74;391.74
06.06.2021 06:00:00;06.06.2021 07:00:00;398.92;398.92;221.8;398.92;398.92
06.06.2021 07:00:00;06.06.2021 08:00:00;399.33;399.33;222.11;399.33;399.33
06.06.2021 08:00:00;06.06.2021 09:00:00;409.23;409.23;222.51;409.23;409.23
06.06.2021 09:00:00;06.06.2021 10:00:00;428.24;428.24;222.81;428.24;428.24
06.06.2021 10:00:00;06.06.2021 11:00:00;431.98;431.98;223.02;431.98;431.98
06.06.2021 11:00:00;06.06.2021 12:00:00;436.22;436.22;222.91;436.22;436.22
06.06.2021 12:00:00;06.06.2021 13:00:00;410.75;410.75;222.91;410.75;410.75
06.06.2021 13:00:00;06.06.2021 14:00:00;411.15;411.15;223.02;411.15;411.15
06.06.2021 14:00:00;06.06.2021 15:00:00;412.37;412.37;223.02;412.37;412.37
06.06.2021 15:00:00;06.06.2021 16:00:00;413.28;413.28;223.12;413.28;413.28
06.06.2021 16:00:00;06.06.2021 17:00:00;415.1;415.1;223.12;415.1;415.1
06.06.2021 17:00:00;06.06.2021 18:00:00;423.69;423.69;223.32;423.69;423.69
06.06.2021 18:00:00;06.06.2021 19:00:00;453.01;434.2;223.82;453.01;453.01
06.06.2021 19:00:00;06.06.2021 20:00:00;447.95;419.44;224.03;447.95;447.95
06.06.2021 20:00:00;06.06.2021 21:00:00;415.6;415.6;224.23;415.6;415.6
06.06.2021 21:00:00;06.06.2021 22:00:00;411.56;411.56;224.03;411.56;411.56
06.06.2021 22:00:00;06.06.2021 23:00:00;406.91;406.91;223.82;406.91;406.91
06.06.2021 23:00:00;07.06.2021 00:00:00;396.39;396.39;223.52;396.39;396.39
07.06.2021 00:00:00;07.06.2021 01:00:00;408.22;408.22;216.75;408.22;408.22
07.06.2021 01:00:00;07.06.2021 02:00:00;416.21;416.21;216.34;416.21;416.21
07.06.2021 02:00:00;07.06.2021 03:00:00;410.65;410.65;216.04;410.65;410.65
07.06.2021 03:00:00;07.06.2021 04:00:00;410.85;410.85;215.94;410.85;410.85
07.06.2021 04:00:00;07.06.2021 05:00:00;419.85;419.85;216.85;419.85;419.85
07.06.2021 05:00:00;07.06.2021 06:00:00;443.81;443.81;217.15;443.81;443.81
07.06.2021 06:00:00;07.06.2021 07:00:00;810.68;489.7;218.37;501.53;501.53
07.06.2021 07:00:00;07.06.2021 08:00:00;868.81;581.8;199.56;581.8;581.8
07.06.2021 08:00:00;07.06.2021 09:00:00;932.2;747.9;213.21;747.9;747.9
07.06.2021 09:00:00;07.06.2021 10:00:00;890.75;795.92;213.21;795.92;795.92
07.06.2021 10:00:00;07.06.2021 11:00:00;855.06;790.56;213.01;790.56;790.56
07.06.2021 11:00:00;07.06.2021 12:00:00;997.3;818.87;213.21;818.87;818.87
07.06.2021 12:00:00;07.06.2021 13:00:00;1007.51;707.67;213.21;707.67;707.67
07.06.2021 13:00:00;07.06.2021 14:00:00;869.62;614.96;212.91;614.96;614.96
07.06.2021 14:00:00;07.06.2021 15:00:00;824.53;613.85;213.01;613.85;613.85
07.06.2021 15:00:00;07.06.2021 16:00:00;592.42;592.42;212.91;592.42;592.42
07.06.2021 16:00:00;07.06.2021 17:00:00;577.86;577.86;212.8;577.86;577.86
07.06.2021 17:00:00;07.06.2021 18:00:00;580.59;580.59;212.5;580.59;580.59
07.06.2021 18:00:00;07.06.2021 19:00:00;853.04;580.39;201.68;580.39;580.39
07.06.2021 19:00:00;07.06.2021 20:00:00;889.64;570.98;200.17;570.98;570.98
07.06.2021 20:00:00;07.06.2021 21:00:00;504.46;504.46;195.62;504.46;504.46
07.06.2021 21:00:00;07.06.2021 22:00:00;496.48;496.48;194.71;496.48;496.48
07.06.2021 22:00:00;07.06.2021 23:00:00;485.76;485.76;193.29;485.76;485.76
07.06.2021 23:00:00;08.06.2021 00:00:00;457.76;457.76;189.86;457.76;457.76
08.06.2021 00:00:00;08.06.2021 01:00:00;466.89;466.89;183.46;466.89;466.89
08.06.2021 01:00:00;08.06.2021 02:00:00;462.77;462.77;181.65;462.77;462.77
08.06.2021 02:00:00;08.06.2021 03:00:00;457.65;457.65;179.54;457.65;457.65
08.06.2021 03:00:00;08.06.2021 04:00:00;452.43;452.43;174.52;452.43;452.43
08.06.2021 04:00:00;08.06.2021 05:00:00;460.46;460.46;172.51;460.46;460.46
08.06.2021 05:00:00;08.06.2021 06:00:00;482.57;482.57;175.12;482.57;482.57
08.06.2021 06:00:00;08.06.2021 07:00:00;551.79;517.03;184.77;517.03;517.03
08.06.2021 07:00:00;08.06.2021 08:00:00;803.37;577.51;188.79;577.51;577.51
08.06.2021 08:00:00;08.06.2021 09:00:00;972.47;600.02;211.09;602.63;602.63
08.06.2021 09:00:00;08.06.2021 10:00:00;954.48;595.9;211.29;625.04;625.04
08.06.2021 10:00:00;08.06.2021 11:00:00;954.08;592.08;211.19;647.34;647.34
08.06.2021 11:00:00;08.06.2021 12:00:00;954.38;588.36;211.09;652.06;652.06
08.06.2021 12:00:00;08.06.2021 13:00:00;998.79;586.56;211.09;601.83;601.83
08.06.2021 13:00:00;08.06.2021 14:00:00;952.07;582.03;211.59;582.03;582.03
08.06.2021 14:00:00;08.06.2021 15:00:00;662.61;582.74;211.39;582.74;582.74
08.06.2021 15:00:00;08.06.2021 16:00:00;577.41;577.41;211.19;577.41;577.41
08.06.2021 16:00:00;08.06.2021 17:00:00;577.01;570.18;208.88;577.01;577.01
08.06.2021 17:00:00;08.06.2021 18:00:00;577.81;577.81;200.94;577.81;577.81
08.06.2021 18:00:00;08.06.2021 19:00:00;841.85;531.5;201.75;576.71;576.71
08.06.2021 19:00:00;08.06.2021 20:00:00;803.37;577.41;205.47;577.41;577.41
08.06.2021 20:00:00;08.06.2021 21:00:00;547.07;522.05;197.63;522.05;522.05
08.06.2021 21:00:00;08.06.2021 22:00:00;522.45;505.17;195.72;505.17;505.17
08.06.2021 22:00:00;08.06.2021 23:00:00;502.76;502.76;191.9;502.76;502.76
08.06.2021 23:00:00;09.06.2021 00:00:00;491.11;491.11;188.18;491.11;491.11
09.06.2021 00:00:00;09.06.2021 01:00:00;508.66;508.66;213.69;508.66;508.66
09.06.2021 01:00:00;09.06.2021 02:00:00;506.35;506.35;199.32;506.35;506.35
09.06.2021 02:00:00;09.06.2021 03:00:00;505.34;505.34;194;505.34;505.34
09.06.2021 03:00:00;09.06.2021 04:00:00;502.43;502.43;191.29;502.43;502.43
09.06.2021 04:00:00;09.06.2021 05:00:00;502.73;502.73;192.89;502.73;502.73
09.06.2021 05:00:00;09.06.2021 06:00:00;496.4;496.4;197.11;496.4;496.4
09.06.2021 06:00:00;09.06.2021 07:00:00;867.62;518.2;216.2;518.2;518.2
09.06.2021 07:00:00;09.06.2021 08:00:00;802.92;582.5;216.2;582.5;582.5
09.06.2021 08:00:00;09.06.2021 09:00:00;803.02;618.07;216.71;618.07;618.07
09.06.2021 09:00:00;09.06.2021 10:00:00;802.92;638.56;216.71;638.56;638.56
09.06.2021 10:00:00;09.06.2021 11:00:00;803.53;633.04;216.6;633.04;633.04
09.06.2021 11:00:00;09.06.2021 12:00:00;803.33;609.63;216.3;609.63;609.63
09.06.2021 12:00:00;09.06.2021 13:00:00;783.94;587.32;216.2;587.32;587.32
09.06.2021 13:00:00;09.06.2021 14:00:00;802.82;586.12;216.1;586.12;586.12
09.06.2021 14:00:00;09.06.2021 15:00:00;803.33;586.02;216.5;586.02;586.02
09.06.2021 15:00:00;09.06.2021 16:00:00;576.57;576.57;216;576.57;576.57
09.06.2021 16:00:00;09.06.2021 17:00:00;574.87;574.87;206.46;574.87;574.87
09.06.2021 17:00:00;09.06.2021 18:00:00;633.54;559.6;204.45;559.6;559.6
09.06.2021 18:00:00;09.06.2021 19:00:00;910.12;547.64;216.2;547.64;547.64
09.06.2021 19:00:00;09.06.2021 20:00:00;845.52;546.94;216.3;546.94;546.94
09.06.2021 20:00:00;09.06.2021 21:00:00;532.07;493.49;216.4;493.49;493.49
09.06.2021 21:00:00;09.06.2021 22:00:00;514.59;489.47;206.96;489.47;489.47
09.06.2021 22:00:00;09.06.2021 23:00:00;502.23;486.05;197.92;486.05;486.05
09.06.2021 23:00:00;10.06.2021 00:00:00;421.05;421.05;189.58;421.05;421.05
10.06.2021 00:00:00;10.06.2021 01:00:00;478.21;478.21;189.29;478.21;478.21
10.06.2021 01:00:00;10.06.2021 02:00:00;490.99;490.99;185.67;490.99;490.99
10.06.2021 02:00:00;10.06.2021 03:00:00;475.09;475.09;184.46;475.09;475.09
10.06.2021 03:00:00;10.06.2021 04:00:00;468.14;468.14;185.97;468.14;468.14
10.06.2021 04:00:00;10.06.2021 05:00:00;489.88;489.88;187.28;489.88;489.88
10.06.2021 05:00:00;10.06.2021 06:00:00;488.47;488.47;188.38;488.47;488.47
10.06.2021 06:00:00;10.06.2021 07:00:00;830.93;517.76;188.89;517.76;517.76
10.06.2021 07:00:00;10.06.2021 08:00:00;905.7;572.7;191.4;572.7;572.7
10.06.2021 08:00:00;10.06.2021 09:00:00;974.03;647.88;195.23;647.88;647.88
10.06.2021 09:00:00;10.06.2021 10:00:00;1002.71;647.07;200.06;647.07;647.07
10.06.2021 10:00:00;10.06.2021 11:00:00;961.95;646.16;191.2;646.16;646.16
10.06.2021 11:00:00;10.06.2021 12:00:00;905.6;586.79;191.91;586.79;586.79
10.06.2021 12:00:00;10.06.2021 13:00:00;904.99;591.52;184.76;591.52;591.52
10.06.2021 13:00:00;10.06.2021 14:00:00;828.01;587.7;185.27;587.7;587.7
10.06.2021 14:00:00;10.06.2021 15:00:00;818.35;577.13;186.77;577.13;577.13
10.06.2021 15:00:00;10.06.2021 16:00:00;654.52;508.4;187.28;508.4;508.4
10.06.2021 16:00:00;10.06.2021 17:00:00;646.77;500.05;195.63;500.05;500.05
10.06.2021 17:00:00;10.06.2021 18:00:00;670.72;500.95;196.13;500.95;500.95
10.06.2021 18:00:00;10.06.2021 19:00:00;865.54;498.54;195.23;498.54;498.54
10.06.2021 19:00:00;10.06.2021 20:00:00;905.5;498.74;192.91;498.74;498.74
10.06.2021 20:00:00;10.06.2021 21:00:00;573;460.5;190.1;460.5;460.5
10.06.2021 21:00:00;10.06.2021 22:00:00;530.44;438.06;186.88;438.06;438.06
10.06.2021 22:00:00;10.06.2021 23:00:00;520.78;418.83;182.95;418.83;418.83
10.06.2021 23:00:00;11.06.2021 00:00:00;419.64;419.64;178.72;419.64;419.64
11.06.2021 00:00:00;11.06.2021 01:00:00;384.95;384.95;217.1;384.95;384.95
11.06.2021 01:00:00;11.06.2021 02:00:00;347.24;347.24;213.25;347.24;347.24
11.06.2021 02:00:00;11.06.2021 03:00:00;331.43;339.03;210.72;331.43;331.43
11.06.2021 03:00:00;11.06.2021 04:00:00;322.82;338.63;208.59;322.82;322.82
11.06.2021 04:00:00;11.06.2021 05:00:00;338.53;338.53;204.94;338.53;338.53
11.06.2021 05:00:00;11.06.2021 06:00:00;408.66;408.66;198.76;408.66;408.66
11.06.2021 06:00:00;11.06.2021 07:00:00;909.26;462.99;202.51;462.99;462.99
11.06.2021 07:00:00;11.06.2021 08:00:00;1050.44;492.08;215.38;492.08;492.08
11.06.2021 08:00:00;11.06.2021 09:00:00;1100.92;478.4;215.78;478.4;478.4
11.06.2021 09:00:00;11.06.2021 10:00:00;1003.01;460.56;218.72;460.56;460.56
11.06.2021 10:00:00;11.06.2021 11:00:00;834.15;440.59;223.59;440.59;440.59
11.06.2021 11:00:00;11.06.2021 12:00:00;841.96;408.46;223.99;408.46;408.46
11.06.2021 12:00:00;11.06.2021 13:00:00;811.04;389.71;224.2;389.71;389.71
11.06.2021 13:00:00;11.06.2021 14:00:00;695.6;360.52;224.5;360.52;360.52
11.06.2021 14:00:00;11.06.2021 15:00:00;760.16;353.32;223.29;353.32;353.32
11.06.2021 15:00:00;11.06.2021 16:00:00;494;345.92;224.91;345.92;345.92
11.06.2021 16:00:00;11.06.2021 17:00:00;372.78;346.43;223.79;328.29;328.29
11.06.2021 17:00:00;11.06.2021 18:00:00;566.68;343.8;229.37;307;307
11.06.2021 18:00:00;11.06.2021 19:00:00;841.04;344.51;229.87;315.52;315.52
11.06.2021 19:00:00;11.06.2021 20:00:00;880.47;344.3;229.57;323.42;323.42
11.06.2021 20:00:00;11.06.2021 21:00:00;284;346.13;223.99;223.99;223.99
11.06.2021 21:00:00;11.06.2021 22:00:00;214.97;339.34;214.97;214.97;214.97
11.06.2021 22:00:00;11.06.2021 23:00:00;178.89;338.83;178.89;178.89;178.89
11.06.2021 23:00:00;12.06.2021 00:00:00;131.56;320.79;131.56;131.56;131.56
12.06.2021 00:00:00;12.06.2021 01:00:00;141.36;141.36;141.36;141.36;141.36
12.06.2021 01:00:00;12.06.2021 02:00:00;132.29;132.29;132.29;132.29;132.29
12.06.2021 02:00:00;12.06.2021 03:00:00;105.06;105.06;105.06;105.06;105.06
12.06.2021 03:00:00;12.06.2021 04:00:00;100.83;100.83;100.83;100.83;100.83
12.06.2021 04:00:00;12.06.2021 05:00:00;100.83;100.83;100.83;100.83;100.83
12.06.2021 05:00:00;12.06.2021 06:00:00;118.98;118.98;118.98;118.98;118.98
12.06.2021 06:00:00;12.06.2021 07:00:00;152.35;152.35;152.35;152.35;152.35
12.06.2021 07:00:00;12.06.2021 08:00:00;166.87;166.87;166.87;166.87;166.87
12.06.2021 08:00:00;12.06.2021 09:00:00;225.55;225.55;225.55;225.55;225.55
12.06.2021 09:00:00;12.06.2021 10:00:00;229.18;229.18;229.18;229.18;229.18
12.06.2021 10:00:00;12.06.2021 11:00:00;231.4;231.4;231.4;231.4;231.4
12.06.2021 11:00:00;12.06.2021 12:00:00;247.33;247.33;233.92;247.33;247.33
12.06.2021 12:00:00;12.06.2021 13:00:00;180.68;180.68;180.68;180.68;180.68
12.06.2021 13:00:00;12.06.2021 14:00:00;469.46;68.36;68.36;68.36;68.36
12.06.2021 14:00:00;12.06.2021 15:00:00;586.31;47.79;47.79;47.79;47.79
12.06.2021 15:00:00;12.06.2021 16:00:00;593.88;19.26;19.26;19.26;19.26
12.06.2021 16:00:00;12.06.2021 17:00:00;593.98;34.08;34.08;34.08;34.08
12.06.2021 17:00:00;12.06.2021 18:00:00;532.07;16.43;16.43;16.43;16.43
12.06.2021 18:00:00;12.06.2021 19:00:00;523.7;200.75;200.75;200.75;200.75
12.06.2021 19:00:00;12.06.2021 20:00:00;514.42;314.08;233.62;314.08;314.08
12.06.2021 20:00:00;12.06.2021 21:00:00;447.58;313.47;230.8;313.47;313.47
12.06.2021 21:00:00;12.06.2021 22:00:00;453.93;313.27;230.49;313.27;313.27
12.06.2021 22:00:00;12.06.2021 23:00:00;445.26;299.16;230.39;299.16;299.16
12.06.2021 23:00:00;13.06.2021 00:00:00;362.48;250.96;229.99;250.96;250.96
13.06.2021 00:00:00;13.06.2021 01:00:00;205.68;205.68;205.68;205.68;205.68
13.06.2021 01:00:00;13.06.2021 02:00:00;100.17;100.17;100.17;100.17;100.17
13.06.2021 02:00:00;13.06.2021 03:00:00;71.05;71.05;71.05;71.05;71.05
13.06.2021 03:00:00;13.06.2021 04:00:00;49.08;49.08;49.08;49.08;49.08
13.06.2021 04:00:00;13.06.2021 05:00:00;44.74;44.74;44.74;44.74;44.74
13.06.2021 05:00:00;13.06.2021 06:00:00;30.64;30.64;30.64;30.64;30.64
13.06.2021 06:00:00;13.06.2021 07:00:00;37.89;37.89;37.89;37.89;37.89
13.06.2021 07:00:00;13.06.2021 08:00:00;83.24;83.24;83.24;83.24;83.24
13.06.2021 08:00:00;13.06.2021 09:00:00;40.81;40.81;40.81;40.81;40.81
13.06.2021 09:00:00;13.06.2021 10:00:00;41.12;25.4;25.4;25.4;25.4
13.06.2021 10:00:00;13.06.2021 11:00:00;96.64;25.8;25.8;25.8;25.8
13.06.2021 11:00:00;13.06.2021 12:00:00;150.86;15.22;15.22;15.22;15.22
13.06.2021 12:00:00;13.06.2021 13:00:00;40.41;14.31;14.31;14.31;14.31
13.06.2021 13:00:00;13.06.2021 14:00:00;11.49;11.49;11.49;11.49;11.49
13.06.2021 14:00:00;13.06.2021 15:00:00;10.08;14.71;10.08;10.08;10.08
13.06.2021 15:00:00;13.06.2021 16:00:00;40.11;39.81;14.71;14.71;14.71
13.06.2021 16:00:00;13.06.2021 17:00:00;32.45;201.85;32.45;32.45;32.45
13.06.2021 17:00:00;13.06.2021 18:00:00;188.75;289.53;188.75;188.75;188.75
13.06.2021 18:00:00;13.06.2021 19:00:00;484.22;312.2;218.28;312.2;312.2
13.06.2021 19:00:00;13.06.2021 20:00:00;487.45;351.3;218.38;351.3;351.3
13.06.2021 20:00:00;13.06.2021 21:00:00;483.92;373.98;217.67;373.98;373.98
13.06.2021 21:00:00;13.06.2021 22:00:00;462.86;371.66;217.88;371.66;371.66
13.06.2021 22:00:00;13.06.2021 23:00:00;365.61;365.61;217.88;365.61;365.61
13.06.2021 23:00:00;14.06.2021 00:00:00;308.37;308.37;217.77;308.37;308.37
14.06.2021 00:00:00;14.06.2021 01:00:00;281.87;281.87;200.14;281.87;281.87
14.06.2021 01:00:00;14.06.2021 02:00:00;264.94;264.94;200.14;264.94;264.94
14.06.2021 02:00:00;14.06.2021 03:00:00;243.57;243.57;200.14;243.57;243.57
14.06.2021 03:00:00;14.06.2021 04:00:00;270.68;270.68;200.14;270.68;270.68
14.06.2021 04:00:00;14.06.2021 05:00:00;287.01;287.01;200.34;287.01;287.01
14.06.2021 05:00:00;14.06.2021 06:00:00;632.56;282.67;200.95;282.67;282.67
14.06.2021 06:00:00;14.06.2021 07:00:00;849.84;295.77;221.81;295.77;295.77
14.06.2021 07:00:00;14.06.2021 08:00:00;969.76;330.44;225.13;330.44;330.44
14.06.2021 08:00:00;14.06.2021 09:00:00;937.21;333.46;225.74;333.46;333.46
14.06.2021 09:00:00;14.06.2021 10:00:00;843.49;342.33;225.13;342.33;342.33
14.06.2021 10:00:00;14.06.2021 11:00:00;721.15;351;225.33;351;351
14.06.2021 11:00:00;14.06.2021 12:00:00;764.38;355.74;225.53;355.74;355.74
14.06.2021 12:00:00;14.06.2021 13:00:00;743.01;368.03;225.53;368.03;368.03
14.06.2021 13:00:00;14.06.2021 14:00:00;728.2;359.97;225.64;359.97;359.97
14.06.2021 14:00:00;14.06.2021 15:00:00;715.6;345.96;225.84;345.96;345.96
14.06.2021 15:00:00;14.06.2021 16:00:00;730.42;336.49;226.14;336.49;336.49
14.06.2021 16:00:00;14.06.2021 17:00:00;707.84;323.79;226.34;323.79;323.79
14.06.2021 17:00:00;14.06.2021 18:00:00;827.16;300.61;226.44;300.61;300.61
14.06.2021 18:00:00;14.06.2021 19:00:00;895.39;294.16;228.46;294.16;294.16
14.06.2021 19:00:00;14.06.2021 20:00:00;934.39;243.47;227.25;243.47;243.47
14.06.2021 20:00:00;14.06.2021 21:00:00;847.32;223.32;223.32;223.32;223.32
14.06.2021 21:00:00;14.06.2021 22:00:00;662.29;202.15;202.15;202.15;202.15
14.06.2021 22:00:00;14.06.2021 23:00:00;583.79;194.29;194.29;194.29;194.29
14.06.2021 23:00:00;15.06.2021 00:00:00;472.84;145.82;145.82;145.82;145.82
15.06.2021 00:00:00;15.06.2021 01:00:00;181.63;181.63;181.63;181.63;181.63
15.06.2021 01:00:00;15.06.2021 02:00:00;100.88;100.88;100.88;100.88;100.88
15.06.2021 02:00:00;15.06.2021 03:00:00;25.98;50.14;50.14;25.98;25.98
15.06.2021 03:00:00;15.06.2021 04:00:00;18.12;18.12;18.12;18.12;18.12
15.06.2021 04:00:00;15.06.2021 05:00:00;31.92;31.92;31.92;31.92;31.92
15.06.2021 05:00:00;15.06.2021 06:00:00;365.17;145.49;145.49;145.49;145.49
15.06.2021 06:00:00;15.06.2021 07:00:00;878.75;222.21;222.21;222.21;222.21
15.06.2021 07:00:00;15.06.2021 08:00:00;846.33;239.22;229.66;239.22;239.22
15.06.2021 08:00:00;15.06.2021 09:00:00;846.63;240.83;231.87;240.83;240.83
15.06.2021 09:00:00;15.06.2021 10:00:00;846.23;238.11;231.37;238.11;238.11
15.06.2021 10:00:00;15.06.2021 11:00:00;869.19;251.1;230.36;251.1;251.1
15.06.2021 11:00:00;15.06.2021 12:00:00;852.47;240.53;228.75;240.53;240.53
15.06.2021 12:00:00;15.06.2021 13:00:00;848.95;229.35;229.35;229.35;229.35
15.06.2021 13:00:00;15.06.2021 14:00:00;849.76;232.47;228.45;232.47;232.47
15.06.2021 14:00:00;15.06.2021 15:00:00;844.42;244.46;226.23;244.46;244.46
15.06.2021 15:00:00;15.06.2021 16:00:00;606.11;241.13;225.23;225.23;225.23
15.06.2021 16:00:00;15.06.2021 17:00:00;698.13;244.56;224.12;224.12;224.12
15.06.2021 17:00:00;15.06.2021 18:00:00;849.86;241.23;224.22;224.22;224.22
15.06.2021 18:00:00;15.06.2021 19:00:00;952.45;259.56;224.82;259.56;259.56
15.06.2021 19:00:00;15.06.2021 20:00:00;1006.82;262.08;224.72;262.08;262.08
15.06.2021 20:00:00;15.06.2021 21:00:00;720.78;264.69;221.6;221.6;221.6
15.06.2021 21:00:00;15.06.2021 22:00:00;775.75;285.63;221.7;221.7;221.7
15.06.2021 22:00:00;15.06.2021 23:00:00;749.58;303.05;222.51;222.51;222.51
15.06.2021 23:00:00;16.06.2021 00:00:00;560.8;310;224.12;224.12;224.12
16.06.2021 00:00:00;16.06.2021 01:00:00;334.05;322.16;224.71;263.91;263.91
16.06.2021 01:00:00;16.06.2021 02:00:00;406.3;322.16;224.41;295.25;295.25
16.06.2021 02:00:00;16.06.2021 03:00:00;296.96;322.56;224.21;296.96;296.96
16.06.2021 03:00:00;16.06.2021 04:00:00;299.38;319.94;224.11;299.38;299.38
16.06.2021 04:00:00;16.06.2021 05:00:00;630.3;318.63;223.7;311.98;311.98
16.06.2021 05:00:00;16.06.2021 06:00:00;715.25;317.52;223.91;301.4;301.4
16.06.2021 06:00:00;16.06.2021 07:00:00;907.72;333.74;224.41;333.74;333.74
16.06.2021 07:00:00;16.06.2021 08:00:00;1080.74;342.31;225.22;342.31;342.31
16.06.2021 08:00:00;16.06.2021 09:00:00;1761.02;349.66;225.12;349.66;349.66
16.06.2021 09:00:00;16.06.2021 10:00:00;1057.56;349.16;225.01;349.16;349.16
16.06.2021 10:00:00;16.06.2021 11:00:00;987.43;333.44;224.91;300.99;300.99
16.06.2021 11:00:00;16.06.2021 12:00:00;906.81;335.76;224.71;300.29;300.29
16.06.2021 12:00:00;16.06.2021 13:00:00;906.61;336.67;224.61;300.19;300.19
16.06.2021 13:00:00;16.06.2021 14:00:00;906.71;336.67;224.61;299.99;299.99
16.06.2021 14:00:00;16.06.2021 15:00:00;906.01;336.57;224.41;300.39;300.39
16.06.2021 15:00:00;16.06.2021 16:00:00;815.92;334.65;224.41;300.49;300.49
16.06.2021 16:00:00;16.06.2021 17:00:00;861.57;338.98;224.31;338.98;338.98
16.06.2021 17:00:00;16.06.2021 18:00:00;933.51;336.16;224.31;336.16;336.16
16.06.2021 18:00:00;16.06.2021 19:00:00;1033.17;318.33;223.91;318.33;318.33
16.06.2021 19:00:00;16.06.2021 20:00:00;1189.57;322.26;224.11;322.26;322.26
16.06.2021 20:00:00;16.06.2021 21:00:00;1096.86;298.17;224.21;298.17;298.17
16.06.2021 21:00:00;16.06.2021 22:00:00;991.76;297.67;224.21;297.67;297.67
16.06.2021 22:00:00;16.06.2021 23:00:00;868.42;297.57;224.31;297.57;297.57
16.06.2021 23:00:00;17.06.2021 00:00:00;678.17;296.26;224.31;296.26;296.26
